Time;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Heat Valve
12-07-2018 08:11:01;37
12-07-2018 08:13:01;39
12-07-2018 08:15:01;40
12-07-2018 08:17:01;41
12-07-2018 08:21:01;42
12-07-2018 08:23:01;43
12-07-2018 08:25:01;44
12-07-2018 08:27:01;45
12-07-2018 08:31:01;46
12-07-2018 08:33:01;47
12-07-2018 08:35:01;48
12-07-2018 08:37:01;49
12-07-2018 08:41:01;50
12-07-2018 08:43:01;51
12-07-2018 08:45:01;52
12-07-2018 08:49:01;53
12-07-2018 08:51:01;54
12-07-2018 08:53:01;56
12-13-2018 18:11:52;0
12-13-2018 23:06:29;100
12-15-2018 23:05:46;1
12-15-2018 23:07:46;0
12-15-2018 23:11:46;1
12-15-2018 23:14:02;2
12-15-2018 23:17:44;1
12-15-2018 23:27:44;2
12-15-2018 23:31:44;1
12-15-2018 23:33:44;2
12-15-2018 23:37:02;3
12-15-2018 23:37:42;2
12-15-2018 23:41:42;3
12-15-2018 23:43:42;2
12-15-2018 23:45:40;3
12-15-2018 23:47:42;2
12-15-2018 23:51:42;3
12-15-2018 23:55:40;2
12-16-2018 00:03:40;3
12-16-2018 00:05:02;4
12-16-2018 00:15:02;5
12-16-2018 00:21:38;4
12-16-2018 00:23:38;5
12-16-2018 00:26:02;6
12-16-2018 00:36:02;7
12-16-2018 00:46:02;8
12-16-2018 00:56:02;9
12-16-2018 01:06:02;10
12-16-2018 01:16:02;11
12-16-2018 01:26:02;12
12-16-2018 01:36:02;13
12-16-2018 01:46:02;14
12-16-2018 01:56:02;15
12-16-2018 03:09:02;24
12-16-2018 03:11:02;23
12-16-2018 03:12:02;24
12-16-2018 03:18:02;25
12-16-2018 03:22:02;26
12-16-2018 03:30:02;27
12-16-2018 03:34:02;28
12-16-2018 03:38:02;29
12-16-2018 03:44:02;30
12-16-2018 03:48:00;31
12-16-2018 03:54:02;32
12-16-2018 03:58:02;33
12-16-2018 04:04:02;34
12-16-2018 04:08:02;35
12-16-2018 04:14:00;36
12-16-2018 04:18:02;37
12-16-2018 04:24:02;38
12-16-2018 04:28:02;39
12-16-2018 04:34:02;40
12-16-2018 04:38:02;41
12-16-2018 04:44:02;42
12-16-2018 04:48:02;43
12-16-2018 04:54:02;44
12-16-2018 04:58:02;45
12-16-2018 05:04:02;47
12-16-2018 05:06:02;48
12-16-2018 05:12:02;49
12-16-2018 05:14:02;50
12-16-2018 05:16:02;49
12-16-2018 05:18:02;50
12-16-2018 05:20:02;51
12-16-2018 05:26:02;53
12-16-2018 05:30:02;54
12-16-2018 05:34:02;55
12-16-2018 05:36:02;56
12-16-2018 05:40:02;57
12-16-2018 05:44:02;58
12-16-2018 05:46:02;59
12-16-2018 05:50:02;60
12-16-2018 05:54:02;61
12-16-2018 05:56:02;62
12-16-2018 06:00:02;63
12-16-2018 06:04:02;64
12-16-2018 06:06:00;65
12-16-2018 06:10:02;66
12-16-2018 06:14:02;67
12-16-2018 06:16:02;68
12-16-2018 06:20:02;69
12-16-2018 06:24:02;70
12-16-2018 06:26:02;71
12-16-2018 06:28:02;72
12-16-2018 06:32:02;73
12-16-2018 06:36:02;75
12-16-2018 06:40:02;76
12-16-2018 06:44:02;77
12-16-2018 06:46:02;78
12-16-2018 06:50:02;80
12-16-2018 06:52:02;81
12-16-2018 06:54:02;80
12-16-2018 06:56:02;81
12-16-2018 07:00:02;83
12-16-2018 07:04:02;85
12-16-2018 07:06:02;84
12-16-2018 07:07:02;16
12-16-2018 07:08:02;86
12-16-2018 07:10:02;87
12-16-2018 07:12:02;88
12-16-2018 07:14:02;87
12-16-2018 07:16:02;89
12-16-2018 07:17:02;17
12-16-2018 07:22:02;90
12-16-2018 07:24:02;92
12-16-2018 07:27:02;18
12-16-2018 07:28:02;93
12-16-2018 07:30:02;94
12-16-2018 07:32:02;95
12-16-2018 07:34:02;96
12-16-2018 07:37:02;19
12-16-2018 07:38:02;97
12-16-2018 07:40:02;98
12-16-2018 07:41:24;20
12-16-2018 07:42:02;99
12-16-2018 07:43:24;19
12-16-2018 07:44:02;100
12-16-2018 07:46:02;20
12-16-2018 07:51:22;21
12-16-2018 07:59:22;22
12-16-2018 08:03:22;23
01-07-2019 22:39:52;100
01-07-2019 22:39:55;0
01-07-2019 22:39:55;100
01-11-2019 08:54:06;100
01-16-2019 15:16:54;0
01-17-2019 05:32:38;1
01-17-2019 05:36:36;0
01-17-2019 05:38:36;1
01-17-2019 05:39:02;2
01-17-2019 05:40:36;1
01-17-2019 05:46:36;2
01-17-2019 05:55:02;3
01-17-2019 06:05:02;4
01-17-2019 06:15:02;5
01-17-2019 06:20:32;6
01-17-2019 06:24:02;7
01-17-2019 06:28:02;8
01-17-2019 06:34:02;9
01-17-2019 06:38:02;10
01-17-2019 06:44:02;11
01-17-2019 06:48:02;12
01-17-2019 06:54:02;13
01-17-2019 06:57:02;15
01-17-2019 06:59:02;14
01-17-2019 07:01:02;16
01-17-2019 07:05:02;17
01-17-2019 07:09:02;18
01-17-2019 07:11:02;19
01-17-2019 07:15:02;20
01-17-2019 07:19:02;21
01-17-2019 07:21:02;22
01-17-2019 07:25:02;23
01-17-2019 07:29:02;24
01-17-2019 07:30:24;25
01-17-2019 07:33:02;26
01-17-2019 07:35:02;27
01-17-2019 07:37:02;28
01-17-2019 07:39:02;29
01-17-2019 07:41:02;30
01-17-2019 07:45:02;31
01-17-2019 07:47:02;32
01-17-2019 07:49:02;33
01-17-2019 07:51:02;34
01-17-2019 07:55:02;35
01-17-2019 07:57:02;36
01-17-2019 07:59:02;37
01-17-2019 08:01:02;39
01-17-2019 08:05:02;41
01-17-2019 08:07:02;42
01-17-2019 08:09:02;43
01-17-2019 08:11:02;42
01-17-2019 08:13:02;44
01-17-2019 08:15:02;45
01-17-2019 08:17:02;46
01-17-2019 08:19:02;47
01-17-2019 08:21:02;48
01-17-2019 08:23:02;49
01-17-2019 08:25:02;50
01-17-2019 08:27:02;51
01-17-2019 08:29:02;52
01-17-2019 08:31:02;53
01-17-2019 08:33:02;54
01-17-2019 08:35:02;55
01-17-2019 08:37:02;56
01-17-2019 08:39:02;57
01-17-2019 08:41:02;58
01-17-2019 08:43:00;59
01-17-2019 08:45:02;60
01-17-2019 08:47:02;61
01-17-2019 08:49:02;62
01-17-2019 08:51:02;63
01-17-2019 08:53:02;65
01-17-2019 08:55:02;67
01-17-2019 08:57:02;68
01-17-2019 09:01:02;70
01-17-2019 09:03:02;71
01-17-2019 09:05:02;72
01-17-2019 09:07:02;74
01-17-2019 09:09:02;75
01-17-2019 09:13:02;77
01-17-2019 09:15:02;78
01-17-2019 09:17:02;79
01-17-2019 09:19:02;81
01-17-2019 09:21:02;82
01-17-2019 09:23:02;83
01-17-2019 09:25:02;84
01-17-2019 09:27:02;85
01-17-2019 09:29:02;87
01-17-2019 09:31:02;88
01-17-2019 09:33:02;89
01-17-2019 09:35:02;90
01-17-2019 09:37:02;91
01-17-2019 09:39:02;93
01-17-2019 09:41:02;94
01-17-2019 14:43:00;95
01-17-2019 14:45:02;97
01-17-2019 14:47:02;98
01-17-2019 14:49:02;99
01-17-2019 14:51:02;100
01-23-2019 19:08:49;100
01-26-2019 08:19:46;1
01-26-2019 08:24:02;2
01-26-2019 08:34:02;3
01-26-2019 08:44:02;4
01-26-2019 08:54:02;5
01-26-2019 09:04:02;6
01-26-2019 09:14:02;7
01-26-2019 09:19:40;8
01-26-2019 09:21:40;7
01-26-2019 09:24:02;8
01-26-2019 09:25:38;9
01-26-2019 09:30:02;10
01-26-2019 09:34:02;11
01-26-2019 09:40:02;12
01-26-2019 10:22:02;20
01-26-2019 10:24:02;21
01-26-2019 10:30:02;22
01-26-2019 10:34:02;23
01-26-2019 10:38:02;25
01-26-2019 10:48:02;26
01-26-2019 10:52:02;27
01-26-2019 10:58:02;28
01-26-2019 11:00:02;29
01-26-2019 11:06:02;30
01-26-2019 11:10:02;32
01-26-2019 11:12:02;31
01-26-2019 11:16:02;32
01-26-2019 11:18:02;33
01-26-2019 11:24:02;34
01-26-2019 11:30:02;35
01-26-2019 11:32:02;36
01-26-2019 11:36:02;37
01-26-2019 11:42:02;38
01-26-2019 11:48:02;39
01-26-2019 11:52:02;40
01-26-2019 11:58:02;41
01-26-2019 12:02:02;42
01-26-2019 12:08:02;43
01-26-2019 12:12:02;44
01-26-2019 12:18:02;45
01-26-2019 12:22:02;46
01-26-2019 12:28:02;47
01-26-2019 12:32:02;48
01-26-2019 12:38:02;49
01-26-2019 12:42:02;50
01-26-2019 12:48:02;51
01-26-2019 12:52:02;52
01-26-2019 12:58:02;53
01-26-2019 13:02:02;54
01-26-2019 13:08:02;55
01-26-2019 13:12:02;56
01-26-2019 13:18:02;57
01-26-2019 13:22:02;58
01-26-2019 13:28:02;59
01-26-2019 13:32:00;60
01-26-2019 13:38:02;61
01-26-2019 13:42:02;62
01-26-2019 13:48:02;63
01-26-2019 13:54:02;64
01-26-2019 13:56:02;63
01-26-2019 14:00:02;64
01-26-2019 14:02:02;65
01-26-2019 14:10:02;66
01-26-2019 14:22:02;67
01-26-2019 14:28:02;68
01-26-2019 14:40:02;69
01-26-2019 14:44:02;13
01-26-2019 14:49:02;14
01-26-2019 14:50:02;70
01-26-2019 14:55:02;15
01-26-2019 14:59:02;16
01-26-2019 15:00:02;71
01-26-2019 15:05:02;17
01-26-2019 15:09:02;18
01-26-2019 15:10:02;72
01-26-2019 15:15:02;19
01-26-2019 15:20:02;73
01-26-2019 15:30:02;74
01-26-2019 15:40:02;75
01-26-2019 15:50:02;76
01-26-2019 16:00:02;77
01-26-2019 16:10:02;78
01-26-2019 16:20:02;79
01-26-2019 16:30:02;80
01-26-2019 16:34:02;81
01-26-2019 16:36:02;80
01-26-2019 16:38:02;82
01-26-2019 16:40:02;81
01-26-2019 16:42:02;82
01-26-2019 16:44:02;83
01-26-2019 16:48:02;84
01-26-2019 16:54:02;85
01-26-2019 16:58:02;86
01-26-2019 17:04:02;87
01-26-2019 17:08:02;88
01-26-2019 17:14:02;89
01-26-2019 17:18:02;90
01-26-2019 17:24:02;91
01-26-2019 17:28:02;92
01-26-2019 17:34:02;93
01-26-2019 17:38:02;94
01-26-2019 17:44:02;95
01-26-2019 17:48:02;96
01-26-2019 17:54:02;97
01-26-2019 17:58:02;98
01-26-2019 18:04:02;99
01-26-2019 18:08:02;100
01-29-2019 11:57:48;100
01-30-2019 01:21:19;4
01-30-2019 01:21:23;100
01-30-2019 01:47:39;8
01-30-2019 01:48:01;9
01-30-2019 01:50:01;10
01-30-2019 01:54:01;11
01-30-2019 01:56:01;12
01-30-2019 01:58:01;13
01-30-2019 07:00:01;14
01-30-2019 07:03:01;15
01-30-2019 07:05:01;16
01-30-2019 07:09:01;17
01-30-2019 07:11:01;18
01-30-2019 07:13:01;19
01-30-2019 07:15:01;20
01-30-2019 07:19:01;21
01-30-2019 07:21:01;22
01-30-2019 07:23:01;23
01-30-2019 07:25:01;24
01-30-2019 07:28:55;29
01-30-2019 07:31:01;31
01-30-2019 07:32:17;100
01-30-2019 11:38:01;85
01-30-2019 11:40:01;84
01-30-2019 11:44:01;83
01-30-2019 11:46:01;82
01-30-2019 11:48:01;80
01-30-2019 11:50:01;79
01-30-2019 11:52:01;80
01-30-2019 11:54:01;77
01-30-2019 11:56:01;76
01-30-2019 12:00:01;75
01-30-2019 12:02:01;74
01-30-2019 12:04:01;73
01-30-2019 12:06:01;72
01-30-2019 12:08:01;71
01-30-2019 12:21:01;65
01-30-2019 12:23:01;62
01-30-2019 12:25:01;61
01-30-2019 12:27:01;60
01-30-2019 12:29:01;58
01-30-2019 12:31:01;57
01-30-2019 12:33:01;56
01-30-2019 12:35:01;55
01-30-2019 12:37:01;54
01-30-2019 12:39:01;52
01-30-2019 12:41:01;51
01-30-2019 12:43:01;50
01-30-2019 12:44:01;47
01-30-2019 12:46:01;48
01-30-2019 12:48:01;47
01-30-2019 12:49:15;44
01-30-2019 12:52:01;42
01-30-2019 12:54:01;40
01-30-2019 12:56:01;39
01-30-2019 12:58:01;37
01-30-2019 13:00:01;36
01-30-2019 13:02:01;34
01-30-2019 13:04:01;33
01-30-2019 13:06:01;31
01-30-2019 13:08:01;30
01-30-2019 13:10:01;28
01-30-2019 13:12:01;27
01-30-2019 13:14:01;25
01-30-2019 13:16:01;24
01-30-2019 13:18:01;22
01-30-2019 13:20:01;21
01-30-2019 13:22:01;19
01-30-2019 13:24:01;18
01-30-2019 13:26:01;16
01-30-2019 13:27:11;14
01-30-2019 13:28:01;13
01-30-2019 13:29:01;12
01-30-2019 13:29:11;14
01-30-2019 13:30:01;13
01-30-2019 13:31:01;12
01-30-2019 13:33:01;11
01-30-2019 13:33:11;9
01-30-2019 13:34:01;8
01-30-2019 13:35:01;7
01-30-2019 13:36:01;6
01-30-2019 13:37:01;5
01-30-2019 13:38:01;4
01-30-2019 13:39:01;3
01-30-2019 13:40:01;2
01-30-2019 13:42:01;1
01-30-2019 13:43:01;0
01-30-2019 15:49:01;98
01-30-2019 15:51:01;97
01-30-2019 15:57:01;96
01-30-2019 16:05:01;95
01-30-2019 16:11:01;94
01-30-2019 16:17:01;91
01-30-2019 16:21:01;90
01-30-2019 16:23:01;89
01-30-2019 17:11:01;70
01-30-2019 17:13:01;69
01-30-2019 19:07:51;100
01-31-2019 04:29:02;50
01-31-2019 04:30:02;54
01-31-2019 04:31:02;57
01-31-2019 04:32:02;60
01-31-2019 04:34:02;65
01-31-2019 04:36:02;70
01-31-2019 04:38:02;76
01-31-2019 04:40:02;82
01-31-2019 04:42:02;88
01-31-2019 04:44:02;94
01-31-2019 04:46:02;99
01-31-2019 04:48:02;100
01-31-2019 05:19:36;28
01-31-2019 05:19:40;2
01-31-2019 05:19:44;28
01-31-2019 05:20:02;31
01-31-2019 05:21:02;34
01-31-2019 05:22:02;37
01-31-2019 05:23:14;40
01-31-2019 05:23:15;28
01-31-2019 05:23:17;40
01-31-2019 05:23:17;28
01-31-2019 05:24:01;31
01-31-2019 05:25:01;34
01-31-2019 05:26:01;38
01-31-2019 05:27:01;41
01-31-2019 05:28:01;44
01-31-2019 05:29:01;47
01-31-2019 05:30:01;50
01-31-2019 05:31:01;53
01-31-2019 05:32:01;56
01-31-2019 05:33:01;58
01-31-2019 05:35:01;63
01-31-2019 05:36:01;67
01-31-2019 05:38:01;73
01-31-2019 05:40:01;79
01-31-2019 05:42:01;85
01-31-2019 05:44:01;91
01-31-2019 05:46:01;96
01-31-2019 05:48:01;100
01-31-2019 07:26:11;0
01-31-2019 09:21:34;47
01-31-2019 09:22:02;31
01-31-2019 09:23:02;34
01-31-2019 09:24:02;37
01-31-2019 09:25:02;40
01-31-2019 09:26:02;43
01-31-2019 09:27:02;46
01-31-2019 11:30:01;33
01-31-2019 11:31:01;36
01-31-2019 11:32:01;39
01-31-2019 11:33:01;41
01-31-2019 11:34:01;44
01-31-2019 11:35:01;47
01-31-2019 11:36:01;50
01-31-2019 11:37:01;53
01-31-2019 11:38:01;56
01-31-2019 11:39:01;59
01-31-2019 11:41:01;65
01-31-2019 11:43:01;71
01-31-2019 11:45:01;77
01-31-2019 11:47:01;83
01-31-2019 11:49:01;89
01-31-2019 11:51:01;95
01-31-2019 11:53:01;100
02-05-2019 00:14:21;0
02-06-2019 06:37:01;1
02-06-2019 06:51:01;2
02-06-2019 07:00:01;3
02-06-2019 07:08:01;4
02-06-2019 07:20:01;5
02-06-2019 07:30:01;6
02-06-2019 07:40:01;7
02-06-2019 07:50:01;8
02-06-2019 07:55:01;9
02-06-2019 07:57:01;10
02-06-2019 07:59:01;9
02-06-2019 08:05:01;11
02-06-2019 08:11:01;12
02-06-2019 08:17:01;13
02-06-2019 08:21:01;14
02-06-2019 08:27:01;15
02-06-2019 08:33:01;16
02-06-2019 08:39:01;17
02-06-2019 08:43:01;18
02-06-2019 08:49:01;19
02-06-2019 08:55:01;20
02-06-2019 08:59:01;21
02-06-2019 09:01:01;22
02-06-2019 09:09:01;23
02-06-2019 09:15:01;24
02-06-2019 09:17:01;25
02-06-2019 09:21:01;26
02-06-2019 09:23:01;25
02-06-2019 09:25:01;27
02-06-2019 09:27:01;26
02-06-2019 09:29:01;28
02-06-2019 09:33:01;29
02-06-2019 09:35:01;28
02-06-2019 09:37:01;30
02-06-2019 09:39:01;29
02-06-2019 09:41:01;31
02-06-2019 09:45:01;32
02-06-2019 10:42:01;42
02-06-2019 10:44:01;41
02-06-2019 10:52:01;42
02-06-2019 11:10:01;43
02-06-2019 11:16:01;42
02-06-2019 11:18:01;43
02-06-2019 11:30:01;0
02-06-2019 14:49:01;33
02-06-2019 14:57:01;34
02-06-2019 15:01:01;35
02-06-2019 15:07:01;37
02-06-2019 15:19:01;38
02-06-2019 15:25:01;39
02-21-2019 04:09:02;82
02-21-2019 04:11:02;85
02-21-2019 04:13:02;88
02-21-2019 04:15:02;91
02-21-2019 04:17:02;95
02-21-2019 04:19:02;99
02-21-2019 04:21:02;100
02-21-2019 08:31:42;36
02-21-2019 08:32:02;39
02-21-2019 08:33:02;22
02-21-2019 08:34:02;23
02-21-2019 08:35:02;25
02-21-2019 08:36:02;27
02-21-2019 08:37:02;28
02-21-2019 08:38:02;30
02-21-2019 08:39:02;32
02-21-2019 08:40:02;33
02-21-2019 08:42:02;37
02-21-2019 08:44:02;40
02-21-2019 08:46:02;43
02-21-2019 08:48:02;46
02-21-2019 08:50:02;50
02-21-2019 08:52:02;53
02-21-2019 08:54:02;56
02-21-2019 08:56:02;60
02-21-2019 08:58:02;63
02-21-2019 09:00:02;66
02-21-2019 09:02:02;70
02-21-2019 09:04:02;74
02-21-2019 09:06:02;76
02-25-2019 10:30:00;33
02-25-2019 10:31:02;36
02-25-2019 10:32:02;23
02-25-2019 10:33:02;24
02-25-2019 10:34:02;26
02-25-2019 10:35:02;27
02-25-2019 10:36:02;29
02-25-2019 10:37:02;30
02-25-2019 10:38:02;32
02-25-2019 10:48:02;17
02-25-2019 10:49:02;18
02-25-2019 10:50:02;20
02-25-2019 10:51:02;21
02-25-2019 10:52:02;23
02-25-2019 10:53:02;24
02-25-2019 10:55:02;26
02-25-2019 10:56:02;28
02-25-2019 10:57:02;29
02-25-2019 10:59:02;32
02-25-2019 11:01:02;35
02-25-2019 11:03:02;37
02-25-2019 11:05:02;40
02-25-2019 11:07:02;43
02-25-2019 11:09:02;46
02-25-2019 11:11:02;49
02-25-2019 11:13:02;52
02-25-2019 11:15:02;54
02-25-2019 11:17:02;57
02-25-2019 11:19:02;60
02-25-2019 11:21:02;63
02-25-2019 11:23:02;66
02-25-2019 11:25:02;69
02-25-2019 11:27:02;71
02-25-2019 11:29:02;74
02-25-2019 11:31:02;77
02-25-2019 11:33:02;80
02-25-2019 11:35:02;83
02-25-2019 11:37:02;86
02-25-2019 11:39:02;88
02-25-2019 11:41:02;91
02-25-2019 11:43:02;94
02-25-2019 11:45:02;97
02-25-2019 11:47:02;100
02-28-2019 10:39:01;100
02-28-2019 10:42:21;79
02-28-2019 10:43:01;85
02-28-2019 10:44:01;91
02-28-2019 10:45:01;97
02-28-2019 10:47:01;100
03-15-2019 12:01:02;1
03-15-2019 12:02:02;3
03-15-2019 12:03:02;7
03-15-2019 12:04:02;6
03-15-2019 12:05:02;4
03-15-2019 12:07:02;3
03-15-2019 12:08:02;2
03-15-2019 12:09:02;1
03-15-2019 12:10:02;0
03-15-2019 13:36:02;2
03-15-2019 13:37:02;5
03-15-2019 13:38:02;4
03-15-2019 13:39:02;2
03-15-2019 13:40:02;1
03-15-2019 13:41:02;0
03-15-2019 14:15:02;1
03-15-2019 14:16:02;3
03-15-2019 14:17:02;2
03-15-2019 14:19:02;0
03-15-2019 14:51:02;1
03-15-2019 14:52:02;2
03-15-2019 14:53:02;5
03-15-2019 14:55:02;6
03-15-2019 14:56:02;7
03-15-2019 14:57:02;8
03-15-2019 14:59:02;10
03-15-2019 15:01:02;11
03-15-2019 15:02:02;13
03-15-2019 15:05:02;12
03-15-2019 15:08:02;11
03-15-2019 15:10:02;12
03-15-2019 15:12:02;14
03-15-2019 15:15:02;13
03-15-2019 15:18:02;16
03-15-2019 15:21:02;18
03-15-2019 15:22:02;20
03-15-2019 15:23:02;22
03-15-2019 15:24:02;24
03-15-2019 15:25:02;27
03-15-2019 15:27:02;30
03-15-2019 15:29:02;31
03-15-2019 15:30:02;33
03-15-2019 15:32:02;35
03-15-2019 15:33:02;37
03-15-2019 15:35:02;39
03-15-2019 15:37:02;40
03-15-2019 15:39:02;42
03-15-2019 15:41:02;43
03-15-2019 15:43:02;44
03-15-2019 15:45:02;47
03-15-2019 15:47:02;51
03-15-2019 15:49:02;53
03-15-2019 15:51:02;52
03-15-2019 15:52:02;55
03-15-2019 15:54:02;58
03-15-2019 15:56:02;59
03-15-2019 16:00:02;58
03-15-2019 16:02:02;57
03-15-2019 16:04:00;56
03-15-2019 16:06:02;55
03-15-2019 16:10:02;53
03-15-2019 16:12:02;52
03-15-2019 16:16:02;50
03-15-2019 16:18:02;48
03-15-2019 16:20:02;47
03-15-2019 16:22:02;46
03-15-2019 16:24:02;45
03-15-2019 16:26:02;44
03-15-2019 16:28:02;42
03-15-2019 16:30:02;41
03-15-2019 16:32:02;39
03-15-2019 16:34:02;38
03-15-2019 16:36:02;37
03-15-2019 16:38:02;35
03-15-2019 16:40:02;34
03-15-2019 16:42:02;32
03-15-2019 16:44:02;31
03-15-2019 16:46:02;30
03-15-2019 16:48:02;28
03-15-2019 16:50:02;27
03-15-2019 16:52:02;25
03-15-2019 16:54:02;24
03-15-2019 16:56:02;22
03-15-2019 16:57:02;0
03-16-2019 06:18:02;1
03-16-2019 06:43:02;2
03-16-2019 07:01:02;3
03-16-2019 07:15:02;4
03-16-2019 07:16:22;5
03-16-2019 07:20:02;6
03-16-2019 07:26:02;7
03-16-2019 07:32:02;8
03-16-2019 07:36:02;9
03-16-2019 07:42:02;10
03-16-2019 07:48:02;11
03-16-2019 07:54:02;12
03-16-2019 07:57:02;13
03-16-2019 07:59:02;14
03-16-2019 08:01:02;15
03-16-2019 08:03:00;14
03-16-2019 08:07:02;16
03-16-2019 08:09:02;15
03-16-2019 08:11:02;17
03-16-2019 08:15:02;18
03-16-2019 08:17:02;19
03-16-2019 08:21:02;20
03-16-2019 08:23:02;21
03-16-2019 08:27:02;22
03-16-2019 08:29:02;23
03-16-2019 08:33:02;24
03-16-2019 08:35:02;25
03-16-2019 08:39:02;26
03-16-2019 08:41:02;27
03-16-2019 08:45:02;28
03-16-2019 08:47:02;29
03-16-2019 08:51:02;30
03-16-2019 08:53:02;31
03-16-2019 08:57:02;32
03-16-2019 08:59:02;33
03-16-2019 09:03:02;34
03-16-2019 09:05:02;35
03-16-2019 09:09:02;36
03-16-2019 09:13:02;37
03-16-2019 09:15:02;38
03-16-2019 09:17:02;39
03-16-2019 09:19:02;40
03-16-2019 09:23:02;41
03-16-2019 09:25:02;42
03-16-2019 09:27:02;43
03-16-2019 09:31:02;44
03-16-2019 09:33:02;45
03-16-2019 09:35:02;46
03-16-2019 09:39:02;47
03-16-2019 09:41:02;48
03-16-2019 09:43:02;49
03-16-2019 09:47:02;50
03-16-2019 09:49:02;52
03-16-2019 09:51:02;53
03-16-2019 09:53:02;54
03-16-2019 09:57:02;56
03-16-2019 09:59:02;57
03-16-2019 10:01:02;58
03-16-2019 10:05:02;59
03-16-2019 10:07:02;60
03-16-2019 10:09:02;61
03-16-2019 10:11:02;62
03-16-2019 10:13:02;63
03-16-2019 10:15:02;64
03-16-2019 10:17:02;65
03-16-2019 10:19:02;66
03-16-2019 10:21:02;67
03-16-2019 10:23:02;68
03-16-2019 10:25:02;69
03-16-2019 10:27:02;70
03-16-2019 10:31:02;73
03-16-2019 10:37:02;76
03-16-2019 10:39:02;75
03-16-2019 10:41:02;76
03-16-2019 10:43:02;79
03-16-2019 10:45:02;80
03-16-2019 10:47:02;81
03-16-2019 10:49:02;82
03-16-2019 10:51:02;83
03-16-2019 10:53:02;84
03-16-2019 10:55:02;85
03-16-2019 10:57:02;86
03-16-2019 10:59:02;88
03-16-2019 11:01:02;89
03-16-2019 11:03:02;90
03-16-2019 11:05:02;91
03-16-2019 11:07:02;92
03-16-2019 11:09:02;93
03-16-2019 11:11:02;94
03-16-2019 11:13:02;95
03-16-2019 11:15:02;98
03-16-2019 11:17:02;100
03-16-2019 19:29:02;0
03-17-2019 04:12:02;2
03-17-2019 04:16:02;3
03-17-2019 04:20:02;4
03-17-2019 04:28:02;3
03-17-2019 04:30:02;5
03-17-2019 04:38:02;6
03-17-2019 04:46:02;7
03-17-2019 04:54:02;8
03-17-2019 05:02:02;9
03-17-2019 05:08:02;10
03-17-2019 05:16:02;11
03-17-2019 05:22:02;12
03-17-2019 05:30:02;13
03-17-2019 05:38:02;14
03-17-2019 05:44:02;15
03-17-2019 05:52:02;16
03-17-2019 05:58:02;17
03-17-2019 06:06:02;19
03-17-2019 06:08:02;18
03-17-2019 06:12:02;20
03-17-2019 06:20:02;22
03-17-2019 06:22:02;21
03-17-2019 06:26:02;22
03-17-2019 06:28:02;23
03-17-2019 06:34:02;24
03-17-2019 06:36:02;25
03-17-2019 06:40:02;26
03-17-2019 06:44:02;27
03-17-2019 06:48:02;28
03-17-2019 06:52:02;29
03-17-2019 06:56:02;30
03-17-2019 07:00:02;31
03-17-2019 07:04:02;32
03-17-2019 07:08:02;33
03-17-2019 07:12:02;34
03-17-2019 07:16:02;35
03-17-2019 07:20:02;36
03-17-2019 07:24:02;37
03-17-2019 07:26:02;38
03-17-2019 07:30:02;39
03-17-2019 07:34:02;40
03-17-2019 07:38:02;41
03-17-2019 07:40:02;42
03-17-2019 07:46:02;44
03-17-2019 07:52:02;45
03-17-2019 07:54:02;46
03-17-2019 07:56:02;47
03-17-2019 07:58:02;48
03-17-2019 08:00:02;49
03-17-2019 08:08:02;51
03-17-2019 08:10:02;52
03-17-2019 08:14:02;53
03-17-2019 08:16:02;54
03-17-2019 08:18:02;55
03-17-2019 08:20:02;56
03-17-2019 08:24:02;57
03-17-2019 08:26:02;58
03-17-2019 08:28:02;59
03-17-2019 08:32:02;60
03-17-2019 08:34:02;61
03-17-2019 08:36:02;62
03-17-2019 08:40:02;63
03-17-2019 08:42:00;64
03-17-2019 08:44:02;65
03-17-2019 08:48:02;66
03-17-2019 08:49:02;1
03-17-2019 08:50:02;67
03-17-2019 08:50:02;2
03-17-2019 08:51:02;1
03-17-2019 08:52:02;68
03-17-2019 08:53:02;2
03-17-2019 08:55:02;1
03-17-2019 08:56:02;69
03-17-2019 08:58:02;70
03-17-2019 09:00:02;71
03-17-2019 09:00:02;2
03-17-2019 09:02:02;1
03-17-2019 09:04:02;72
03-17-2019 09:06:02;73
03-17-2019 09:06:02;2
03-17-2019 09:08:02;74
03-17-2019 09:10:02;3
03-17-2019 09:12:02;75
03-17-2019 09:14:02;76
03-17-2019 09:16:02;77
03-17-2019 09:20:02;78
03-17-2019 09:22:02;79
03-17-2019 09:24:02;80
03-17-2019 09:26:02;81
03-17-2019 09:30:02;82
03-17-2019 09:32:02;83
03-17-2019 09:34:02;84
03-17-2019 09:38:02;85
03-17-2019 09:40:02;86
03-17-2019 09:42:02;87
03-17-2019 09:46:02;88
03-17-2019 09:48:02;89
03-17-2019 09:50:02;90
03-17-2019 09:52:02;91
03-17-2019 09:56:02;92
03-17-2019 09:58:02;93
03-17-2019 10:00:02;94
03-17-2019 10:04:02;95
03-17-2019 10:06:02;96
03-17-2019 10:08:02;97
03-17-2019 10:12:02;98
03-17-2019 10:14:02;99
03-17-2019 10:16:02;100
03-17-2019 15:25:02;0
03-18-2019 06:01:02;1
03-18-2019 06:16:14;0
03-18-2019 06:22:02;1
03-18-2019 06:24:02;0
