Time;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, CO2
10-22-2018 17:51:26;1096.9599609375
10-22-2018 18:16:27;1038.71997070313
10-22-2018 18:41:28;986.880004882813
10-22-2018 19:16:29;934.400024414063
10-22-2018 19:56:30;882.559997558594
10-22-2018 21:01:32;830.719970703125
10-22-2018 22:21:33;778.880004882813
10-22-2018 23:51:36;724.47998046875
10-23-2018 10:46:54;778.880004882813
10-23-2018 11:16:55;832.640014648438
10-23-2018 11:51:56;886.400024414063
10-23-2018 12:31:57;830.719970703125
10-23-2018 13:06:57;884.47998046875
10-23-2018 14:52:00;946.559997558594
10-23-2018 15:02:01;998.400024414063
10-23-2018 15:12:01;1078.40002441406
10-23-2018 15:22:01;1136.64001464844
10-23-2018 15:37:02;1210.88000488281
10-23-2018 15:40:27;1310.71997070313
10-23-2018 15:45:12;1410.56005859375
10-23-2018 16:35:12;1354.23999023438
10-23-2018 16:45:59;1410.56005859375
10-23-2018 17:05:59;1336.31994628906
10-23-2018 17:15:59;1264.64001464844
10-23-2018 17:26:00;1198.71997070313
10-23-2018 17:36:00;1144.9599609375
10-23-2018 17:51:01;1086.71997070313
10-23-2018 18:06:01;1024.64001464844
10-23-2018 18:31:02;966.400024414063
10-23-2018 19:16:03;908.799987792969
10-23-2018 19:46:04;848.640014648438
10-23-2018 20:56:06;796.799987792969
10-23-2018 23:06:10;744.960021972656
10-24-2018 01:31:14;690.559997558594
10-24-2018 11:56:36;752.640014648438
10-24-2018 12:26:37;806.400024414063
10-24-2018 20:31:43;856.960021972656
10-24-2018 21:31:46;908.799987792969
10-24-2018 22:11:47;966.400024414063
10-24-2018 22:51:58;748.799987792969
10-24-2018 23:21:49;912.640014648438
10-24-2018 23:56:51;854.400024414063
10-25-2018 00:46:53;802.559997558594
10-25-2018 00:57:03;696.960021972656
10-25-2018 05:57:12;646.719970703125
10-25-2018 09:07:17;698.880004882813
10-25-2018 11:12:20;750.719970703125
10-25-2018 15:12:27;858.880004882813
10-25-2018 15:57:29;924.799987792969
10-25-2018 17:07:31;976.640014648438
10-25-2018 17:27:23;804.47998046875
10-25-2018 18:27:34;916.47998046875
10-25-2018 19:02:35;864.640014648438
10-25-2018 19:32:36;810.880004882813
10-25-2018 20:12:37;754.559997558594
10-25-2018 21:27:39;700.799987792969
10-26-2018 07:22:48;644.799987792969
10-26-2018 14:02:24;758.400024414063
10-26-2018 14:27:25;810.880004882813
10-26-2018 15:07:26;864.640014648438
10-26-2018 15:42:26;698.880004882813
10-26-2018 15:47:27;932.47998046875
10-26-2018 15:49:45;984.960021972656
10-26-2018 15:56:36;1072.64001464844
10-26-2018 17:41:39;1020.79998779297
10-26-2018 18:21:40;964.47998046875
10-26-2018 18:56:41;912.640014648438
10-26-2018 19:21:42;856.960021972656
10-26-2018 20:26:43;804.47998046875
10-26-2018 22:21:46;750.719970703125
10-27-2018 01:16:51;698.880004882813
10-27-2018 06:01:58;646.719970703125
10-27-2018 11:57:08;588.799987792969
10-29-2018 06:23:28;640.960021972656
10-30-2018 13:29:28;744.960021972656
10-30-2018 15:49:22;692.47998046875
10-30-2018 18:44:39;690.559997558594
10-30-2018 22:54:46;638.719970703125
10-31-2018 03:34:54;690.559997558594
10-31-2018 09:00:24;792.960021972656
10-31-2018 09:00:54;846.719970703125
10-31-2018 09:06:49;898.559997558594
10-31-2018 10:01:51;840.960021972656
10-31-2018 10:16:51;898.559997558594
10-31-2018 10:23:45;998.400024414063
10-31-2018 11:40:35;888.960021972656
10-31-2018 14:15:41;944.640014648438
10-31-2018 15:27:24;1096.9599609375
10-31-2018 15:27:33;1242.88000488281
10-31-2018 15:27:43;1322.23999023438
10-31-2018 15:29:49;1270.40002441406
10-31-2018 15:32:23;1170.56005859375
10-31-2018 15:41:08;1092.47998046875
10-31-2018 15:50:34;1010.55999755859
10-31-2018 16:05:44;888.960021972656
10-31-2018 16:10:35;944.640014648438
10-31-2018 17:25:48;812.799987792969
10-31-2018 18:00:49;754.559997558594
10-31-2018 20:10:54;702.719970703125
10-31-2018 22:00:58;650.880004882813
11-01-2018 04:26:11;598.719970703125
11-01-2018 09:16:21;670.719970703125
11-01-2018 09:20:39;770.559997558594
11-01-2018 09:25:45;870.400024414063
11-01-2018 09:35:45;920.960021972656
11-01-2018 09:50:46;864.640014648438
11-01-2018 10:10:47;810.880004882813
11-01-2018 15:40:59;862.719970703125
11-01-2018 20:26:08;810.880004882813
11-01-2018 21:46:11;754.559997558594
11-01-2018 23:36:15;702.719970703125
11-02-2018 08:01:22;650.880004882813
11-02-2018 12:26:41;598.719970703125
11-02-2018 17:51:52;648.960021972656
11-03-2018 01:27:06;598.719970703125
11-04-2018 20:53:28;648.960021972656
11-06-2018 08:59:29;596.799987792969
11-06-2018 16:24:49;648.960021972656
11-07-2018 07:20:07;598.719970703125
11-07-2018 07:40:17;652.799987792969
11-07-2018 12:05:25;758.400024414063
11-07-2018 12:35:26;810.880004882813
11-07-2018 14:40:29;862.719970703125
11-07-2018 15:25:31;916.47998046875
11-07-2018 15:45:23;704.640014648438
11-07-2018 17:00:34;860.799987792969
11-07-2018 17:35:35;808.960021972656
11-07-2018 18:50:37;756.47998046875
11-07-2018 21:50:42;704.640014648438
11-08-2018 00:20:47;650.880004882813
11-08-2018 11:11:03;704.640014648438
11-08-2018 11:51:03;756.47998046875
11-08-2018 14:16:07;808.960021972656
11-08-2018 14:31:07;746.880004882813
11-08-2018 16:03:31;828.799987792969
11-08-2018 16:13:31;764.799987792969
11-08-2018 17:08:32;828.799987792969
11-08-2018 17:53:33;774.400024414063
11-08-2018 20:13:37;720.640014648438
11-09-2018 08:33:50;668.799987792969
11-09-2018 09:03:59;726.400024414063
11-09-2018 09:05:13;776.960021972656
11-09-2018 10:35:16;834.559997558594
11-09-2018 11:25:17;904.960021972656
11-09-2018 14:05:22;850.559997558594
11-09-2018 15:40:26;940.799987792969
11-09-2018 15:46:35;1040.64001464844
11-09-2018 15:51:26;1140.47998046875
11-09-2018 16:01:23;1080.9599609375
11-09-2018 16:11:23;1016.96002197266
11-09-2018 16:51:24;958.719970703125
11-09-2018 17:41:26;904.960021972656
11-09-2018 18:11:27;832.640014648438
11-09-2018 18:56:28;780.799987792969
11-09-2018 20:26:31;728.960021972656
11-09-2018 23:01:36;676.47998046875
11-10-2018 15:27:08;624.960021972656
11-10-2018 17:47:12;676.47998046875
11-11-2018 08:52:39;624.960021972656
11-12-2018 07:58:26;688.640014648438
11-12-2018 08:11:45;786.559997558594
11-12-2018 08:21:45;842.880004882813
11-12-2018 09:01:46;898.559997558594
11-12-2018 11:03:22;1022.71997070313
11-12-2018 14:28:28;1078.40002441406
11-12-2018 14:43:29;1162.88000488281
11-12-2018 14:46:26;1262.71997070313
11-12-2018 14:46:48;958.719970703125
11-12-2018 14:47:40;1314.56005859375
11-12-2018 14:50:44;1414.40002441406
11-12-2018 14:58:35;1500.16003417969
11-12-2018 15:00:47;1556.47998046875
11-12-2018 15:02:21;1656.31994628906
11-12-2018 15:06:11;1758.71997070313
11-12-2018 15:08:36;1858.56005859375
11-12-2018 15:15:48;1044.47998046875
11-12-2018 15:30:48;1104.64001464844
11-12-2018 15:31:10;1798.40002441406
11-12-2018 15:59:21;1722.88000488281
11-12-2018 16:04:39;1621.76000976563
11-12-2018 16:07:49;1521.92004394531
11-12-2018 16:12:56;1422.07995605469
11-12-2018 16:22:31;1326.07995605469
11-12-2018 16:32:31;1256.9599609375
11-12-2018 16:42:32;1206.40002441406
11-12-2018 16:57:32;1134.71997070313
11-12-2018 17:07:01;1066.88000488281
11-12-2018 17:17:01;1014.40002441406
11-12-2018 17:37:02;958.719970703125
11-12-2018 18:02:02;900.47998046875
11-12-2018 18:27:03;844.799987792969
11-12-2018 19:02:04;784.640014648438
11-13-2018 07:27:18;728.960021972656
11-13-2018 08:37:20;674.559997558594
11-13-2018 10:17:32;754.559997558594
11-13-2018 10:27:32;844.799987792969
11-13-2018 10:37:33;910.719970703125
11-13-2018 10:47:33;970.880004882813
11-13-2018 10:57:33;1036.80004882813
11-13-2018 11:07:34;1098.88000488281
11-13-2018 11:21:11;1036.80004882813
11-13-2018 11:31:11;942.719970703125
11-13-2018 11:41:11;876.799987792969
11-13-2018 12:31:13;824.960021972656
11-13-2018 16:11:19;888.960021972656
11-13-2018 17:36:21;830.719970703125
11-13-2018 18:21:23;772.47998046875
11-13-2018 19:16:25;718.719970703125
11-13-2018 21:41:28;664.960021972656
11-14-2018 07:31:37;612.799987792969
11-14-2018 11:21:53;722.559997558594
11-14-2018 11:51:54;796.799987792969
11-14-2018 12:01:54;736.640014648438
11-14-2018 12:21:55;790.400024414063
11-14-2018 12:31:20;722.559997558594
11-14-2018 12:51:21;664.960021972656
11-14-2018 13:05:46;750.719970703125
11-14-2018 14:56:50;666.880004882813
11-14-2018 15:10:50;804.47998046875
11-14-2018 15:20:50;866.559997558594
11-14-2018 15:55:51;926.719970703125
11-14-2018 16:23:39;868.47998046875
11-14-2018 16:33:38;798.719970703125
11-14-2018 16:39:36;898.559997558594
11-14-2018 16:45:06;998.400024414063
11-14-2018 17:08:40;928.640014648438
11-14-2018 17:43:41;876.799987792969
11-14-2018 18:03:42;818.559997558594
11-14-2018 18:33:43;760.960021972656
11-14-2018 19:53:45;702.719970703125
11-14-2018 23:28:52;650.880004882813
11-15-2018 11:02:13;1062.40002441406
11-15-2018 11:02:28;1114.88000488281
11-15-2018 11:04:53;1062.40002441406
11-15-2018 11:06:57;962.559997558594
11-15-2018 11:13:34;866.559997558594
11-15-2018 11:25:27;962.559997558594
11-15-2018 11:50:27;904.960021972656
11-15-2018 13:05:29;960.640014648438
11-15-2018 13:20:30;1030.40002441406
11-15-2018 13:40:31;1120.64001464844
11-15-2018 13:55:31;1174.40002441406
11-15-2018 14:40:33;1122.56005859375
11-15-2018 15:30:45;740.47998046875
11-15-2018 15:35:03;840.960021972656
11-15-2018 15:36:03;892.799987792969
11-15-2018 15:40:35;1070.71997070313
11-15-2018 15:42:33;952.960021972656
11-15-2018 17:05:38;982.400024414063
11-15-2018 17:45:39;930.559997558594
11-15-2018 18:05:40;876.799987792969
11-15-2018 18:40:41;820.47998046875
11-15-2018 20:20:44;768.640014648438
11-15-2018 23:10:50;716.799987792969
11-16-2018 01:30:55;662.400024414063
11-16-2018 09:16:10;712.960021972656
11-16-2018 11:51:15;818.559997558594
11-16-2018 12:09:28;1034.88000488281
11-16-2018 12:15:36;956.799987792969
11-16-2018 12:40:37;898.559997558594
11-16-2018 12:55:38;832.640014648438
11-16-2018 13:10:38;780.799987792969
11-16-2018 14:10:40;836.47998046875
11-16-2018 14:25:40;892.799987792969
11-16-2018 14:55:41;816.640014648438
11-16-2018 15:21:12;764.799987792969
11-16-2018 17:25:23;878.719970703125
11-16-2018 17:35:23;936.960021972656
11-16-2018 18:10:24;886.400024414063
11-16-2018 18:55:25;834.559997558594
11-16-2018 19:10:25;774.400024414063
11-16-2018 20:10:27;722.559997558594
11-16-2018 23:00:32;668.799987792969
11-17-2018 07:45:47;616.960021972656
11-18-2018 03:51:15;566.719970703125
11-18-2018 18:16:34;618.880004882813
11-19-2018 07:21:45;564.799987792969
11-19-2018 09:11:55;616.960021972656
11-19-2018 13:22:00;670.719970703125
11-20-2018 15:02:40;722.559997558594
11-20-2018 15:17:40;774.400024414063
11-20-2018 15:35:12;832.640014648438
11-20-2018 15:40:30;934.400024414063
11-20-2018 15:50:17;864.640014648438
11-20-2018 16:45:19;808.960021972656
11-20-2018 17:30:20;742.400024414063
11-20-2018 18:25:22;684.799987792969
11-20-2018 22:20:27;632.960021972656
11-21-2018 09:00:44;684.799987792969
11-21-2018 14:35:53;632.960021972656
11-23-2018 15:07:14;580.799987792969
11-23-2018 21:07:25;632.960021972656
11-25-2018 09:03:23;582.719970703125
11-26-2018 00:28:49;632.960021972656
11-27-2018 05:34:40;582.719970703125
11-27-2018 12:21:14;730.880004882813
11-27-2018 12:33:45;818.559997558594
11-27-2018 12:41:35;876.799987792969
11-27-2018 12:56:35;822.400024414063
11-27-2018 13:26:36;764.799987792969
11-27-2018 15:16:40;698.880004882813
11-27-2018 15:19:50;632.960021972656
11-27-2018 16:26:42;640.960021972656
11-27-2018 17:06:44;692.47998046875
11-27-2018 18:21:47;640.960021972656
11-27-2018 22:36:55;590.719970703125
11-27-2018 23:31:56;646.719970703125
11-28-2018 08:12:02;594.880004882813
11-28-2018 10:37:15;646.719970703125
11-28-2018 12:37:18;698.880004882813
11-28-2018 15:37:24;644.799987792969
11-28-2018 21:07:33;590.719970703125
11-29-2018 07:59:27;690.559997558594
11-29-2018 08:00:40;742.400024414063
11-29-2018 08:02:02;792.960021972656
11-29-2018 08:07:05;892.799987792969
11-29-2018 08:27:05;824.960021972656
11-29-2018 08:37:38;924.799987792969
11-29-2018 08:41:34;1030.40002441406
11-29-2018 08:42:04;1080.9599609375
11-29-2018 08:43:01;1132.80004882813
11-29-2018 08:43:22;1186.56005859375
11-29-2018 08:44:12;1244.80004882813
11-29-2018 08:44:29;1302.40002441406
11-29-2018 08:48:19;1202.56005859375
11-29-2018 08:52:34;1260.80004882813
11-29-2018 08:55:09;1314.56005859375
11-29-2018 08:59:30;1411.83996582031
11-29-2018 08:59:40;1518.07995605469
11-29-2018 08:59:50;1630.71997070313
11-29-2018 09:00:00;1736.9599609375
11-29-2018 09:00:10;1792
11-29-2018 09:01:52;1692.16003417969
11-29-2018 09:02:07;1640.9599609375
11-29-2018 09:02:25;1585.92004394531
11-29-2018 09:02:43;1534.71997070313
11-29-2018 09:03:38;1434.88000488281
11-29-2018 09:04:08;1379.83996582031
11-29-2018 09:04:39;1326.07995605469
11-29-2018 09:05:11;1274.88000488281
11-29-2018 09:06:40;1174.40002441406
11-29-2018 09:10:38;1074.56005859375
11-29-2018 09:17:39;974.719970703125
11-29-2018 10:04:55;974.719970703125
11-29-2018 10:10:28;874.880004882813
11-29-2018 10:19:30;780.799987792969
11-29-2018 10:44:31;724.47998046875
11-29-2018 14:32:39;916.47998046875
11-29-2018 14:39:22;968.960021972656
11-29-2018 14:43:22;1020.79998779297
11-29-2018 14:43:34;1082.88000488281
11-29-2018 14:43:43;1136.64001464844
11-29-2018 14:43:58;1192.9599609375
11-29-2018 14:47:19;1142.40002441406
11-29-2018 14:54:38;776.960021972656
11-29-2018 14:58:55;1074.56005859375
11-29-2018 15:59:40;850.559997558594
11-29-2018 17:59:43;794.880004882813
11-29-2018 19:14:45;742.400024414063
11-29-2018 19:54:47;690.559997558594
11-30-2018 07:24:57;638.719970703125
11-30-2018 11:34:52;732.799987792969
11-30-2018 11:43:49;800.640014648438
11-30-2018 11:58:34;890.880004882813
11-30-2018 12:08:33;960.640014648438
11-30-2018 12:21:59;1014.40002441406
11-30-2018 12:24:34;1064.9599609375
11-30-2018 12:26:35;1164.80004882813
11-30-2018 12:32:47;1064.9599609375
11-30-2018 12:36:22;1014.40002441406
11-30-2018 13:01:23;1058.56005859375
11-30-2018 13:04:30;1162.88000488281
11-30-2018 13:12:19;1062.40002441406
11-30-2018 13:32:19;998.400024414063
11-30-2018 13:47:20;936.960021972656
11-30-2018 13:57:20;886.400024414063
11-30-2018 14:07:20;826.880004882813
11-30-2018 14:22:21;772.47998046875
11-30-2018 14:47:21;710.400024414063
11-30-2018 15:17:22;770.559997558594
11-30-2018 15:42:23;714.880004882813
11-30-2018 16:02:23;658.559997558594
11-30-2018 16:12:24;734.719970703125
11-30-2018 16:22:24;786.559997558594
11-30-2018 16:57:25;732.799987792969
11-30-2018 17:42:26;990.719970703125
11-30-2018 19:52:30;678.400024414063
11-30-2018 22:27:33;626.880004882813
12-01-2018 08:57:47;572.799987792969
12-03-2018 11:43:46;628.799987792969
12-03-2018 12:52:23;706.559997558594
12-03-2018 14:22:25;766.719970703125
12-03-2018 15:27:26;712.960021972656
12-03-2018 15:45:35;734.719970703125
12-03-2018 16:10:35;670.719970703125
12-03-2018 18:05:38;618.880004882813
12-03-2018 20:35:04;680.960021972656
12-04-2018 01:35:49;562.880004882813
12-04-2018 11:15:59;620.799987792969
12-04-2018 11:29:16;714.880004882813
12-04-2018 11:39:16;780.799987792969
12-04-2018 11:48:49;866.559997558594
12-04-2018 11:58:49;924.799987792969
12-04-2018 12:06:05;1006.71997070313
12-04-2018 12:16:02;1070.71997070313
12-04-2018 12:31:02;1122.56005859375
12-04-2018 13:01:03;1040.64001464844
12-04-2018 13:10:00;948.47998046875
12-04-2018 13:43:35;1028.47998046875
12-04-2018 14:08:35;970.880004882813
12-04-2018 14:28:35;912.640014648438
12-04-2018 14:53:36;856.960021972656
12-04-2018 15:13:36;794.880004882813
12-04-2018 19:07:33;742.400024414063
12-04-2018 20:17:34;690.559997558594
12-05-2018 01:02:40;636.799987792969
12-05-2018 09:32:53;688.640014648438
12-05-2018 11:12:56;932.47998046875
12-05-2018 11:37:56;996.47998046875
12-05-2018 13:47:59;944.640014648438
12-05-2018 14:23:00;892.799987792969
12-05-2018 14:57:54;752.640014648438
12-05-2018 15:17:54;814.719970703125
12-05-2018 15:18:01;838.400024414063
12-05-2018 15:32:55;874.880004882813
12-05-2018 19:03:06;896.640014648438
12-05-2018 19:18:07;844.799987792969
12-05-2018 19:48:07;790.400024414063
12-05-2018 20:58:09;730.880004882813
12-05-2018 23:48:13;674.559997558594
12-06-2018 07:53:17;622.719970703125
12-06-2018 09:10:43;714.880004882813
12-06-2018 09:17:56;800.640014648438
12-06-2018 10:44:48;1315.83996582031
12-06-2018 10:53:56;1250.56005859375
12-06-2018 11:03:56;1198.71997070313
12-06-2018 11:28:57;1142.40002441406
12-06-2018 11:43:16;1220.47998046875
12-06-2018 12:03:03;1286.40002441406
12-06-2018 12:05:59;1386.23999023438
12-06-2018 12:13:25;1446.40002441406
12-06-2018 12:17:31;1358.07995605469
12-06-2018 12:20:04;1296.64001464844
12-06-2018 12:28:30;1196.80004882813
12-06-2018 12:36:07;1100.80004882813
12-06-2018 12:51:08;1046.40002441406
12-06-2018 13:46:09;992.640014648438
12-06-2018 14:46:04;868.47998046875
12-06-2018 14:51:46;926.719970703125
12-06-2018 14:54:30;1026.56005859375
12-06-2018 14:56:01;1078.40002441406
12-06-2018 14:56:58;1128.9599609375
12-06-2018 14:58:44;1232.64001464844
12-06-2018 14:59:14;1284.47998046875
12-06-2018 15:06:13;1232.64001464844
12-06-2018 15:12:37;1284.47998046875
12-06-2018 15:17:50;1384.9599609375
12-06-2018 17:01:14;940.799987792969
12-06-2018 17:31:15;884.47998046875
12-06-2018 18:01:16;830.719970703125
12-06-2018 18:36:17;778.880004882813
12-06-2018 19:31:18;726.400024414063
12-06-2018 21:26:21;670.719970703125
12-07-2018 00:46:27;616.960021972656
12-07-2018 12:16:44;670.719970703125
12-07-2018 16:36:51;730.880004882813
12-07-2018 17:34:32;812.799987792969
12-07-2018 17:36:51;912.640014648438
12-07-2018 17:46:16;1012.47998046875
12-07-2018 18:31:16;958.719970703125
12-07-2018 18:56:17;904.960021972656
12-07-2018 19:56:19;848.640014648438
12-07-2018 20:26:19;794.880004882813
12-07-2018 22:31:22;738.559997558594
12-08-2018 00:01:24;686.719970703125
12-08-2018 01:46:27;632.960021972656
12-08-2018 11:21:40;582.719970703125
12-09-2018 00:21:58;632.960021972656
12-09-2018 14:32:16;582.719970703125
12-09-2018 22:12:26;636.799987792969
12-10-2018 11:57:40;688.640014648438
