Time;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Humidity
08-27-2018 23:44:19;61.8400001525879
08-28-2018 01:59:25;62.3600006103516
08-28-2018 03:44:30;63
08-28-2018 06:59:39;63.6399993896484
08-28-2018 07:44:41;62.8800010681152
08-28-2018 07:59:42;63.560001373291
08-28-2018 08:29:43;65.120002746582
08-28-2018 08:31:19;63.1199989318848
08-28-2018 08:31:55;65.120002746582
08-28-2018 08:35:38;63.0800018310547
08-28-2018 08:36:13;65.120002746582
08-28-2018 08:36:25;63.1199989318848
08-28-2018 08:36:37;65.1600036621094
08-28-2018 08:37:42;63.1599998474121
08-28-2018 08:37:54;65.1999969482422
08-28-2018 08:39:51;63.2000007629395
08-28-2018 08:40:27;65.1999969482422
08-28-2018 08:41:48;63.2000007629395
08-28-2018 08:42:06;65.2399978637695
08-28-2018 08:46:07;63.2400016784668
08-28-2018 08:47:30;65.2799987792969
08-28-2018 08:48:37;63.2400016784668
08-28-2018 08:48:46;65.5199966430664
08-28-2018 08:49:34;63.5200004577637
08-28-2018 08:51:11;65.5999984741211
08-28-2018 08:51:22;63.560001373291
08-28-2018 08:51:40;65.5999984741211
08-28-2018 08:52:09;63.560001373291
08-28-2018 08:52:19;65.5599975585938
08-28-2018 08:52:34;63.560001373291
08-28-2018 08:53:22;65.5999984741211
08-28-2018 08:53:36;63.5999984741211
08-28-2018 08:54:12;65.6399993896484
08-28-2018 08:54:25;63.5999984741211
08-28-2018 08:54:52;65.6800003051758
08-28-2018 08:55:14;63.6399993896484
08-28-2018 08:56:15;65.6399993896484
08-28-2018 08:56:47;63.6399993896484
08-28-2018 08:56:57;65.9599990844727
08-28-2018 08:57:13;63.9199981689453
08-28-2018 08:58:53;65.9599990844727
08-28-2018 08:59:14;63.9599990844727
08-28-2018 08:59:24;66
08-28-2018 08:59:41;64
08-28-2018 09:00:08;66.0800018310547
08-28-2018 09:00:26;64.0400009155273
08-28-2018 09:00:48;66.0800018310547
08-28-2018 09:02:43;64.0800018310547
08-28-2018 09:04:43;66.1600036621094
08-28-2018 09:05:10;64.1600036621094
08-28-2018 09:05:23;66.2399978637695
08-28-2018 09:06:25;64.2399978637695
08-28-2018 09:06:47;66.2799987792969
08-28-2018 09:08:11;64.2399978637695
08-28-2018 09:08:46;66.2799987792969
08-28-2018 09:08:55;63.9599990844727
08-28-2018 09:09:14;66.0400009155273
08-28-2018 09:10:23;64
08-28-2018 09:11:20;66.120002746582
08-28-2018 09:12:04;68.1600036621094
08-28-2018 09:12:13;72.7200012207031
08-28-2018 09:12:24;70.0400009155273
08-28-2018 09:12:34;65.9199981689453
08-28-2018 09:12:43;68.0800018310547
08-28-2018 09:13:16;66.0800018310547
08-28-2018 09:14:26;68.120002746582
08-28-2018 09:15:35;70.120002746582
08-28-2018 09:15:45;73.0400009155273
08-28-2018 09:15:56;71.0400009155273
08-28-2018 09:16:06;67.9199981689453
08-28-2018 09:16:33;70
08-28-2018 09:16:48;67.9599990844727
08-28-2018 09:17:10;65.9199981689453
08-28-2018 09:17:20;68.9199981689453
08-28-2018 09:17:40;70.9199981689453
08-28-2018 09:18:09;68.9199981689453
08-28-2018 09:18:37;66.8399963378906
08-28-2018 09:18:49;69
08-28-2018 09:18:59;72.4400024414063
08-28-2018 09:19:17;70.4000015258789
08-28-2018 09:19:27;68.1600036621094
08-28-2018 09:20:35;70.1600036621094
08-28-2018 09:20:46;68.1600036621094
08-28-2018 09:20:56;71.1600036621094
08-28-2018 09:21:46;73.1600036621094
08-28-2018 09:23:09;71.1600036621094
08-28-2018 09:23:20;69.0400009155273
08-28-2018 09:23:33;71.0800018310547
08-28-2018 09:23:45;73.0800018310547
08-28-2018 09:23:54;70.5999984741211
08-28-2018 09:24:30;68.5999984741211
08-28-2018 09:25:13;70.5999984741211
08-28-2018 09:26:11;68.5599975585938
08-28-2018 09:26:20;71.3600006103516
08-28-2018 09:27:29;69.2799987792969
08-28-2018 09:27:38;66.5999984741211
08-28-2018 09:27:56;68.7200012207031
08-28-2018 09:28:09;70.7200012207031
08-28-2018 09:28:40;68.5999984741211
08-28-2018 09:29:06;70.6399993896484
08-28-2018 09:29:16;72.6800003051758
08-28-2018 09:30:03;70.5199966430664
08-28-2018 09:30:33;68.3600006103516
08-28-2018 09:30:59;70.4000015258789
08-28-2018 09:31:29;68.2799987792969
08-28-2018 09:31:41;70.4000015258789
08-28-2018 09:32:06;72.4000015258789
08-28-2018 09:33:00;70.3199996948242
08-28-2018 09:34:03;68.2799987792969
08-28-2018 09:34:13;65.6399993896484
08-28-2018 09:34:23;72.4400024414063
08-28-2018 09:36:07;70.4000015258789
08-28-2018 09:36:45;72.4000015258789
08-28-2018 09:43:13;70.2399978637695
08-28-2018 09:43:27;72.2799987792969
08-28-2018 09:46:22;70.1999969482422
08-28-2018 09:46:53;68.0400009155273
08-28-2018 09:47:30;70.0800018310547
08-28-2018 09:47:39;72.1600036621094
08-28-2018 09:48:33;70.1600036621094
08-28-2018 09:48:42;67.7200012207031
08-28-2018 09:49:22;69.7200012207031
08-28-2018 09:50:09;67.6399993896484
08-28-2018 09:50:22;69.7200012207031
08-28-2018 09:51:23;67.6800003051758
08-28-2018 09:51:35;69.7200012207031
08-28-2018 09:51:48;67.6399993896484
08-28-2018 09:51:57;70.0800018310547
08-28-2018 09:52:17;68
08-28-2018 09:52:28;65.9599990844727
08-28-2018 09:52:45;68
08-28-2018 09:52:55;71.1999969482422
08-28-2018 09:53:14;69.0400009155273
08-28-2018 09:53:24;65.1999969482422
08-28-2018 09:53:34;71.3199996948242
08-28-2018 09:53:43;67.6399993896484
08-28-2018 09:53:56;69.7600021362305
08-28-2018 09:54:09;71.7600021362305
08-28-2018 09:54:31;69.6399993896484
08-28-2018 09:54:46;67.6399993896484
08-28-2018 09:55:05;69.6800003051758
08-28-2018 09:55:29;67.5199966430664
08-28-2018 09:55:45;65.4800033569336
08-28-2018 09:55:56;67.5199966430664
08-28-2018 09:56:06;71.3199996948242
08-28-2018 09:56:46;69.3199996948242
08-28-2018 09:56:59;67.1999969482422
08-28-2018 09:57:13;69.4400024414063
08-28-2018 09:57:23;72.120002746582
08-28-2018 09:57:46;70.120002746582
08-28-2018 09:57:56;72.1600036621094
08-28-2018 09:58:22;70.0800018310547
08-28-2018 09:58:41;72.0800018310547
08-28-2018 09:59:44;70.0800018310547
08-28-2018 10:00:02;72.0800018310547
08-28-2018 10:02:26;74.0800018310547
08-28-2018 10:06:59;76.120002746582
08-28-2018 10:09:15;74.0800018310547
08-28-2018 10:09:30;76.0800018310547
08-28-2018 10:11:53;73.8000030517578
08-28-2018 10:12:38;71.3600006103516
08-28-2018 10:12:48;73.5999984741211
08-28-2018 10:13:50;71.4800033569336
08-28-2018 10:13:59;74.7200012207031
08-28-2018 10:14:38;76.7600021362305
08-28-2018 10:15:44;74.7600021362305
08-28-2018 10:17:16;72.6399993896484
08-28-2018 10:17:26;75.1600036621094
08-28-2018 10:19:51;73
08-28-2018 10:21:04;75.0400009155273
08-28-2018 10:24:14;73
08-28-2018 10:24:33;75.0400009155273
08-28-2018 10:26:36;73
08-28-2018 10:27:03;75.0400009155273
08-28-2018 10:27:18;72.879997253418
08-28-2018 10:27:29;74.879997253418
08-28-2018 10:30:54;72.6800003051758
08-28-2018 10:31:03;75
08-28-2018 10:38:05;72.8000030517578
08-28-2018 10:38:16;74.8000030517578
08-28-2018 10:46:48;72.8000030517578
08-28-2018 10:47:05;74.8000030517578
08-28-2018 10:48:46;76.8399963378906
08-28-2018 10:51:29;74.8000030517578
08-28-2018 10:52:36;76.8399963378906
08-28-2018 10:52:48;74.8399963378906
08-28-2018 10:59:18;72.7600021362305
08-28-2018 11:08:56;70.7600021362305
