Time;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Occupancy
02-05-2019 13:03:08;-1
02-05-2019 13:08:15;0
02-05-2019 13:48:10;-1
02-05-2019 13:54:05;0
02-05-2019 14:32:03;-1
02-05-2019 14:37:45;0
02-05-2019 15:45:18;-1
02-05-2019 15:51:52;0
02-05-2019 20:29:06;-1
02-05-2019 20:37:24;0
02-06-2019 10:35:05;-1
02-06-2019 11:10:30;0
02-06-2019 12:32:22;-1
02-06-2019 12:50:49;0
02-06-2019 22:41:08;-1
02-06-2019 22:46:34;0
02-21-2019 14:23:59;-1
02-21-2019 14:30:07;0
02-21-2019 14:42:25;-1
02-21-2019 14:47:31;0
02-21-2019 14:56:00;-1
02-21-2019 15:01:57;0
02-21-2019 15:02:09;-1
02-21-2019 15:31:27;0
02-21-2019 15:46:07;-1
02-21-2019 15:51:08;0
02-21-2019 22:41:25;-1
02-21-2019 22:46:26;0
02-22-2019 11:16:37;-1
02-22-2019 11:21:53;0
02-22-2019 11:29:58;-1
02-22-2019 11:35:17;0
02-22-2019 11:50:06;-1
02-22-2019 12:00:18;0
02-22-2019 12:05:55;-1
02-22-2019 12:11:17;0
02-22-2019 13:32:22;-1
02-22-2019 13:37:30;0
02-22-2019 13:59:44;-1
02-22-2019 14:05:03;0
02-22-2019 14:47:45;-1
02-22-2019 14:58:39;0
02-22-2019 15:20:42;-1
02-22-2019 15:24:06;0
02-22-2019 15:41:36;-1
02-22-2019 15:48:34;0
02-22-2019 15:54:56;-1
02-22-2019 16:02:44;0
02-23-2019 07:12:14;-1
02-23-2019 07:24:23;0
02-25-2019 07:53:32;-1
02-25-2019 07:58:39;0
02-26-2019 17:16:38;-1
02-26-2019 17:28:47;0
02-28-2019 23:54:46;-1
03-01-2019 00:00:10;0
03-01-2019 06:39:44;-1
03-01-2019 06:48:49;0
03-01-2019 16:50:41;-1
03-01-2019 16:59:40;0
03-01-2019 17:00:17;-1
03-01-2019 17:18:49;0
03-01-2019 20:23:17;-1
03-01-2019 20:28:31;0
03-01-2019 21:13:18;-1
03-01-2019 21:18:36;0
03-02-2019 00:04:37;-1
03-02-2019 00:09:53;0
03-02-2019 12:50:21;-1
03-02-2019 12:56:10;0
03-03-2019 13:01:00;-1
03-03-2019 13:06:08;0
03-03-2019 18:21:09;-1
03-03-2019 18:26:32;0
03-04-2019 14:21:12;-1
03-04-2019 14:29:53;0
03-04-2019 15:56:15;-1
03-04-2019 16:03:08;0
03-04-2019 16:13:41;-1
03-04-2019 16:18:43;0
03-14-2019 21:36:46;-1
03-14-2019 21:44:58;0
03-15-2019 07:21:42;-1
03-15-2019 07:28:38;0
03-15-2019 08:31:05;-1
03-15-2019 08:37:46;0
03-15-2019 09:42:13;-1
03-15-2019 10:07:35;0
03-15-2019 10:23:03;-1
03-15-2019 10:28:48;0
03-15-2019 10:33:49;-1
03-15-2019 10:38:50;0
03-15-2019 10:41:21;-1
03-15-2019 10:50:29;0
03-15-2019 11:11:07;-1
03-15-2019 13:07:11;0
03-15-2019 13:31:11;-1
03-15-2019 13:40:03;0
03-15-2019 14:15:28;-1
03-15-2019 14:20:29;0
03-15-2019 14:51:49;-1
03-15-2019 14:56:56;0
03-15-2019 15:22:48;-1
03-15-2019 15:33:45;0
03-15-2019 15:49:32;-1
03-15-2019 15:55:00;0
03-15-2019 15:59:42;-1
03-15-2019 16:28:31;0
03-15-2019 16:31:02;-1
03-15-2019 16:41:52;0
03-15-2019 16:49:29;-1
03-15-2019 16:55:46;0
03-15-2019 17:38:17;0
03-15-2019 18:00:30;-1
03-15-2019 22:35:41;-1
03-15-2019 22:41:28;0
03-16-2019 14:36:34;-1
03-16-2019 14:41:43;0
03-18-2019 06:39:12;-1
03-18-2019 09:44:37;0
03-18-2019 09:52:55;-1
03-18-2019 10:30:47;0
03-19-2019 08:42:19;-1
03-19-2019 08:51:00;0
03-19-2019 08:51:28;-1
03-19-2019 09:03:43;0
03-19-2019 09:14:41;-1
03-19-2019 09:24:02;0
03-19-2019 09:44:07;-1
03-19-2019 09:55:34;0
03-19-2019 22:47:29;-1
03-19-2019 22:52:33;0
03-20-2019 11:00:34;-1
03-20-2019 11:05:52;0
03-20-2019 11:50:02;-1
03-20-2019 11:55:16;0
03-20-2019 14:59:38;-1
03-20-2019 15:04:47;0
03-20-2019 15:05:49;0
