Time;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Occupancy
10-23-2018 16:52:16;0
10-23-2018 17:12:39;-1
10-23-2018 17:18:48;0
10-23-2018 17:44:06;-1
10-23-2018 17:49:22;0
10-23-2018 18:45:23;-1
10-23-2018 18:55:12;0
10-24-2018 19:49:06;-1
10-24-2018 19:54:14;0
10-24-2018 19:57:52;-1
10-24-2018 20:03:11;0
10-24-2018 20:13:25;-1
10-24-2018 20:18:40;0
10-24-2018 21:58:25;-1
10-24-2018 22:03:48;0
10-24-2018 22:04:47;-1
10-24-2018 22:11:48;0
10-25-2018 01:11:24;-1
10-25-2018 01:17:28;0
10-25-2018 08:36:29;-1
10-25-2018 08:41:40;0
10-25-2018 09:58:25;-1
10-25-2018 10:03:31;0
10-25-2018 22:58:22;-1
10-25-2018 23:08:01;0
10-26-2018 15:42:26;-1
10-26-2018 15:44:22;-1
10-26-2018 15:47:29;0
10-26-2018 15:56:58;0
10-26-2018 17:13:13;-1
10-26-2018 17:18:32;0
10-29-2018 21:53:31;-1
10-29-2018 22:00:46;0
10-31-2018 08:59:25;-1
10-31-2018 09:08:34;0
10-31-2018 10:05:59;-1
10-31-2018 15:42:18;0
10-31-2018 22:27:16;-1
10-31-2018 22:34:40;0
11-01-2018 09:14:52;-1
11-01-2018 09:36:46;0
11-05-2018 15:31:20;-1
11-05-2018 15:36:36;0
11-06-2018 14:34:33;-1
11-06-2018 14:39:57;0
11-07-2018 07:21:20;-1
11-07-2018 07:27:53;0
11-07-2018 08:20:29;-1
11-07-2018 08:25:54;0
11-07-2018 21:14:11;-1
11-07-2018 21:19:51;0
11-08-2018 15:57:45;-1
11-08-2018 16:04:12;0
11-08-2018 21:26:03;-1
11-08-2018 21:31:37;0
11-09-2018 09:01:03;-1
11-09-2018 09:09:46;0
11-09-2018 10:26:29;-1
11-09-2018 10:34:49;0
11-09-2018 11:18:51;-1
11-09-2018 11:26:18;0
11-09-2018 15:33:11;-1
11-09-2018 15:57:17;0
11-09-2018 20:53:43;-1
11-09-2018 20:58:46;0
11-12-2018 07:40:34;-1
11-12-2018 07:45:35;0
11-12-2018 07:52:06;-1
11-12-2018 07:57:33;0
11-12-2018 08:00:14;-1
11-12-2018 08:14:21;0
11-12-2018 08:35:49;-1
11-12-2018 08:41:02;0
11-12-2018 08:53:03;-1
11-12-2018 08:59:51;0
11-12-2018 10:52:50;0
11-12-2018 10:59:30;-1
11-12-2018 11:12:07;0
11-12-2018 12:27:04;-1
11-12-2018 12:32:10;0
11-12-2018 13:45:20;-1
11-12-2018 13:52:32;0
11-12-2018 14:41:10;-1
11-12-2018 14:42:16;-1
11-12-2018 14:48:34;0
11-12-2018 15:05:29;-1
11-12-2018 15:18:56;0
11-12-2018 15:20:09;-1
11-12-2018 15:26:15;0
11-12-2018 15:27:14;-1
11-12-2018 15:34:56;0
11-12-2018 15:45:19;-1
11-12-2018 15:53:01;0
11-12-2018 23:14:24;-1
11-12-2018 23:26:49;0
11-13-2018 01:09:07;-1
11-13-2018 01:14:16;0
11-13-2018 11:19:29;0
11-13-2018 12:39:48;-1
11-13-2018 12:50:06;0
11-13-2018 13:23:16;-1
11-13-2018 13:29:07;0
11-13-2018 15:06:09;-1
11-13-2018 15:21:46;-1
11-13-2018 15:27:19;0
11-13-2018 15:37:48;-1
11-13-2018 15:43:02;0
11-13-2018 20:14:36;-1
11-13-2018 20:26:41;0
11-13-2018 20:48:49;-1
11-13-2018 20:54:38;0
11-13-2018 20:55:02;-1
11-13-2018 21:00:05;0
11-13-2018 23:51:49;-1
11-13-2018 23:57:24;0
11-14-2018 01:55:03;-1
11-14-2018 07:00:05;0
11-14-2018 07:02:28;-1
11-14-2018 07:08:54;0
11-14-2018 08:32:06;-1
11-14-2018 08:37:09;0
11-14-2018 08:39:10;-1
11-14-2018 08:44:11;0
11-14-2018 08:50:39;-1
11-14-2018 09:11:39;0
11-14-2018 10:59:44;-1
11-14-2018 11:04:45;0
11-14-2018 11:12:00;-1
11-14-2018 12:32:09;0
11-14-2018 14:49:54;-1
11-14-2018 14:54:54;0
11-14-2018 15:17:09;-1
11-14-2018 15:22:23;0
11-14-2018 15:23:26;-1
11-14-2018 15:28:33;0
11-14-2018 16:00:45;-1
11-14-2018 16:08:22;0
11-14-2018 16:34:05;-1
11-14-2018 16:48:40;0
11-15-2018 11:28:36;0
11-15-2018 11:57:37;-1
11-15-2018 12:02:44;0
11-15-2018 13:36:07;-1
11-15-2018 13:41:34;0
11-15-2018 13:55:51;-1
11-15-2018 14:02:38;0
11-15-2018 15:24:08;-1
11-15-2018 15:44:00;0
11-15-2018 15:44:40;-1
11-15-2018 20:21:28;-1
11-15-2018 20:27:01;0
11-15-2018 20:30:17;-1
11-15-2018 20:35:21;0
11-15-2018 20:47:21;-1
11-15-2018 20:52:23;0
11-15-2018 20:58:52;-1
11-15-2018 21:10:27;0
11-16-2018 07:39:45;-1
11-16-2018 07:45:05;0
11-16-2018 11:02:12;-1
11-16-2018 11:07:52;0
11-16-2018 12:08:25;-1
11-16-2018 12:18:02;0
11-16-2018 12:55:51;-1
11-16-2018 13:04:38;0
11-16-2018 14:34:22;-1
11-16-2018 14:42:51;0
11-16-2018 14:46:09;-1
11-16-2018 14:59:10;0
11-16-2018 15:17:07;-1
11-16-2018 15:22:26;0
11-16-2018 16:10:40;-1
11-16-2018 16:17:14;0
11-16-2018 16:17:35;-1
11-16-2018 16:23:48;0
11-16-2018 17:08:37;-1
11-16-2018 17:18:28;0
11-16-2018 21:35:28;-1
11-16-2018 21:40:30;0
11-18-2018 18:03:38;-1
11-18-2018 18:10:44;0
11-19-2018 07:19:38;-1
11-19-2018 07:24:39;0
11-19-2018 20:07:04;-1
11-19-2018 20:16:39;0
11-20-2018 15:32:10;-1
11-20-2018 15:44:19;0
11-21-2018 12:23:10;-1
11-21-2018 12:29:27;0
11-21-2018 13:13:24;-1
11-21-2018 13:18:33;0
11-22-2018 18:27:00;-1
11-22-2018 18:32:00;0
11-26-2018 23:21:14;-1
11-26-2018 23:26:49;0
11-26-2018 23:38:58;-1
11-26-2018 23:45:58;0
11-27-2018 12:17:03;-1
11-27-2018 12:41:29;0
11-27-2018 14:10:14;-1
11-27-2018 14:15:40;0
11-27-2018 14:27:44;-1
11-27-2018 14:33:29;0
11-27-2018 16:17:03;-1
11-27-2018 16:23:02;0
11-27-2018 16:34:24;-1
11-27-2018 16:39:47;0
11-27-2018 23:13:49;-1
11-27-2018 23:28:18;0
11-27-2018 23:54:26;-1
11-28-2018 00:01:04;0
11-28-2018 11:00:09;-1
11-28-2018 11:05:25;0
11-28-2018 15:00:22;-1
11-28-2018 15:05:27;0
11-28-2018 17:37:05;-1
11-28-2018 17:42:48;0
11-28-2018 18:08:40;-1
11-28-2018 18:16:09;0
11-29-2018 07:55:19;-1
11-29-2018 08:12:32;0
11-29-2018 08:28:30;-1
11-29-2018 09:14:14;0
11-29-2018 10:06:56;0
11-29-2018 14:36:00;-1
11-29-2018 15:48:27;-1
11-29-2018 16:00:31;0
11-29-2018 18:51:17;-1
11-29-2018 18:56:36;0
11-29-2018 19:25:41;-1
11-29-2018 19:30:46;0
11-29-2018 22:47:14;-1
11-29-2018 22:57:58;0
11-30-2018 11:26:46;-1
11-30-2018 11:43:27;0
11-30-2018 11:51:06;-1
11-30-2018 12:13:25;0
11-30-2018 12:15:34;-1
11-30-2018 12:52:34;0
11-30-2018 12:52:44;-1
11-30-2018 13:26:13;0
11-30-2018 15:01:27;-1
11-30-2018 15:25:32;0
11-30-2018 15:34:24;-1
11-30-2018 15:40:06;0
11-30-2018 17:01:13;-1
11-30-2018 17:06:31;0
11-30-2018 17:42:26;-1
12-03-2018 12:50:29;-1
12-03-2018 12:59:37;0
12-03-2018 14:13:39;-1
12-03-2018 14:19:06;0
12-03-2018 14:58:14;-1
12-03-2018 15:07:52;0
12-03-2018 15:11:07;-1
12-03-2018 15:41:57;-1
12-03-2018 16:05:06;0
12-03-2018 21:14:00;-1
12-03-2018 21:21:08;0
12-04-2018 08:48:00;-1
12-04-2018 08:54:11;0
12-04-2018 11:21:04;-1
12-04-2018 11:35:39;0
12-04-2018 11:35:47;-1
12-04-2018 12:36:45;0
12-04-2018 12:38:19;-1
12-04-2018 12:46:07;0
12-04-2018 13:13:22;-1
12-04-2018 13:24:48;0
12-04-2018 13:27:19;-1
12-04-2018 13:32:36;0
12-04-2018 13:37:03;-1
12-04-2018 13:46:18;0
12-04-2018 22:29:16;-1
12-04-2018 22:39:36;0
12-04-2018 23:08:06;-1
12-04-2018 23:14:46;0
12-05-2018 07:57:47;-1
12-05-2018 08:02:48;0
12-05-2018 15:12:57;-1
12-05-2018 15:19:36;0
12-05-2018 15:53:36;-1
12-05-2018 15:59:00;0
12-05-2018 18:19:51;-1
12-05-2018 18:24:53;0
12-05-2018 18:38:41;-1
12-05-2018 18:52:36;0
12-05-2018 23:21:15;-1
12-05-2018 23:26:51;0
12-06-2018 09:09:01;-1
12-06-2018 09:24:15;0
12-06-2018 10:26:26;0
12-06-2018 11:38:07;-1
12-06-2018 11:48:05;0
12-06-2018 11:48:16;-1
12-06-2018 11:55:26;0
12-06-2018 11:57:28;-1
12-06-2018 12:12:04;0
12-06-2018 13:14:43;-1
12-06-2018 13:20:10;0
12-06-2018 13:25:01;-1
12-06-2018 13:30:31;0
12-06-2018 14:36:41;-1
12-06-2018 19:56:32;-1
12-06-2018 20:03:36;0
12-07-2018 08:13:20;-1
12-07-2018 08:18:38;0
12-07-2018 12:45:19;-1
12-07-2018 12:50:43;0
12-07-2018 17:26:58;-1
12-07-2018 17:40:32;0
12-07-2018 19:14:56;-1
12-07-2018 19:23:24;0
12-07-2018 22:57:12;-1
12-07-2018 23:03:25;0
12-09-2018 21:29:39;-1
12-09-2018 21:34:51;0
12-10-2018 12:22:03;-1
12-10-2018 12:27:07;0
12-10-2018 14:04:23;-1
12-10-2018 14:09:25;0
12-10-2018 15:56:02;-1
12-10-2018 16:01:02;0
12-10-2018 16:03:01;-1
12-10-2018 16:08:02;0
12-10-2018 17:31:16;-1
12-10-2018 17:36:17;0
12-10-2018 22:47:39;-1
12-10-2018 22:52:47;0
12-11-2018 11:01:42;-1
12-11-2018 11:07:41;0
12-11-2018 11:15:51;-1
12-11-2018 11:21:51;0
12-11-2018 13:48:47;-1
12-11-2018 13:53:48;0
12-11-2018 17:18:57;-1
12-11-2018 17:24:21;0
12-11-2018 17:30:35;-1
12-11-2018 17:35:49;0
12-17-2018 22:21:24;-1
12-17-2018 22:32:42;0
12-17-2018 22:52:49;-1
12-17-2018 22:58:07;0
12-18-2018 15:52:53;-1
12-18-2018 15:57:54;0
12-18-2018 15:58:36;-1
12-18-2018 16:03:38;0
12-18-2018 21:38:15;-1
12-18-2018 21:52:18;0
12-19-2018 08:29:47;-1
12-19-2018 08:39:12;0
12-19-2018 15:24:34;-1
12-19-2018 15:42:51;0
12-19-2018 18:09:21;-1
12-19-2018 18:21:11;0
12-19-2018 18:24:39;-1
12-19-2018 18:31:47;0
12-20-2018 22:26:12;-1
12-20-2018 22:34:45;0
12-20-2018 22:35:46;-1
12-20-2018 22:40:58;0
12-21-2018 14:06:00;-1
12-21-2018 14:11:19;0
12-21-2018 17:58:48;-1
12-21-2018 18:03:51;0
12-21-2018 19:02:48;-1
12-21-2018 19:07:53;0
12-21-2018 19:58:10;-1
12-21-2018 20:10:08;0
12-21-2018 20:15:42;-1
12-21-2018 20:24:26;0
01-02-2019 11:23:42;-1
01-02-2019 11:29:46;0
01-02-2019 11:37:35;-1
01-02-2019 11:44:28;0
01-02-2019 13:03:13;-1
01-02-2019 13:08:49;0
01-02-2019 13:33:14;-1
01-02-2019 13:38:33;0
01-02-2019 13:59:52;-1
01-02-2019 14:05:05;0
01-02-2019 14:29:57;-1
01-02-2019 14:35:19;0
01-02-2019 18:29:45;-1
01-02-2019 18:35:32;0
01-02-2019 20:03:48;-1
01-02-2019 20:09:07;0
01-02-2019 20:59:39;-1
01-02-2019 21:04:58;0
01-02-2019 21:31:40;-1
01-02-2019 21:42:24;0
01-02-2019 21:58:48;-1
01-02-2019 22:11:42;0
01-03-2019 08:06:43;-1
01-03-2019 08:11:52;0
01-03-2019 14:59:05;-1
01-03-2019 15:04:18;0
01-03-2019 15:12:42;-1
01-03-2019 15:17:44;0
01-03-2019 15:25:28;-1
01-03-2019 15:30:30;0
01-03-2019 15:30:59;-1
01-03-2019 15:36:16;0
01-03-2019 16:33:28;-1
01-03-2019 16:43:14;0
01-03-2019 17:05:57;-1
01-03-2019 17:10:58;0
01-03-2019 17:12:47;-1
01-03-2019 17:17:48;0
01-03-2019 18:33:35;-1
01-03-2019 18:38:52;0
01-03-2019 19:33:43;-1
01-03-2019 19:38:59;0
01-03-2019 21:00:18;-1
01-03-2019 21:05:36;0
01-03-2019 21:59:52;-1
01-03-2019 22:05:12;0
01-03-2019 23:03:07;-1
01-03-2019 23:08:22;0
01-03-2019 23:29:48;-1
01-03-2019 23:35:07;0
01-04-2019 00:00:49;-1
01-04-2019 00:06:06;0
01-04-2019 15:01:06;-1
01-04-2019 15:06:27;0
01-04-2019 16:01:11;-1
01-04-2019 16:06:29;0
01-04-2019 17:00:34;-1
01-04-2019 17:05:53;0
01-04-2019 18:03:17;-1
01-04-2019 18:08:34;0
01-04-2019 19:05:46;-1
01-04-2019 19:11:05;0
01-04-2019 20:00:01;-1
01-04-2019 20:05:20;0
01-04-2019 21:00:01;-1
01-04-2019 21:05:17;0
01-04-2019 21:27:10;-1
01-04-2019 21:33:12;0
01-04-2019 22:01:02;-1
01-04-2019 22:06:19;0
01-06-2019 17:03:51;-1
01-06-2019 17:12:24;0
01-06-2019 17:16:02;-1
01-06-2019 17:24:07;0
01-06-2019 17:39:07;-1
01-06-2019 17:45:36;0
01-06-2019 17:47:38;-1
01-06-2019 17:55:37;0
01-06-2019 18:08:06;-1
01-06-2019 18:18:47;0
01-06-2019 18:23:26;-1
01-06-2019 18:35:24;0
01-06-2019 19:00:47;-1
01-06-2019 19:08:44;0
01-06-2019 19:13:04;-1
01-06-2019 19:23:15;0
01-06-2019 19:33:31;-1
01-06-2019 19:43:44;0
01-06-2019 19:49:19;-1
01-06-2019 20:05:49;0
01-07-2019 15:00:14;-1
01-07-2019 15:09:10;0
01-07-2019 15:17:02;-1
01-07-2019 15:25:36;0
01-07-2019 15:26:13;-1
01-07-2019 15:32:50;0
01-07-2019 15:46:40;-1
01-07-2019 15:51:41;0
01-07-2019 15:56:35;-1
01-07-2019 16:01:36;0
01-07-2019 16:25:52;-1
01-07-2019 16:30:53;0
01-07-2019 16:48:39;-1
01-07-2019 16:53:40;0
01-07-2019 17:00:20;-1
01-07-2019 17:05:37;0
01-07-2019 18:04:06;-1
01-07-2019 18:09:22;0
01-07-2019 18:10:48;-1
01-07-2019 18:19:54;0
01-07-2019 18:59:49;-1
01-07-2019 19:05:04;0
01-07-2019 20:01:20;-1
01-07-2019 20:10:36;0
01-07-2019 21:04:08;-1
01-07-2019 21:09:25;0
01-08-2019 13:30:12;-1
01-08-2019 13:35:32;0
01-08-2019 14:30:20;-1
01-08-2019 14:35:50;0
01-08-2019 15:00:22;-1
01-08-2019 15:03:24;-1
01-08-2019 15:05:44;0
01-08-2019 15:08:42;0
01-08-2019 15:23:11;-1
01-08-2019 15:23:42;-1
01-08-2019 15:28:35;0
01-08-2019 15:32:55;0
01-09-2019 15:09:13;-1
01-09-2019 15:13:26;0
01-09-2019 15:21:58;-1
01-09-2019 15:27:10;0
01-09-2019 15:30:52;-1
01-09-2019 15:36:09;0
01-09-2019 15:59:37;-1
01-09-2019 16:04:58;0
01-09-2019 16:30:43;-1
01-09-2019 16:36:01;0
01-09-2019 17:01:51;-1
01-09-2019 17:07:07;0
01-09-2019 17:35:03;-1
01-09-2019 17:40:18;0
01-09-2019 17:59:48;-1
01-09-2019 18:05:05;0
01-09-2019 22:31:24;-1
01-09-2019 22:40:31;0
01-10-2019 07:58:14;-1
01-10-2019 08:03:31;0
01-10-2019 16:59:31;-1
01-10-2019 17:07:22;0
01-10-2019 17:27:15;-1
01-10-2019 17:32:16;0
01-11-2019 11:22:18;-1
01-11-2019 11:27:29;0
01-11-2019 16:48:30;-1
01-11-2019 16:53:50;0
01-11-2019 22:22:29;-1
01-11-2019 22:28:53;0
01-15-2019 21:46:04;-1
01-15-2019 21:51:05;0
01-16-2019 22:49:49;-1
01-16-2019 22:58:14;0
01-17-2019 11:53:53;-1
01-17-2019 11:59:37;0
01-18-2019 22:07:16;-1
01-18-2019 22:14:21;0
01-22-2019 11:21:59;0
01-22-2019 15:04:09;-1
01-22-2019 17:23:51;-1
01-22-2019 17:29:15;0
01-22-2019 17:58:34;-1
01-22-2019 18:28:17;0
01-22-2019 23:14:11;-1
01-22-2019 23:19:12;0
01-23-2019 14:15:15;0
01-23-2019 19:08:51;-1
01-23-2019 22:45:16;-1
01-23-2019 22:52:59;0
01-24-2019 19:43:21;-1
01-24-2019 19:54:58;0
01-24-2019 22:44:20;-1
01-24-2019 22:51:13;0
01-25-2019 05:41:42;-1
01-25-2019 05:46:58;0
01-25-2019 11:08:11;-1
01-25-2019 11:13:43;0
01-25-2019 17:09:12;-1
01-25-2019 17:17:29;0
01-25-2019 17:44:11;-1
01-25-2019 17:49:12;0
01-25-2019 22:41:20;-1
01-25-2019 22:46:34;0
01-26-2019 17:21:35;-1
01-26-2019 17:55:21;0
01-29-2019 13:04:50;-1
01-29-2019 13:10:24;0
01-29-2019 17:07:36;-1
01-29-2019 17:17:22;0
01-29-2019 22:17:21;-1
01-29-2019 22:22:25;0
01-30-2019 05:27:56;-1
01-30-2019 05:32:57;0
01-30-2019 16:07:29;-1
01-30-2019 16:19:09;0
01-30-2019 22:29:28;-1
01-30-2019 22:35:13;0
01-31-2019 07:18:08;-1
01-31-2019 07:24:30;0
01-31-2019 16:04:55;-1
01-31-2019 16:16:35;0
01-31-2019 22:55:30;-1
01-31-2019 23:00:31;0
02-01-2019 22:53:47;-1
02-01-2019 22:58:49;0
02-04-2019 16:06:55;-1
02-04-2019 16:12:21;0
02-04-2019 17:27:28;-1
02-04-2019 17:35:15;0
02-04-2019 19:16:20;-1
02-04-2019 19:21:21;0
02-04-2019 22:53:46;-1
02-04-2019 22:59:20;0
02-05-2019 11:18:28;-1
02-05-2019 11:25:35;0
