Time;Sun screening, Roof, Zone 31 - Rm. 3-2, South Office, Absolut position Sunscreening
09-20-2018 16:21:08;72
09-20-2018 16:21:10;67
09-20-2018 16:21:11;62
09-20-2018 16:21:12;57
09-20-2018 16:21:13;51
09-20-2018 16:21:14;46
09-20-2018 16:21:15;41
09-20-2018 16:21:16;36
09-20-2018 16:21:17;30
09-20-2018 16:21:18;25
09-20-2018 16:21:19;20
09-20-2018 16:21:20;15
09-20-2018 16:21:21;10
09-20-2018 16:21:22;5
09-20-2018 16:21:23;1
09-20-2018 16:21:24;0
09-20-2018 16:30:35;3
09-20-2018 16:30:36;8
09-20-2018 16:30:37;14
09-20-2018 16:30:38;19
09-20-2018 16:30:39;25
09-20-2018 16:30:40;31
09-20-2018 16:30:41;36
09-20-2018 16:30:42;41
09-20-2018 16:30:43;47
09-20-2018 16:30:44;52
09-20-2018 16:30:45;58
09-20-2018 16:30:46;63
09-20-2018 16:30:48;69
09-20-2018 16:30:49;74
09-20-2018 16:30:50;80
09-20-2018 16:30:51;85
09-20-2018 16:30:52;90
09-20-2018 16:30:53;100
09-20-2018 16:46:16;97
09-20-2018 16:46:17;92
09-20-2018 16:46:18;87
09-20-2018 16:46:19;81
09-20-2018 16:46:20;76
09-20-2018 16:46:21;70
09-20-2018 16:46:22;65
09-20-2018 16:46:23;59
09-20-2018 16:46:24;54
09-20-2018 16:46:25;49
09-20-2018 16:46:26;43
09-20-2018 16:46:27;38
09-20-2018 16:46:28;33
09-20-2018 16:46:29;28
09-20-2018 16:46:30;23
09-20-2018 16:46:32;18
09-20-2018 16:46:33;13
09-20-2018 16:46:34;8
09-20-2018 16:46:35;3
09-20-2018 16:46:36;0
09-20-2018 22:00:03;5
09-20-2018 22:00:04;10
09-20-2018 22:00:05;16
09-20-2018 22:00:07;22
09-20-2018 22:00:08;27
09-20-2018 22:00:09;33
09-20-2018 22:00:10;38
09-20-2018 22:00:11;43
09-20-2018 22:00:12;49
09-20-2018 22:00:13;54
09-20-2018 22:00:14;60
09-20-2018 22:00:15;65
09-20-2018 22:00:16;71
09-20-2018 22:00:17;76
09-20-2018 22:00:18;81
09-20-2018 22:00:19;86
09-20-2018 22:00:21;92
09-20-2018 22:00:22;100
09-21-2018 00:00:02;96
09-21-2018 00:00:03;91
09-21-2018 00:00:04;86
09-21-2018 00:00:05;81
09-21-2018 00:00:06;76
09-21-2018 00:00:07;70
09-21-2018 00:00:08;65
09-21-2018 00:00:09;60
09-21-2018 00:00:10;55
09-21-2018 00:00:11;50
09-21-2018 00:00:12;45
09-21-2018 00:00:13;40
09-21-2018 00:00:14;34
09-21-2018 00:00:15;29
09-21-2018 00:00:17;25
09-21-2018 00:00:18;19
09-21-2018 00:00:19;14
09-21-2018 00:00:20;10
09-21-2018 00:00:21;5
09-21-2018 00:00:22;0
09-21-2018 09:40:05;4
09-21-2018 09:40:06;10
09-21-2018 09:40:07;15
09-21-2018 09:40:08;20
09-21-2018 09:40:09;26
09-21-2018 09:40:11;31
09-21-2018 09:40:12;36
09-21-2018 09:40:13;41
09-21-2018 09:40:14;47
09-21-2018 09:40:15;52
09-21-2018 09:40:16;57
09-21-2018 09:40:17;63
09-21-2018 09:40:18;68
09-21-2018 09:40:19;73
09-21-2018 09:40:20;78
09-21-2018 09:40:21;83
09-21-2018 09:40:22;88
09-21-2018 09:40:23;94
09-21-2018 09:40:24;100
09-21-2018 15:52:09;95
09-21-2018 15:52:10;89
09-21-2018 15:52:11;84
09-21-2018 15:52:12;78
09-21-2018 15:52:13;73
09-21-2018 15:52:14;68
09-21-2018 15:52:15;63
09-21-2018 15:52:16;57
09-21-2018 15:52:17;52
09-21-2018 15:52:18;47
09-21-2018 15:52:20;42
09-21-2018 15:52:21;37
09-21-2018 15:52:22;31
09-21-2018 15:52:23;26
09-21-2018 15:52:24;21
09-21-2018 15:52:25;16
09-21-2018 15:52:26;11
09-21-2018 15:52:27;6
09-21-2018 15:52:28;1
09-21-2018 15:52:29;0
09-21-2018 22:00:03;6
09-21-2018 22:00:04;11
09-21-2018 22:00:06;17
09-21-2018 22:00:07;22
09-21-2018 22:00:08;28
09-21-2018 22:00:09;34
09-21-2018 22:00:10;39
09-21-2018 22:00:11;44
09-21-2018 22:00:12;50
09-21-2018 22:00:13;55
09-21-2018 22:00:14;61
09-21-2018 22:00:15;66
09-21-2018 22:00:16;71
09-21-2018 22:00:18;77
09-21-2018 22:00:19;82
09-21-2018 22:00:20;87
09-21-2018 22:00:21;92
09-21-2018 22:00:22;100
09-22-2018 00:00:01;99
09-22-2018 00:00:03;93
09-22-2018 00:00:04;88
09-22-2018 00:00:05;83
09-22-2018 00:00:06;78
09-22-2018 00:00:07;72
09-22-2018 00:00:08;67
09-22-2018 00:00:09;63
09-22-2018 00:00:10;57
09-22-2018 00:00:11;52
09-22-2018 00:00:12;47
09-22-2018 00:00:13;42
09-22-2018 00:00:14;37
09-22-2018 00:00:15;32
09-22-2018 00:00:16;27
09-22-2018 00:00:17;22
09-22-2018 00:00:18;17
09-22-2018 00:00:19;13
09-22-2018 00:00:21;8
09-22-2018 00:00:22;3
09-22-2018 00:00:23;0
09-22-2018 10:48:48;3
09-22-2018 10:48:49;8
09-22-2018 10:48:50;13
09-22-2018 10:48:51;19
09-22-2018 10:48:52;24
09-22-2018 10:48:53;30
09-22-2018 10:48:54;35
09-22-2018 10:48:55;40
09-22-2018 10:48:56;46
09-22-2018 10:48:57;51
09-22-2018 10:48:58;56
09-22-2018 10:48:59;61
09-22-2018 10:49:00;66
09-22-2018 10:49:01;72
09-22-2018 10:49:03;77
09-22-2018 10:49:04;82
09-22-2018 10:49:05;87
09-22-2018 10:49:06;92
09-22-2018 10:49:07;100
09-22-2018 17:18:17;99
09-22-2018 17:18:18;94
09-22-2018 17:18:20;89
09-22-2018 17:18:21;83
09-22-2018 17:18:22;78
09-22-2018 17:18:23;72
09-22-2018 17:18:24;67
09-22-2018 17:18:25;62
09-22-2018 17:18:26;57
09-22-2018 17:18:27;51
09-22-2018 17:18:28;46
09-22-2018 17:18:29;41
09-22-2018 17:18:30;35
09-22-2018 17:18:31;30
09-22-2018 17:18:32;25
09-22-2018 17:18:33;20
09-22-2018 17:18:34;15
09-22-2018 17:18:36;10
09-22-2018 17:18:37;4
09-22-2018 17:18:38;0
09-22-2018 22:00:03;4
09-22-2018 22:00:04;10
09-22-2018 22:00:05;15
09-22-2018 22:00:06;20
09-22-2018 22:00:07;26
09-22-2018 22:00:08;31
09-22-2018 22:00:09;37
09-22-2018 22:00:10;43
09-22-2018 22:00:11;48
09-22-2018 22:00:13;53
09-22-2018 22:00:14;59
09-22-2018 22:00:15;64
09-22-2018 22:00:16;70
09-22-2018 22:00:17;75
09-22-2018 22:00:18;80
09-22-2018 22:00:19;85
09-22-2018 22:00:20;91
09-22-2018 22:00:21;100
09-23-2018 00:00:02;95
09-23-2018 00:00:03;89
09-23-2018 00:00:04;84
09-23-2018 00:00:05;79
09-23-2018 00:00:06;74
09-23-2018 00:00:07;69
09-23-2018 00:00:08;63
09-23-2018 00:00:09;58
09-23-2018 00:00:11;53
09-23-2018 00:00:12;48
09-23-2018 00:00:13;43
09-23-2018 00:00:14;38
09-23-2018 00:00:15;33
09-23-2018 00:00:16;28
09-23-2018 00:00:17;23
09-23-2018 00:00:18;18
09-23-2018 00:00:19;13
09-23-2018 00:00:20;8
09-23-2018 00:00:21;4
09-23-2018 00:00:22;0
09-23-2018 14:47:35;4
09-23-2018 14:47:36;9
09-23-2018 14:47:37;15
09-23-2018 14:47:38;20
09-23-2018 14:47:39;25
09-23-2018 14:47:41;30
09-23-2018 14:47:42;36
09-23-2018 14:47:43;40
09-23-2018 14:47:44;46
09-23-2018 14:47:45;51
09-23-2018 14:47:46;56
09-23-2018 14:47:47;61
09-23-2018 14:47:48;66
09-23-2018 14:47:49;72
09-23-2018 14:47:50;76
09-23-2018 14:47:51;81
09-23-2018 14:47:52;87
09-23-2018 14:47:53;92
09-23-2018 14:47:54;100
09-23-2018 15:45:20;98
09-23-2018 15:45:21;92
09-23-2018 15:45:22;87
09-23-2018 15:45:24;82
09-23-2018 15:45:25;77
09-23-2018 15:45:26;72
09-23-2018 15:45:27;66
09-23-2018 15:45:28;61
09-23-2018 15:45:29;56
09-23-2018 15:45:30;51
09-23-2018 15:45:31;46
09-23-2018 15:45:32;41
09-23-2018 15:45:33;36
09-23-2018 15:45:34;31
09-23-2018 15:45:35;27
09-23-2018 15:45:36;22
09-23-2018 15:45:37;17
09-23-2018 15:45:38;12
09-23-2018 15:45:39;7
09-23-2018 15:45:40;2
09-23-2018 15:45:42;0
09-23-2018 22:00:02;1
09-23-2018 22:00:04;6
09-23-2018 22:00:05;12
09-23-2018 22:00:06;17
09-23-2018 22:00:07;23
09-23-2018 22:00:08;28
09-23-2018 22:00:09;33
09-23-2018 22:00:10;39
09-23-2018 22:00:11;44
09-23-2018 22:00:12;49
09-23-2018 22:00:13;54
09-23-2018 22:00:14;60
09-23-2018 22:00:16;65
09-23-2018 22:00:16;70
09-23-2018 22:00:18;75
09-23-2018 22:00:19;81
09-23-2018 22:00:20;86
09-23-2018 22:00:21;91
09-23-2018 22:00:22;100
09-24-2018 00:00:02;97
09-24-2018 00:00:03;92
09-24-2018 00:00:04;87
09-24-2018 00:00:05;82
09-24-2018 00:00:06;77
09-24-2018 00:00:07;71
09-24-2018 00:00:08;66
09-24-2018 00:00:09;61
09-24-2018 00:00:10;56
09-24-2018 00:00:11;51
09-24-2018 00:00:12;46
09-24-2018 00:00:14;41
09-24-2018 00:00:15;36
09-24-2018 00:00:16;31
09-24-2018 00:00:17;27
09-24-2018 00:00:18;22
09-24-2018 00:00:19;17
09-24-2018 00:00:20;12
09-24-2018 00:00:21;7
09-24-2018 00:00:22;2
09-24-2018 00:00:23;0
09-24-2018 11:56:50;6
09-24-2018 11:56:52;11
09-24-2018 11:56:53;16
09-24-2018 11:56:54;22
09-24-2018 11:56:55;27
09-24-2018 11:56:56;32
09-24-2018 11:56:57;37
09-24-2018 11:56:58;42
09-24-2018 11:56:59;47
09-24-2018 11:57:00;53
09-24-2018 11:57:01;58
09-24-2018 11:57:02;63
09-24-2018 11:57:03;68
09-24-2018 11:57:04;73
09-24-2018 11:57:05;78
09-24-2018 11:57:06;84
09-24-2018 11:57:07;89
09-24-2018 11:57:09;94
09-24-2018 11:57:10;100
09-24-2018 15:30:14;99
09-24-2018 15:30:16;94
09-24-2018 15:30:16;89
09-24-2018 15:30:18;83
09-24-2018 15:30:19;78
09-24-2018 15:30:20;73
09-24-2018 15:30:21;68
09-24-2018 15:30:22;63
09-24-2018 15:30:23;57
09-24-2018 15:30:24;52
09-24-2018 15:30:25;47
09-24-2018 15:30:26;42
09-24-2018 15:30:27;37
09-24-2018 15:30:28;31
09-24-2018 15:30:29;26
09-24-2018 15:30:30;21
09-24-2018 15:30:31;17
09-24-2018 15:30:32;11
09-24-2018 15:30:34;7
09-24-2018 15:30:34;1
09-24-2018 15:30:36;0
09-24-2018 22:00:02;1
09-24-2018 22:00:03;6
09-24-2018 22:00:04;12
09-24-2018 22:00:05;18
09-24-2018 22:00:07;23
09-24-2018 22:00:08;28
09-24-2018 22:00:09;34
09-24-2018 22:00:10;39
09-24-2018 22:00:11;44
09-24-2018 22:00:12;49
09-24-2018 22:00:13;55
09-24-2018 22:00:14;60
09-24-2018 22:00:15;66
09-24-2018 22:00:16;71
09-24-2018 22:00:17;76
09-24-2018 22:00:18;81
09-24-2018 22:00:19;86
09-24-2018 22:00:21;91
09-24-2018 22:00:22;100
09-25-2018 00:00:02;96
09-25-2018 00:00:03;91
09-25-2018 00:00:04;86
09-25-2018 00:00:05;80
09-25-2018 00:00:06;75
09-25-2018 00:00:07;70
09-25-2018 00:00:08;65
09-25-2018 00:00:09;60
09-25-2018 00:00:10;55
09-25-2018 00:00:11;50
09-25-2018 00:00:13;45
09-25-2018 00:00:14;40
09-25-2018 00:00:15;35
09-25-2018 00:00:16;30
09-25-2018 00:00:17;25
09-25-2018 00:00:18;20
09-25-2018 00:00:19;15
09-25-2018 00:00:20;10
09-25-2018 00:00:21;5
09-25-2018 00:00:22;1
09-25-2018 00:00:23;0
09-26-2018 14:48:47;6
09-26-2018 14:48:48;11
09-26-2018 14:48:49;17
09-26-2018 14:48:50;22
09-26-2018 14:48:51;28
09-26-2018 14:48:52;33
09-26-2018 14:48:53;38
09-26-2018 14:48:54;43
09-26-2018 14:48:55;49
09-26-2018 14:48:56;54
09-26-2018 14:48:57;59
09-26-2018 14:48:58;65
09-26-2018 14:49:00;70
09-26-2018 14:49:01;75
09-26-2018 14:49:02;80
09-26-2018 14:49:03;86
09-26-2018 14:49:04;91
09-26-2018 14:49:05;100
09-26-2018 16:09:22;97
09-26-2018 16:09:24;91
09-26-2018 16:09:25;86
09-26-2018 16:09:26;80
09-26-2018 16:09:27;75
09-26-2018 16:09:28;69
09-26-2018 16:09:29;64
09-26-2018 16:09:30;59
09-26-2018 16:09:31;53
09-26-2018 16:09:32;48
09-26-2018 16:09:33;43
09-26-2018 16:09:34;38
09-26-2018 16:09:35;32
09-26-2018 16:09:36;27
09-26-2018 16:09:37;22
09-26-2018 16:09:38;17
09-26-2018 16:09:39;12
09-26-2018 16:09:41;7
09-26-2018 16:09:42;2
09-26-2018 16:09:43;0
09-26-2018 16:28:07;4
09-26-2018 16:28:08;10
09-26-2018 16:28:09;16
09-26-2018 16:28:10;21
09-26-2018 16:28:11;27
09-26-2018 16:28:12;32
09-26-2018 16:28:13;38
09-26-2018 16:28:14;43
09-26-2018 16:28:15;49
09-26-2018 16:28:17;54
09-26-2018 16:28:18;60
09-26-2018 16:28:19;65
09-26-2018 16:28:20;71
09-26-2018 16:28:21;76
09-26-2018 16:28:22;81
09-26-2018 16:28:23;87
09-26-2018 16:28:24;92
09-26-2018 16:28:25;100
09-26-2018 17:21:30;99
09-26-2018 17:21:31;93
09-26-2018 17:21:32;88
09-26-2018 17:21:33;82
09-26-2018 17:21:34;77
09-26-2018 17:21:35;72
09-26-2018 17:21:36;66
09-26-2018 17:21:38;61
09-26-2018 17:21:39;55
09-26-2018 17:21:40;50
09-26-2018 17:21:41;44
09-26-2018 17:21:42;39
09-26-2018 17:21:43;34
09-26-2018 17:21:44;29
09-26-2018 17:21:45;23
09-26-2018 17:21:46;18
09-26-2018 17:21:47;13
09-26-2018 17:21:48;8
09-26-2018 17:21:49;3
09-26-2018 17:21:50;0
09-26-2018 22:00:04;4
09-26-2018 22:00:05;10
09-26-2018 22:00:06;15
09-26-2018 22:00:07;21
09-26-2018 22:00:08;27
09-26-2018 22:00:09;33
09-26-2018 22:00:10;38
09-26-2018 22:00:11;44
09-26-2018 22:00:13;50
09-26-2018 22:00:14;55
09-26-2018 22:00:15;61
09-26-2018 22:00:16;66
09-26-2018 22:00:17;72
09-26-2018 22:00:18;78
09-26-2018 22:00:19;83
09-26-2018 22:00:20;89
09-26-2018 22:00:22;94
09-26-2018 22:00:23;100
09-26-2018 22:08:06;96
09-26-2018 22:08:07;87
09-26-2018 22:08:08;79
09-26-2018 22:08:09;70
09-26-2018 22:08:10;61
09-26-2018 22:08:11;53
09-26-2018 22:08:12;45
09-26-2018 22:08:14;36
09-26-2018 22:08:15;28
09-26-2018 22:08:16;19
09-26-2018 22:08:17;11
09-26-2018 22:08:18;3
09-26-2018 22:08:19;0
09-27-2018 14:44:44;3
09-27-2018 14:44:45;9
09-27-2018 14:44:46;14
09-27-2018 14:44:47;20
09-27-2018 14:44:48;25
09-27-2018 14:44:49;31
09-27-2018 14:44:50;36
09-27-2018 14:44:51;41
09-27-2018 14:44:52;47
09-27-2018 14:44:53;52
09-27-2018 14:44:55;57
09-27-2018 14:44:56;63
09-27-2018 14:44:57;68
09-27-2018 14:44:58;73
09-27-2018 14:44:59;79
09-27-2018 14:45:00;84
09-27-2018 14:45:01;89
09-27-2018 14:45:02;100
09-27-2018 16:53:16;96
09-27-2018 16:53:17;90
09-27-2018 16:53:18;85
09-27-2018 16:53:19;80
09-27-2018 16:53:20;74
09-27-2018 16:53:21;69
09-27-2018 16:53:22;63
09-27-2018 16:53:23;58
09-27-2018 16:53:24;53
09-27-2018 16:53:25;47
09-27-2018 16:53:26;42
09-27-2018 16:53:27;37
09-27-2018 16:53:28;31
09-27-2018 16:53:30;26
09-27-2018 16:53:31;21
09-27-2018 16:53:32;16
09-27-2018 16:53:33;11
09-27-2018 16:53:34;6
09-27-2018 16:53:35;1
09-27-2018 16:53:36;0
09-27-2018 22:00:03;2
09-27-2018 22:00:04;7
09-27-2018 22:00:05;13
09-27-2018 22:00:06;19
09-27-2018 22:00:07;25
09-27-2018 22:00:08;30
09-27-2018 22:00:09;36
09-27-2018 22:00:10;41
09-27-2018 22:00:11;47
09-27-2018 22:00:12;52
09-27-2018 22:00:13;58
09-27-2018 22:00:15;63
09-27-2018 22:00:16;68
09-27-2018 22:00:17;74
09-27-2018 22:00:18;79
09-27-2018 22:00:19;84
09-27-2018 22:00:20;90
09-27-2018 22:00:21;100
09-28-2018 00:00:02;94
09-28-2018 00:00:03;89
09-28-2018 00:00:04;84
09-28-2018 00:00:05;78
09-28-2018 00:00:06;73
09-28-2018 00:00:08;67
09-28-2018 00:00:09;62
09-28-2018 00:00:10;57
09-28-2018 00:00:11;52
09-28-2018 00:00:12;47
09-28-2018 00:00:13;41
09-28-2018 00:00:14;37
09-28-2018 00:00:15;31
09-28-2018 00:00:16;27
09-28-2018 00:00:17;22
09-28-2018 00:00:18;17
09-28-2018 00:00:19;12
09-28-2018 00:00:20;7
09-28-2018 00:00:21;2
09-28-2018 00:00:22;0
09-28-2018 16:23:10;3
09-28-2018 16:23:11;8
09-28-2018 16:23:12;14
09-28-2018 16:23:13;19
09-28-2018 16:23:14;25
09-28-2018 16:23:15;30
09-28-2018 16:23:16;35
09-28-2018 16:23:17;41
09-28-2018 16:23:18;46
09-28-2018 16:23:19;51
09-28-2018 16:23:20;56
09-28-2018 16:23:21;61
09-28-2018 16:23:22;66
09-28-2018 16:23:23;72
09-28-2018 16:23:25;77
09-28-2018 16:23:26;82
09-28-2018 16:23:27;87
09-28-2018 16:23:28;93
09-28-2018 16:23:29;100
09-28-2018 16:44:22;99
09-28-2018 16:44:23;94
09-28-2018 16:44:24;89
09-28-2018 16:44:25;83
09-28-2018 16:44:27;78
09-28-2018 16:44:28;73
09-28-2018 16:44:29;68
09-28-2018 16:44:30;62
09-28-2018 16:44:31;57
09-28-2018 16:44:32;52
09-28-2018 16:44:33;47
09-28-2018 16:44:34;42
09-28-2018 16:44:35;37
09-28-2018 16:44:36;32
09-28-2018 16:44:37;27
09-28-2018 16:44:38;22
09-28-2018 16:44:39;16
09-28-2018 16:44:40;12
09-28-2018 16:44:41;7
09-28-2018 16:44:42;2
09-28-2018 16:44:43;0
09-28-2018 22:00:03;6
09-28-2018 22:00:04;12
09-28-2018 22:00:06;17
09-28-2018 22:00:07;23
09-28-2018 22:00:08;28
09-28-2018 22:00:09;34
09-28-2018 22:00:10;40
09-28-2018 22:00:11;45
09-28-2018 22:00:12;51
09-28-2018 22:00:13;56
09-28-2018 22:00:14;62
09-28-2018 22:00:15;67
09-28-2018 22:00:16;73
09-28-2018 22:00:17;78
09-28-2018 22:00:19;83
09-28-2018 22:00:20;89
09-28-2018 22:00:21;94
09-28-2018 22:00:22;100
09-29-2018 00:00:02;98
09-29-2018 00:00:03;92
09-29-2018 00:00:04;87
09-29-2018 00:00:05;82
09-29-2018 00:00:06;76
09-29-2018 00:00:07;71
09-29-2018 00:00:08;66
09-29-2018 00:00:09;60
09-29-2018 00:00:10;55
09-29-2018 00:00:11;50
09-29-2018 00:00:12;45
09-29-2018 00:00:13;40
09-29-2018 00:00:14;34
09-29-2018 00:00:16;29
09-29-2018 00:00:17;24
09-29-2018 00:00:18;19
09-29-2018 00:00:19;13
09-29-2018 00:00:20;9
09-29-2018 00:00:21;3
09-29-2018 00:00:22;0
09-29-2018 14:13:10;96
09-29-2018 14:13:11;90
09-29-2018 14:13:12;85
09-29-2018 14:13:13;80
09-29-2018 14:13:14;75
09-29-2018 14:13:15;69
09-29-2018 14:13:16;64
09-29-2018 14:13:17;58
09-29-2018 14:13:18;53
09-29-2018 14:13:19;47
09-29-2018 14:13:20;42
09-29-2018 14:13:21;37
09-29-2018 14:13:22;32
09-29-2018 14:13:23;27
09-29-2018 14:13:24;22
09-29-2018 14:13:25;16
09-29-2018 14:13:27;11
09-29-2018 14:13:28;6
09-29-2018 14:13:29;1
09-29-2018 14:13:30;0
09-29-2018 14:25:37;1
09-29-2018 14:25:38;7
09-29-2018 14:25:39;12
09-29-2018 14:25:40;18
09-29-2018 14:25:41;23
09-29-2018 14:25:43;29
09-29-2018 14:25:44;34
09-29-2018 14:25:45;40
09-29-2018 14:25:46;46
09-29-2018 14:25:47;51
09-29-2018 14:25:48;56
09-29-2018 14:25:49;62
09-29-2018 14:25:50;67
09-29-2018 14:25:51;72
09-29-2018 14:25:52;78
09-29-2018 14:25:53;83
09-29-2018 14:25:54;89
09-29-2018 14:25:55;94
09-29-2018 14:25:56;100
09-29-2018 14:43:31;5
09-29-2018 14:43:32;10
09-29-2018 14:43:34;16
09-29-2018 14:43:35;21
09-29-2018 14:43:36;27
09-29-2018 14:43:37;32
09-29-2018 14:43:38;37
09-29-2018 14:43:39;43
09-29-2018 14:43:40;48
09-29-2018 14:43:41;54
09-29-2018 14:43:42;59
09-29-2018 14:43:43;64
09-29-2018 14:43:44;69
09-29-2018 14:43:45;74
09-29-2018 14:43:46;79
09-29-2018 14:43:47;85
09-29-2018 14:43:48;90
09-29-2018 14:43:49;100
09-29-2018 16:33:03;94
09-29-2018 16:33:04;89
09-29-2018 16:33:05;83
09-29-2018 16:33:06;78
09-29-2018 16:33:07;73
09-29-2018 16:33:08;67
09-29-2018 16:33:09;62
09-29-2018 16:33:10;56
09-29-2018 16:33:11;51
09-29-2018 16:33:12;46
09-29-2018 16:33:13;40
09-29-2018 16:33:15;35
09-29-2018 16:33:16;30
09-29-2018 16:33:17;25
09-29-2018 16:33:18;19
09-29-2018 16:33:19;14
09-29-2018 16:33:20;9
09-29-2018 16:33:21;4
09-29-2018 16:33:22;0
09-29-2018 16:52:03;6
09-29-2018 16:52:04;11
09-29-2018 16:52:05;17
09-29-2018 16:52:06;22
09-29-2018 16:52:08;28
09-29-2018 16:52:09;34
09-29-2018 16:52:10;39
09-29-2018 16:52:11;45
09-29-2018 16:52:12;50
09-29-2018 16:52:13;56
09-29-2018 16:52:14;61
09-29-2018 16:52:15;67
09-29-2018 16:52:16;72
09-29-2018 16:52:17;78
09-29-2018 16:52:18;84
09-29-2018 16:52:19;89
09-29-2018 16:52:20;95
09-29-2018 16:52:21;100
09-29-2018 17:33:04;99
09-29-2018 17:33:05;93
09-29-2018 17:33:06;87
09-29-2018 17:33:07;82
09-29-2018 17:33:08;76
09-29-2018 17:33:10;71
09-29-2018 17:33:11;65
09-29-2018 17:33:12;60
09-29-2018 17:33:13;54
09-29-2018 17:33:14;49
09-29-2018 17:33:15;44
09-29-2018 17:33:16;39
09-29-2018 17:33:17;33
09-29-2018 17:33:18;28
09-29-2018 17:33:19;23
09-29-2018 17:33:20;18
09-29-2018 17:33:21;12
09-29-2018 17:33:22;7
09-29-2018 17:33:23;2
09-29-2018 17:33:24;0
09-29-2018 22:00:03;5
09-29-2018 22:00:04;11
09-29-2018 22:00:05;17
09-29-2018 22:00:06;22
09-29-2018 22:00:08;28
09-29-2018 22:00:09;34
09-29-2018 22:00:10;39
09-29-2018 22:00:11;45
09-29-2018 22:00:12;50
09-29-2018 22:00:13;56
09-29-2018 22:00:14;61
09-29-2018 22:00:15;67
09-29-2018 22:00:16;72
09-29-2018 22:00:17;78
09-29-2018 22:00:18;83
09-29-2018 22:00:19;88
09-29-2018 22:00:20;93
09-29-2018 22:00:22;100
09-30-2018 00:00:01;99
09-30-2018 00:00:03;93
09-30-2018 00:00:04;89
09-30-2018 00:00:05;83
09-30-2018 00:00:06;78
09-30-2018 00:00:07;73
09-30-2018 00:00:08;67
09-30-2018 00:00:09;62
09-30-2018 00:00:10;57
09-30-2018 00:00:11;51
09-30-2018 00:00:12;46
09-30-2018 00:00:13;41
09-30-2018 00:00:14;36
09-30-2018 00:00:15;31
09-30-2018 00:00:16;25
09-30-2018 00:00:17;20
09-30-2018 00:00:19;15
09-30-2018 00:00:20;10
09-30-2018 00:00:21;5
09-30-2018 00:00:22;0
09-30-2018 14:42:56;2
09-30-2018 14:42:57;7
09-30-2018 14:42:58;13
09-30-2018 14:42:59;18
09-30-2018 14:43:00;24
09-30-2018 14:43:01;29
09-30-2018 14:43:02;35
09-30-2018 14:43:03;40
09-30-2018 14:43:04;46
09-30-2018 14:43:05;51
09-30-2018 14:43:06;56
09-30-2018 14:43:07;61
09-30-2018 14:43:08;67
09-30-2018 14:43:09;72
09-30-2018 14:43:10;77
09-30-2018 14:43:12;82
09-30-2018 14:43:13;88
09-30-2018 14:43:14;93
09-30-2018 14:43:15;100
09-30-2018 17:35:04;94
09-30-2018 17:35:05;89
09-30-2018 17:35:06;83
09-30-2018 17:35:08;78
09-30-2018 17:35:09;73
09-30-2018 17:35:10;67
09-30-2018 17:35:11;62
09-30-2018 17:35:12;56
09-30-2018 17:35:13;51
09-30-2018 17:35:14;45
09-30-2018 17:35:15;40
09-30-2018 17:35:16;34
09-30-2018 17:35:17;29
09-30-2018 17:35:18;24
09-30-2018 17:35:19;19
09-30-2018 17:35:20;13
09-30-2018 17:35:21;8
09-30-2018 17:35:22;3
09-30-2018 17:35:23;0
09-30-2018 22:00:03;5
09-30-2018 22:00:04;10
09-30-2018 22:00:05;16
09-30-2018 22:00:06;22
09-30-2018 22:00:07;27
09-30-2018 22:00:08;33
09-30-2018 22:00:09;38
09-30-2018 22:00:10;44
09-30-2018 22:00:12;49
09-30-2018 22:00:13;55
09-30-2018 22:00:14;60
09-30-2018 22:00:15;66
09-30-2018 22:00:16;71
09-30-2018 22:00:17;76
09-30-2018 22:00:18;82
09-30-2018 22:00:19;87
09-30-2018 22:00:20;92
09-30-2018 22:00:21;100
10-01-2018 00:00:02;94
10-01-2018 00:00:03;89
10-01-2018 00:00:04;84
10-01-2018 00:00:05;78
10-01-2018 00:00:06;73
10-01-2018 00:00:07;68
10-01-2018 00:00:09;62
10-01-2018 00:00:10;57
10-01-2018 00:00:11;51
10-01-2018 00:00:12;47
10-01-2018 00:00:13;42
10-01-2018 00:00:14;36
10-01-2018 00:00:15;31
10-01-2018 00:00:16;27
10-01-2018 00:00:17;22
10-01-2018 00:00:18;16
10-01-2018 00:00:19;12
10-01-2018 00:00:20;7
10-01-2018 00:00:21;1
10-01-2018 00:00:22;0
10-16-2018 17:52:05;18
10-16-2018 17:52:06;23
10-16-2018 17:52:07;28
10-16-2018 17:52:08;34
10-16-2018 17:52:09;40
10-16-2018 17:52:10;45
10-16-2018 17:52:11;51
10-16-2018 17:52:12;56
10-16-2018 17:52:13;62
10-16-2018 17:52:14;67
10-16-2018 17:52:15;73
10-16-2018 17:52:16;78
10-16-2018 17:52:17;84
10-16-2018 17:52:18;89
10-16-2018 17:52:19;94
10-16-2018 17:52:20;100
10-16-2018 22:52:01;1
10-16-2018 22:52:03;6
10-16-2018 22:52:04;12
10-17-2018 00:00:02;98
10-17-2018 00:00:03;93
10-17-2018 00:00:04;88
10-17-2018 00:00:05;82
10-17-2018 00:00:06;77
10-17-2018 00:00:07;72
10-17-2018 00:00:08;66
10-17-2018 00:00:09;61
10-17-2018 00:00:10;56
10-17-2018 00:00:11;51
10-17-2018 00:00:12;46
10-17-2018 00:00:13;40
10-17-2018 00:00:14;35
10-17-2018 00:00:15;30
10-17-2018 00:00:17;25
