Time;Sun screening, Roof, Zone 31 - Rm. 3-2, South Office, Absolut position Sunscreening
09-08-2018 10:28:35;53
09-08-2018 10:28:36;59
09-08-2018 10:28:37;64
09-08-2018 10:28:38;69
09-08-2018 10:28:39;75
09-08-2018 10:28:40;80
09-08-2018 10:28:41;85
09-08-2018 10:28:42;91
09-08-2018 10:28:43;100
09-08-2018 15:45:30;99
09-08-2018 15:45:31;93
09-08-2018 15:45:32;88
09-08-2018 15:45:33;83
09-08-2018 15:45:35;77
09-08-2018 15:45:35;72
09-08-2018 15:45:37;66
09-08-2018 15:45:38;61
09-08-2018 15:45:39;55
09-08-2018 15:45:40;50
09-08-2018 15:45:41;44
09-08-2018 15:45:42;39
09-08-2018 15:45:43;34
09-08-2018 15:45:44;28
09-08-2018 15:45:45;23
09-08-2018 15:45:46;18
09-08-2018 15:45:47;13
09-08-2018 15:45:48;8
09-08-2018 15:45:49;3
09-08-2018 15:45:50;0
09-08-2018 22:00:03;5
09-08-2018 22:00:04;10
09-08-2018 22:00:05;16
09-08-2018 22:00:06;22
09-08-2018 22:00:07;27
09-08-2018 22:00:09;32
09-08-2018 22:00:10;38
09-08-2018 22:00:11;43
09-08-2018 22:00:12;49
09-08-2018 22:00:13;54
09-08-2018 22:00:14;60
09-08-2018 22:00:15;66
09-08-2018 22:00:16;71
09-08-2018 22:00:17;76
09-08-2018 22:00:18;81
09-08-2018 22:00:19;87
09-08-2018 22:00:20;92
09-08-2018 22:00:21;100
09-09-2018 00:00:02;94
09-09-2018 00:00:04;89
09-09-2018 00:00:05;84
09-09-2018 00:00:06;78
09-09-2018 00:00:07;73
09-09-2018 00:00:08;67
09-09-2018 00:00:09;63
09-09-2018 00:00:10;57
09-09-2018 00:00:11;51
09-09-2018 00:00:12;46
09-09-2018 00:00:13;41
09-09-2018 00:00:14;36
09-09-2018 00:00:15;31
09-09-2018 00:00:16;26
09-09-2018 00:00:17;21
09-09-2018 00:00:18;16
09-09-2018 00:00:19;11
09-09-2018 00:00:20;6
09-09-2018 00:00:22;1
09-09-2018 00:00:22;0
09-09-2018 12:00:02;4
09-09-2018 12:00:03;10
09-09-2018 12:00:04;16
09-09-2018 12:00:06;21
09-09-2018 12:00:07;26
09-09-2018 12:00:08;32
09-09-2018 12:00:09;37
09-09-2018 12:00:10;43
09-09-2018 12:00:11;48
09-09-2018 12:00:12;53
09-09-2018 12:00:13;58
09-09-2018 12:00:14;64
09-09-2018 12:00:15;69
09-09-2018 12:00:16;74
09-09-2018 12:00:17;80
09-09-2018 12:00:18;85
09-09-2018 12:00:19;90
09-09-2018 12:00:20;100
09-09-2018 16:22:28;96
09-09-2018 16:22:29;91
09-09-2018 16:22:30;85
09-09-2018 16:22:31;80
09-09-2018 16:22:32;75
09-09-2018 16:22:33;69
09-09-2018 16:22:34;63
09-09-2018 16:22:36;58
09-09-2018 16:22:36;53
09-09-2018 16:22:38;48
09-09-2018 16:22:39;42
09-09-2018 16:22:40;37
09-09-2018 16:22:41;31
09-09-2018 16:22:42;26
09-09-2018 16:22:43;22
09-09-2018 16:22:44;16
09-09-2018 16:22:45;11
09-09-2018 16:22:46;6
09-09-2018 16:22:47;1
09-09-2018 16:22:48;0
09-09-2018 22:00:03;4
09-09-2018 22:00:04;10
09-09-2018 22:00:05;15
09-09-2018 22:00:06;21
09-09-2018 22:00:07;26
09-09-2018 22:00:08;32
09-09-2018 22:00:09;37
09-09-2018 22:00:11;43
09-09-2018 22:00:12;48
09-09-2018 22:00:13;54
09-09-2018 22:00:14;59
09-09-2018 22:00:15;65
09-09-2018 22:00:16;70
09-09-2018 22:00:17;75
09-09-2018 22:00:18;81
09-09-2018 22:00:19;86
09-09-2018 22:00:20;91
09-09-2018 22:00:21;100
09-10-2018 00:00:02;95
09-10-2018 00:00:03;90
09-10-2018 00:00:04;85
09-10-2018 00:00:05;80
09-10-2018 00:00:06;75
09-10-2018 00:00:07;69
09-10-2018 00:00:08;64
09-10-2018 00:00:09;59
09-10-2018 00:00:10;53
09-10-2018 00:00:12;48
09-10-2018 00:00:13;43
09-10-2018 00:00:14;38
09-10-2018 00:00:15;33
09-10-2018 00:00:16;28
09-10-2018 00:00:17;23
09-10-2018 00:00:18;18
09-10-2018 00:00:19;13
09-10-2018 00:00:20;8
09-10-2018 00:00:21;3
09-10-2018 00:00:22;0
09-11-2018 10:55:01;4
09-11-2018 10:55:02;10
09-11-2018 10:55:04;15
09-11-2018 10:55:05;21
09-11-2018 10:55:06;27
09-11-2018 10:55:07;32
09-11-2018 10:55:08;38
09-11-2018 10:55:09;43
09-11-2018 10:55:10;48
09-11-2018 10:55:11;54
09-11-2018 10:55:12;59
09-11-2018 10:55:13;64
09-11-2018 10:55:14;69
09-11-2018 10:55:15;75
09-11-2018 10:55:16;80
09-11-2018 10:55:17;85
09-11-2018 10:55:18;91
09-11-2018 10:55:20;100
09-11-2018 13:59:13;95
09-11-2018 13:59:14;90
09-11-2018 13:59:15;84
09-11-2018 13:59:16;78
09-11-2018 13:59:17;73
09-11-2018 13:59:19;68
09-11-2018 13:59:20;63
09-11-2018 13:59:21;57
09-11-2018 13:59:22;52
09-11-2018 13:59:23;46
09-11-2018 13:59:24;42
09-11-2018 13:59:25;36
09-11-2018 13:59:26;31
09-11-2018 13:59:27;26
09-11-2018 13:59:28;21
09-11-2018 13:59:29;16
09-11-2018 13:59:30;10
09-11-2018 13:59:31;5
09-11-2018 13:59:32;0
09-11-2018 14:40:21;1
09-11-2018 14:40:22;7
09-11-2018 14:40:23;12
09-11-2018 14:40:24;18
09-11-2018 14:40:25;23
09-11-2018 14:40:26;29
09-11-2018 14:40:27;34
09-11-2018 14:40:28;40
09-11-2018 14:40:29;45
09-11-2018 14:40:30;50
09-11-2018 14:40:31;56
09-11-2018 14:40:32;61
09-11-2018 14:40:33;66
09-11-2018 14:40:34;72
09-11-2018 14:40:36;77
09-11-2018 14:40:37;82
09-11-2018 14:40:38;88
09-11-2018 14:40:39;93
09-11-2018 14:40:40;100
09-11-2018 16:23:41;98
09-11-2018 16:23:42;93
09-11-2018 16:23:43;87
09-11-2018 16:23:44;82
09-11-2018 16:23:45;77
09-11-2018 16:23:46;71
09-11-2018 16:23:47;66
09-11-2018 16:23:49;60
09-11-2018 16:23:50;55
09-11-2018 16:23:51;49
09-11-2018 16:23:52;44
09-11-2018 16:23:53;39
09-11-2018 16:23:54;34
09-11-2018 16:23:55;28
09-11-2018 16:23:56;23
09-11-2018 16:23:57;18
09-11-2018 16:23:58;13
09-11-2018 16:23:59;7
09-11-2018 16:24:00;2
09-11-2018 16:24:01;0
09-11-2018 16:50:11;1
09-11-2018 16:50:12;6
09-11-2018 16:50:13;12
09-11-2018 16:50:15;17
09-11-2018 16:50:16;23
09-11-2018 16:50:17;29
09-11-2018 16:50:18;34
09-11-2018 16:50:19;40
09-11-2018 16:50:20;45
09-11-2018 16:50:21;51
09-11-2018 16:50:22;56
09-11-2018 16:50:23;62
09-11-2018 16:50:24;67
09-11-2018 16:50:25;72
09-11-2018 16:50:26;78
09-11-2018 16:50:27;83
09-11-2018 16:50:28;88
09-11-2018 16:50:29;94
09-11-2018 16:50:30;100
09-11-2018 17:15:48;96
09-11-2018 17:15:49;91
09-11-2018 17:15:50;85
09-11-2018 17:15:51;80
09-11-2018 17:15:52;75
09-11-2018 17:15:53;69
09-11-2018 17:15:54;63
09-11-2018 17:15:55;58
09-11-2018 17:15:56;53
09-11-2018 17:15:57;47
09-11-2018 17:15:58;42
09-11-2018 17:15:59;37
09-11-2018 17:16:00;32
09-11-2018 17:16:01;27
09-11-2018 17:16:02;21
09-11-2018 17:16:03;16
09-11-2018 17:16:05;11
09-11-2018 17:16:06;5
09-11-2018 17:16:06;1
09-11-2018 17:16:08;0
09-11-2018 22:00:03;5
09-11-2018 22:00:04;11
09-11-2018 22:00:05;17
09-11-2018 22:00:06;23
09-11-2018 22:00:07;29
09-11-2018 22:00:08;34
09-11-2018 22:00:10;40
09-11-2018 22:00:10;46
09-11-2018 22:00:12;51
09-11-2018 22:00:13;57
09-11-2018 22:00:14;62
09-11-2018 22:00:15;68
09-11-2018 22:00:16;73
09-11-2018 22:00:17;79
09-11-2018 22:00:18;84
09-11-2018 22:00:19;90
09-11-2018 22:00:20;100
09-12-2018 00:00:02;96
09-12-2018 00:00:03;90
09-12-2018 00:00:04;85
09-12-2018 00:00:05;79
09-12-2018 00:00:06;74
09-12-2018 00:00:07;69
09-12-2018 00:00:08;63
09-12-2018 00:00:09;58
09-12-2018 00:00:10;53
09-12-2018 00:00:12;48
09-12-2018 00:00:13;43
09-12-2018 00:00:14;37
09-12-2018 00:00:15;32
09-12-2018 00:00:16;27
09-12-2018 00:00:17;22
09-12-2018 00:00:18;17
09-12-2018 00:00:19;12
09-12-2018 00:00:20;7
09-12-2018 00:00:21;1
09-12-2018 00:00:22;0
09-13-2018 10:27:47;3
09-13-2018 10:27:48;8
09-13-2018 10:27:49;13
09-13-2018 10:27:50;19
09-13-2018 10:27:51;24
09-13-2018 10:27:52;30
09-13-2018 10:27:53;35
09-13-2018 10:27:54;40
09-13-2018 10:27:55;46
09-13-2018 10:27:56;51
09-13-2018 10:27:58;56
09-13-2018 10:27:59;62
09-13-2018 10:28:00;67
09-13-2018 10:28:01;72
09-13-2018 10:28:02;78
09-13-2018 10:28:03;83
09-13-2018 10:28:04;88
09-13-2018 10:28:05;93
09-13-2018 10:28:06;100
09-13-2018 15:06:13;95
09-13-2018 15:06:14;89
09-13-2018 15:06:15;84
09-13-2018 15:06:16;78
09-13-2018 15:06:17;73
09-13-2018 15:06:18;68
09-13-2018 15:06:19;62
09-13-2018 15:06:20;57
09-13-2018 15:06:21;51
09-13-2018 15:06:22;46
09-13-2018 15:06:23;41
09-13-2018 15:06:24;36
09-13-2018 15:06:25;30
09-13-2018 15:06:27;25
09-13-2018 15:06:28;20
09-13-2018 15:06:29;15
09-13-2018 15:06:30;10
09-13-2018 15:06:31;4
09-13-2018 15:06:32;0
09-13-2018 22:00:03;2
09-13-2018 22:00:04;8
09-13-2018 22:00:05;14
09-13-2018 22:00:06;19
09-13-2018 22:00:07;25
09-13-2018 22:00:08;31
09-13-2018 22:00:09;36
09-13-2018 22:00:10;42
09-13-2018 22:00:12;47
09-13-2018 22:00:13;53
09-13-2018 22:00:14;58
09-13-2018 22:00:15;64
09-13-2018 22:00:16;69
09-13-2018 22:00:17;75
09-13-2018 22:00:18;80
09-13-2018 22:00:19;85
09-13-2018 22:00:20;90
09-13-2018 22:00:21;100
09-14-2018 00:00:02;97
09-14-2018 00:00:03;92
09-14-2018 00:00:04;87
09-14-2018 00:00:05;81
09-14-2018 00:00:06;76
09-14-2018 00:00:07;71
09-14-2018 00:00:08;65
09-14-2018 00:00:09;60
09-14-2018 00:00:10;55
09-14-2018 00:00:11;49
09-14-2018 00:00:12;44
09-14-2018 00:00:13;39
09-14-2018 00:00:14;34
09-14-2018 00:00:15;28
09-14-2018 00:00:16;24
09-14-2018 00:00:17;19
09-14-2018 00:00:19;13
09-14-2018 00:00:20;8
09-14-2018 00:00:21;3
09-14-2018 00:00:22;0
09-14-2018 09:42:02;5
09-14-2018 09:42:03;10
09-14-2018 09:42:04;16
09-14-2018 09:42:05;21
09-14-2018 09:42:06;27
09-14-2018 09:42:07;32
09-14-2018 09:42:08;37
09-14-2018 09:42:10;43
09-14-2018 09:42:10;48
09-14-2018 09:42:12;53
09-14-2018 09:42:13;59
09-14-2018 09:42:14;64
09-14-2018 09:42:15;69
09-14-2018 09:42:16;75
09-14-2018 09:42:17;80
09-14-2018 09:42:18;85
09-14-2018 09:42:19;90
09-14-2018 09:42:20;100
09-14-2018 11:32:44;97
09-14-2018 11:32:45;91
09-14-2018 11:32:46;86
09-14-2018 11:32:47;81
09-14-2018 11:32:48;75
09-14-2018 11:32:49;70
09-14-2018 11:32:50;65
09-14-2018 11:32:51;59
09-14-2018 11:32:52;54
09-14-2018 11:32:53;49
09-14-2018 11:32:54;43
09-14-2018 11:32:55;38
09-14-2018 11:32:56;33
09-14-2018 11:32:57;28
09-14-2018 11:32:58;23
09-14-2018 11:32:59;18
09-14-2018 11:33:01;13
09-14-2018 11:33:02;7
09-14-2018 11:33:03;3
09-14-2018 11:33:04;0
09-14-2018 11:56:45;4
09-14-2018 11:56:46;9
09-14-2018 11:56:47;15
09-14-2018 11:56:48;20
09-14-2018 11:56:49;26
09-14-2018 11:56:50;31
09-14-2018 11:56:51;37
09-14-2018 11:56:52;42
09-14-2018 11:56:53;47
09-14-2018 11:56:55;53
09-14-2018 11:56:56;58
09-14-2018 11:56:57;63
09-14-2018 11:56:58;69
09-14-2018 11:56:59;74
09-14-2018 11:57:00;79
09-14-2018 11:57:01;85
09-14-2018 11:57:02;90
09-14-2018 11:57:03;100
09-14-2018 17:37:17;97
09-14-2018 17:37:18;92
09-14-2018 17:37:19;86
09-14-2018 17:37:20;81
09-14-2018 17:37:21;75
09-14-2018 17:37:22;70
09-14-2018 17:37:23;64
09-14-2018 17:37:24;59
09-14-2018 17:37:25;54
09-14-2018 17:37:26;48
09-14-2018 17:37:27;43
09-14-2018 17:37:28;37
09-14-2018 17:37:29;32
09-14-2018 17:37:30;27
09-14-2018 17:37:31;22
09-14-2018 17:37:33;16
09-14-2018 17:37:34;11
09-14-2018 17:37:35;6
09-14-2018 17:37:36;1
09-14-2018 17:37:37;0
09-14-2018 22:00:03;4
09-14-2018 22:00:04;10
09-14-2018 22:00:05;15
09-14-2018 22:00:06;21
09-14-2018 22:00:07;27
09-14-2018 22:00:08;32
09-14-2018 22:00:09;38
09-14-2018 22:00:11;43
09-14-2018 22:00:12;49
09-14-2018 22:00:13;54
09-14-2018 22:00:14;60
09-14-2018 22:00:15;65
09-14-2018 22:00:16;71
09-14-2018 22:00:17;76
09-14-2018 22:00:18;81
09-14-2018 22:00:19;87
09-14-2018 22:00:20;92
09-14-2018 22:00:21;100
09-15-2018 00:00:01;98
09-15-2018 00:00:02;92
09-15-2018 00:00:04;87
09-15-2018 00:00:05;82
09-15-2018 00:00:06;77
09-15-2018 00:00:07;71
09-15-2018 00:00:08;66
09-15-2018 00:00:09;60
09-15-2018 00:00:10;55
09-15-2018 00:00:11;50
09-15-2018 00:00:12;45
09-15-2018 00:00:13;40
09-15-2018 00:00:14;34
09-15-2018 00:00:15;29
09-15-2018 00:00:16;24
09-15-2018 00:00:17;19
09-15-2018 00:00:18;14
09-15-2018 00:00:19;9
09-15-2018 00:00:20;4
09-15-2018 00:00:22;0
09-15-2018 14:18:03;4
09-15-2018 14:18:04;10
09-15-2018 14:18:05;15
09-15-2018 14:18:06;20
09-15-2018 14:18:07;26
09-15-2018 14:18:08;31
09-15-2018 14:18:09;37
09-15-2018 14:18:10;42
09-15-2018 14:18:11;48
09-15-2018 14:18:12;53
09-15-2018 14:18:13;58
09-15-2018 14:18:15;63
09-15-2018 14:18:16;69
09-15-2018 14:18:17;74
09-15-2018 14:18:18;79
09-15-2018 14:18:19;85
09-15-2018 14:18:20;90
09-15-2018 14:18:21;100
09-15-2018 17:31:53;96
09-15-2018 17:31:54;91
09-15-2018 17:31:55;85
09-15-2018 17:31:56;80
09-15-2018 17:31:57;74
09-15-2018 17:31:58;69
09-15-2018 17:31:59;63
09-15-2018 17:32:00;58
09-15-2018 17:32:01;52
09-15-2018 17:32:02;47
09-15-2018 17:32:03;42
09-15-2018 17:32:04;37
09-15-2018 17:32:05;31
09-15-2018 17:32:06;26
09-15-2018 17:32:08;21
09-15-2018 17:32:09;15
09-15-2018 17:32:10;10
09-15-2018 17:32:11;5
09-15-2018 17:32:12;0
09-15-2018 22:00:04;2
09-15-2018 22:00:05;7
09-15-2018 22:00:06;13
09-15-2018 22:00:07;19
09-15-2018 22:00:08;25
09-15-2018 22:00:09;31
09-15-2018 22:00:10;36
09-15-2018 22:00:12;42
09-15-2018 22:00:13;48
09-15-2018 22:00:14;53
09-15-2018 22:00:15;59
09-15-2018 22:00:16;64
09-15-2018 22:00:17;70
09-15-2018 22:00:18;75
09-15-2018 22:00:19;81
09-15-2018 22:00:20;86
09-15-2018 22:00:21;92
09-15-2018 22:00:22;100
09-16-2018 00:00:02;97
09-16-2018 00:00:03;92
09-16-2018 00:00:04;87
09-16-2018 00:00:05;81
09-16-2018 00:00:06;76
09-16-2018 00:00:07;70
09-16-2018 00:00:08;65
09-16-2018 00:00:09;60
09-16-2018 00:00:10;55
09-16-2018 00:00:11;50
09-16-2018 00:00:12;44
09-16-2018 00:00:13;39
09-16-2018 00:00:14;34
09-16-2018 00:00:16;29
09-16-2018 00:00:17;24
09-16-2018 00:00:18;19
09-16-2018 00:00:19;14
09-16-2018 00:00:20;9
09-16-2018 00:00:21;4
09-16-2018 00:00:22;0
09-16-2018 10:01:03;5
09-16-2018 10:01:04;10
09-16-2018 10:01:05;16
09-16-2018 10:01:06;21
09-16-2018 10:01:08;26
09-16-2018 10:01:09;32
09-16-2018 10:01:10;37
09-16-2018 10:01:11;43
09-16-2018 10:01:12;48
09-16-2018 10:01:13;53
09-16-2018 10:01:14;59
09-16-2018 10:01:15;64
09-16-2018 10:01:16;69
09-16-2018 10:01:17;75
09-16-2018 10:01:18;80
09-16-2018 10:01:19;85
09-16-2018 10:01:20;90
09-16-2018 10:01:21;100
09-16-2018 17:35:40;96
09-16-2018 17:35:41;90
09-16-2018 17:35:42;85
09-16-2018 17:35:43;79
09-16-2018 17:35:44;74
09-16-2018 17:35:45;68
09-16-2018 17:35:46;62
09-16-2018 17:35:47;57
09-16-2018 17:35:48;51
09-16-2018 17:35:49;46
09-16-2018 17:35:50;40
09-16-2018 17:35:51;35
09-16-2018 17:35:52;29
09-16-2018 17:35:53;24
09-16-2018 17:35:55;19
09-16-2018 17:35:56;13
09-16-2018 17:35:57;7
09-16-2018 17:35:58;2
09-16-2018 17:35:59;0
09-16-2018 22:00:04;6
09-16-2018 22:00:05;12
09-16-2018 22:00:06;18
09-16-2018 22:00:08;24
09-16-2018 22:00:09;30
09-16-2018 22:00:10;36
09-16-2018 22:00:11;41
09-16-2018 22:00:12;47
09-16-2018 22:00:13;53
09-16-2018 22:00:14;58
09-16-2018 22:00:16;64
09-16-2018 22:00:17;70
09-16-2018 22:00:18;76
09-16-2018 22:00:19;81
09-16-2018 22:00:20;87
09-16-2018 22:00:21;93
09-16-2018 22:00:23;100
09-17-2018 00:00:02;95
09-17-2018 00:00:03;90
09-17-2018 00:00:04;84
09-17-2018 00:00:05;79
09-17-2018 00:00:06;73
09-17-2018 00:00:07;68
09-17-2018 00:00:08;63
09-17-2018 00:00:10;57
09-17-2018 00:00:11;52
09-17-2018 00:00:12;47
09-17-2018 00:00:13;42
09-17-2018 00:00:14;37
09-17-2018 00:00:15;31
09-17-2018 00:00:16;26
09-17-2018 00:00:17;21
09-17-2018 00:00:18;16
09-17-2018 00:00:19;11
09-17-2018 00:00:20;5
09-17-2018 00:00:21;1
09-17-2018 00:00:22;0
09-17-2018 09:39:00;4
09-17-2018 09:39:01;10
09-17-2018 09:39:02;15
09-17-2018 09:39:03;20
09-17-2018 09:39:04;26
09-17-2018 09:39:05;31
09-17-2018 09:39:06;37
09-17-2018 09:39:07;42
09-17-2018 09:39:08;48
09-17-2018 09:39:10;53
09-17-2018 09:39:11;58
09-17-2018 09:39:12;63
09-17-2018 09:39:13;69
09-17-2018 09:39:14;74
09-17-2018 09:39:15;79
09-17-2018 09:39:16;85
09-17-2018 09:39:17;90
09-17-2018 09:39:18;100
09-17-2018 17:10:47;99
09-17-2018 17:10:48;94
09-17-2018 17:10:49;88
09-17-2018 17:10:50;83
09-17-2018 17:10:52;77
09-17-2018 17:10:53;72
09-17-2018 17:10:54;66
09-17-2018 17:10:55;61
09-17-2018 17:10:56;55
09-17-2018 17:10:57;50
09-17-2018 17:10:58;44
09-17-2018 17:10:59;39
09-17-2018 17:11:00;34
09-17-2018 17:11:01;29
09-17-2018 17:11:02;23
09-17-2018 17:11:03;18
09-17-2018 17:11:04;13
09-17-2018 17:11:05;8
09-17-2018 17:11:06;3
09-17-2018 17:11:07;0
09-17-2018 22:00:04;2
09-17-2018 22:00:05;8
09-17-2018 22:00:06;14
09-17-2018 22:00:07;19
09-17-2018 22:00:08;25
09-17-2018 22:00:09;31
09-17-2018 22:00:10;37
09-17-2018 22:00:12;43
09-17-2018 22:00:13;48
09-17-2018 22:00:14;54
09-17-2018 22:00:15;60
09-17-2018 22:00:16;65
09-17-2018 22:00:17;71
09-17-2018 22:00:18;77
09-17-2018 22:00:19;82
09-17-2018 22:00:20;88
09-17-2018 22:00:21;93
09-17-2018 22:00:23;100
09-18-2018 00:00:01;99
09-18-2018 00:00:02;94
09-18-2018 00:00:03;88
09-18-2018 00:00:04;83
09-18-2018 00:00:05;78
09-18-2018 00:00:06;73
09-18-2018 00:00:07;67
09-18-2018 00:00:08;62
09-18-2018 00:00:09;57
09-18-2018 00:00:11;51
09-18-2018 00:00:12;46
09-18-2018 00:00:13;41
09-18-2018 00:00:14;36
09-18-2018 00:00:15;31
09-18-2018 00:00:16;26
09-18-2018 00:00:17;21
09-18-2018 00:00:18;16
09-18-2018 00:00:19;11
09-18-2018 00:00:20;6
09-18-2018 00:00:21;1
09-18-2018 00:00:22;0
09-18-2018 17:22:24;4
09-18-2018 17:22:25;10
09-18-2018 17:22:26;15
09-18-2018 17:22:27;21
09-18-2018 17:22:28;26
09-18-2018 17:22:29;32
09-18-2018 17:22:30;37
09-18-2018 17:22:31;43
09-18-2018 17:22:33;48
09-18-2018 17:22:34;54
09-18-2018 17:22:35;59
09-18-2018 17:22:36;64
09-18-2018 17:22:37;69
09-18-2018 17:22:38;75
09-18-2018 17:22:39;80
09-18-2018 17:22:40;86
09-18-2018 17:22:41;90
09-18-2018 17:22:42;100
09-18-2018 17:36:04;95
09-18-2018 17:36:05;90
09-18-2018 17:36:06;84
09-18-2018 17:36:07;79
09-18-2018 17:36:08;74
09-18-2018 17:36:09;68
09-18-2018 17:36:10;63
09-18-2018 17:36:11;58
09-18-2018 17:36:12;52
09-18-2018 17:36:14;48
09-18-2018 17:36:15;42
09-18-2018 17:36:16;37
09-18-2018 17:36:17;32
09-18-2018 17:36:18;27
09-18-2018 17:36:19;22
09-18-2018 17:36:20;17
09-18-2018 17:36:21;12
09-18-2018 17:36:22;7
09-18-2018 17:36:23;2
09-18-2018 17:36:24;0
09-18-2018 22:00:03;2
09-18-2018 22:00:04;7
09-18-2018 22:00:05;13
09-18-2018 22:00:06;18
09-18-2018 22:00:07;24
09-18-2018 22:00:08;29
09-18-2018 22:00:10;35
09-18-2018 22:00:11;40
09-18-2018 22:00:12;46
09-18-2018 22:00:13;51
09-18-2018 22:00:14;57
09-18-2018 22:00:15;62
09-18-2018 22:00:16;68
09-18-2018 22:00:17;73
09-18-2018 22:00:18;78
09-18-2018 22:00:19;84
09-18-2018 22:00:20;89
09-18-2018 22:00:21;94
09-18-2018 22:00:22;100
09-19-2018 00:00:01;96
09-19-2018 00:00:02;91
09-19-2018 00:00:03;86
09-19-2018 00:00:04;80
09-19-2018 00:00:05;75
09-19-2018 00:00:06;70
09-19-2018 00:00:07;65
09-19-2018 00:00:08;59
09-19-2018 00:00:09;54
09-19-2018 00:00:11;49
09-19-2018 00:00:12;44
09-19-2018 00:00:13;39
09-19-2018 00:00:14;34
09-19-2018 00:00:15;28
09-19-2018 00:00:16;23
09-19-2018 00:00:17;18
09-19-2018 00:00:18;13
09-19-2018 00:00:19;8
09-19-2018 00:00:20;3
09-19-2018 00:00:21;0
09-19-2018 22:00:02;1
09-19-2018 22:00:04;7
09-19-2018 22:00:05;12
09-19-2018 22:00:06;18
09-19-2018 22:00:07;24
09-19-2018 22:00:08;29
09-19-2018 22:00:09;35
09-19-2018 22:00:10;40
09-19-2018 22:00:11;45
09-19-2018 22:00:12;51
09-19-2018 22:00:13;56
09-19-2018 22:00:14;62
09-19-2018 22:00:15;67
09-19-2018 22:00:16;72
09-19-2018 22:00:18;78
09-19-2018 22:00:19;83
09-19-2018 22:00:20;88
09-19-2018 22:00:21;93
09-19-2018 22:00:22;100
09-20-2018 00:00:02;94
09-20-2018 00:00:03;89
09-20-2018 00:00:04;84
09-20-2018 00:00:05;79
09-20-2018 00:00:07;74
09-20-2018 00:00:08;69
09-20-2018 00:00:09;63
09-20-2018 00:00:10;58
09-20-2018 00:00:11;53
09-20-2018 00:00:12;48
09-20-2018 00:00:13;43
09-20-2018 00:00:14;38
09-20-2018 00:00:15;33
09-20-2018 00:00:16;28
09-20-2018 00:00:17;23
09-20-2018 00:00:18;18
09-20-2018 00:00:19;13
09-20-2018 00:00:20;8
09-20-2018 00:00:21;4
09-20-2018 00:00:22;0
09-20-2018 10:02:48;1
09-20-2018 10:02:49;6
09-20-2018 10:02:50;12
09-20-2018 10:02:51;17
09-20-2018 10:02:53;22
09-20-2018 10:02:54;28
09-20-2018 10:02:55;33
09-20-2018 10:02:56;38
09-20-2018 10:02:57;44
09-20-2018 10:02:58;49
09-20-2018 10:02:59;54
09-20-2018 10:03:00;59
09-20-2018 10:03:01;65
09-20-2018 10:03:02;70
09-20-2018 10:03:03;75
09-20-2018 10:03:04;81
09-20-2018 10:03:05;86
09-20-2018 10:03:07;91
09-20-2018 10:03:08;100
09-20-2018 10:37:16;97
09-20-2018 10:37:17;92
09-20-2018 10:37:19;87
09-20-2018 10:37:20;82
09-20-2018 10:37:21;77
09-20-2018 10:37:22;72
09-20-2018 10:37:23;66
09-20-2018 10:37:24;61
09-20-2018 10:37:25;56
09-20-2018 10:37:26;51
09-20-2018 10:37:27;46
09-20-2018 10:37:28;41
09-20-2018 10:37:29;36
09-20-2018 10:37:30;31
09-20-2018 10:37:31;26
09-20-2018 10:37:32;21
09-20-2018 10:37:33;16
09-20-2018 10:37:34;11
09-20-2018 10:37:35;7
09-20-2018 10:37:36;2
09-20-2018 10:37:38;0
09-20-2018 10:45:55;4
09-20-2018 10:45:56;9
09-20-2018 10:45:57;15
09-20-2018 10:45:58;20
09-20-2018 10:45:59;25
09-20-2018 10:46:00;31
09-20-2018 10:46:01;36
09-20-2018 10:46:02;41
09-20-2018 10:46:03;46
09-20-2018 10:46:04;51
09-20-2018 10:46:06;57
09-20-2018 10:46:07;63
09-20-2018 10:46:08;68
09-20-2018 10:46:09;73
09-20-2018 10:46:10;78
09-20-2018 10:46:11;83
09-20-2018 10:46:12;88
09-20-2018 10:46:13;93
09-20-2018 10:46:14;100
09-20-2018 11:26:09;99
09-20-2018 11:26:10;93
09-20-2018 11:26:11;88
09-20-2018 11:26:12;83
09-20-2018 11:26:13;78
09-20-2018 11:26:14;73
09-20-2018 11:26:15;67
09-20-2018 11:26:16;62
09-20-2018 11:26:18;57
09-20-2018 11:26:19;52
09-20-2018 11:26:20;47
09-20-2018 11:26:21;42
09-20-2018 11:26:22;37
09-20-2018 11:26:23;32
09-20-2018 11:26:24;26
09-20-2018 11:26:25;22
09-20-2018 11:26:26;16
09-20-2018 11:26:27;12
09-20-2018 11:26:28;7
09-20-2018 11:26:29;2
09-20-2018 11:26:30;0
09-20-2018 12:12:38;1
09-20-2018 12:12:39;7
09-20-2018 12:12:41;12
09-20-2018 12:12:42;17
09-20-2018 12:12:43;22
09-20-2018 12:12:44;28
09-20-2018 12:12:45;33
09-20-2018 12:12:46;38
09-20-2018 12:12:47;44
09-20-2018 12:12:48;49
09-20-2018 12:12:49;54
09-20-2018 12:12:50;60
09-20-2018 12:12:51;65
09-20-2018 12:12:52;70
09-20-2018 12:12:53;75
09-20-2018 12:12:54;81
09-20-2018 12:12:55;86
09-20-2018 12:12:56;91
09-20-2018 12:12:58;100
09-20-2018 16:21:04;94
09-20-2018 16:21:05;89
09-20-2018 16:21:06;84
09-20-2018 16:21:07;78
