Time;Sun screening, Roof, Zone 31 - Rm. 3-2, South Office, Absolut position Sunscreening;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Ventilation mode;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Start pulse ventilation;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, NV Advance(TM) status
09-30-2018 14:11:44;0;3;0;30
09-30-2018 14:42:56;2;3;0;30
09-30-2018 14:42:57;7;3;0;30
09-30-2018 14:42:58;13;3;0;30
09-30-2018 14:42:59;18;3;0;30
09-30-2018 14:43:00;24;3;0;30
09-30-2018 14:43:01;29;3;0;30
09-30-2018 14:43:02;35;3;0;30
09-30-2018 14:43:03;40;3;0;30
09-30-2018 14:43:04;46;3;0;30
09-30-2018 14:43:05;51;3;0;30
09-30-2018 14:43:06;56;3;0;30
09-30-2018 14:43:07;61;3;0;30
09-30-2018 14:43:08;67;3;0;30
09-30-2018 14:43:09;72;3;0;30
09-30-2018 14:43:10;77;3;0;30
09-30-2018 14:43:12;82;3;0;30
09-30-2018 14:43:13;88;3;0;30
09-30-2018 14:43:14;93;3;0;30
09-30-2018 14:43:15;100;3;0;30
09-30-2018 17:35:04;94;3;0;30
09-30-2018 17:35:05;89;3;0;30
09-30-2018 17:35:06;83;3;0;30
09-30-2018 17:35:08;78;3;0;30
09-30-2018 17:35:09;73;3;0;30
09-30-2018 17:35:10;67;3;0;30
09-30-2018 17:35:11;62;3;0;30
09-30-2018 17:35:12;56;3;0;30
09-30-2018 17:35:13;51;3;0;30
09-30-2018 17:35:14;45;3;0;30
09-30-2018 17:35:15;40;3;0;30
09-30-2018 17:35:16;34;3;0;30
09-30-2018 17:35:17;29;3;0;30
09-30-2018 17:35:18;24;3;0;30
09-30-2018 17:35:19;19;3;0;30
09-30-2018 17:35:20;13;3;0;30
09-30-2018 17:35:21;8;3;0;30
09-30-2018 17:35:22;3;3;0;30
09-30-2018 17:35:23;0;3;0;30
09-30-2018 22:00:00;0;5;0;30
09-30-2018 22:00:01;0;5;0;50
09-30-2018 22:00:03;5;5;0;50
09-30-2018 22:00:04;10;5;0;50
09-30-2018 22:00:05;16;5;0;50
09-30-2018 22:00:06;22;5;0;50
09-30-2018 22:00:07;27;5;0;50
09-30-2018 22:00:08;33;5;0;50
09-30-2018 22:00:09;38;5;0;50
09-30-2018 22:00:10;44;5;0;50
09-30-2018 22:00:12;49;5;0;50
09-30-2018 22:00:13;55;5;0;50
09-30-2018 22:00:14;60;5;0;50
09-30-2018 22:00:15;66;5;0;50
09-30-2018 22:00:16;71;5;0;50
09-30-2018 22:00:17;76;5;0;50
09-30-2018 22:00:18;82;5;0;50
09-30-2018 22:00:19;87;5;0;50
09-30-2018 22:00:20;92;5;0;50
09-30-2018 22:00:21;100;5;0;50
10-01-2018;100;5;-1;50
10-01-2018 00:00:01;100;5;0;50
10-01-2018 00:00:02;94;5;0;50
10-01-2018 00:00:03;89;5;0;50
10-01-2018 00:00:04;84;5;0;50
10-01-2018 00:00:05;78;5;0;50
10-01-2018 00:00:06;73;5;0;50
10-01-2018 00:00:07;68;5;0;50
10-01-2018 00:00:09;62;5;0;50
10-01-2018 00:00:10;57;5;0;50
10-01-2018 00:00:11;51;5;0;50
10-01-2018 00:00:12;47;5;0;50
10-01-2018 00:00:13;42;5;0;50
10-01-2018 00:00:14;36;5;0;50
10-01-2018 00:00:15;31;5;0;50
10-01-2018 00:00:16;27;5;0;50
10-01-2018 00:00:17;22;5;0;50
10-01-2018 00:00:18;16;5;0;50
10-01-2018 00:00:19;12;5;0;50
10-01-2018 00:00:20;7;5;0;50
10-01-2018 00:00:21;1;5;0;50
10-01-2018 00:00:22;0;5;0;50
10-01-2018 02:10:00;0;5;0;50
10-01-2018 02:10:01;0;5;0;50
10-01-2018 03:00:01;0;5;0;50
10-01-2018 04:00:00;0;5;-1;50
10-01-2018 04:00:01;0;5;0;50
10-01-2018 05:00:00;0;5;-1;50
10-01-2018 05:00:01;0;5;0;50
10-01-2018 05:00:32;0;5;0;12
10-01-2018 05:03:18;0;5;0;50
10-01-2018 06:00:00;0;4;-1;50
10-01-2018 06:00:00;0;4;-1;50
10-01-2018 06:00:01;0;4;-1;31
10-01-2018 06:00:01;0;4;-1;31
10-01-2018 12:47:07;0;4;-1;40
10-01-2018 13:00:01;0;4;0;40
10-01-2018 14:09:58;0;4;0;12
10-01-2018 14:10:46;0;4;0;31
10-16-2018 17:52:05;18;4;0;31
10-16-2018 17:52:06;23;4;0;31
10-16-2018 17:52:07;28;4;0;31
10-16-2018 17:52:08;34;4;0;31
10-16-2018 17:52:09;40;4;0;31
10-16-2018 17:52:10;45;4;0;31
10-16-2018 17:52:11;51;4;0;31
10-16-2018 17:52:12;56;4;0;31
10-16-2018 17:52:13;62;4;0;31
10-16-2018 17:52:14;67;4;0;31
10-16-2018 17:52:15;73;4;0;31
10-16-2018 17:52:16;78;4;0;31
10-16-2018 17:52:17;84;4;0;31
10-16-2018 17:52:18;89;4;0;31
10-16-2018 17:52:19;94;4;0;31
10-16-2018 17:52:20;100;4;0;31
10-16-2018 17:52:30;100;4;0;50
10-16-2018 17:53:00;100;4;0;50
10-16-2018 17:53:01;100;4;0;31
10-16-2018 19:00:00;100;4;-1;31
10-16-2018 19:03:02;100;4;0;31
10-16-2018 20:00:00;100;4;-1;31
10-16-2018 22:00:00;100;5;-1;31
10-16-2018 22:00:01;100;5;0;50
10-16-2018 22:51:17;100;5;0;12
10-16-2018 22:51:22;100;5;0;12
10-16-2018 22:52:01;1;5;0;12
10-16-2018 22:52:03;6;5;0;12
10-16-2018 22:52:04;12;5;0;12
10-16-2018 23:00:00;12;5;-1;12
10-16-2018 23:00:01;12;5;0;12
10-17-2018;12;5;-1;12
10-17-2018 00:00:01;12;5;0;12
10-17-2018 00:00:02;98;5;0;12
10-17-2018 00:00:03;93;5;0;12
10-17-2018 00:00:04;88;5;0;12
10-17-2018 00:00:05;82;5;0;12
10-17-2018 00:00:06;77;5;0;12
10-17-2018 00:00:07;72;5;0;12
10-17-2018 00:00:08;66;5;0;12
10-17-2018 00:00:09;61;5;0;12
10-17-2018 00:00:10;56;5;0;12
10-17-2018 00:00:11;51;5;0;12
10-17-2018 00:00:12;46;5;0;12
10-17-2018 00:00:13;40;5;0;12
10-17-2018 00:00:14;35;5;0;12
10-17-2018 00:00:15;30;5;0;12
10-17-2018 00:00:17;25;5;0;12
10-17-2018 00:00:18;20;5;0;12
10-17-2018 00:00:19;15;5;0;12
10-17-2018 00:00:20;10;5;0;12
10-17-2018 00:00:21;5;5;0;12
10-17-2018 00:00:22;0;5;0;12
10-17-2018 01:00:00;0;5;-1;12
10-17-2018 01:00:01;0;5;0;12
10-17-2018 02:00:00;0;5;-1;12
10-17-2018 02:39:00;0;5;-1;12
10-17-2018 02:39:01;0;5;-1;50
10-17-2018 03:00:00;0;5;-1;50
10-17-2018 03:00:01;0;5;0;50
10-17-2018 04:00:00;0;5;-1;50
10-17-2018 04:00:01;0;5;0;50
10-17-2018 05:00:00;0;5;-1;50
10-17-2018 05:00:01;0;5;0;50
10-17-2018 06:00:00;0;4;-1;50
10-17-2018 06:00:01;0;4;-1;31
10-17-2018 07:00:01;0;4;0;12
10-17-2018 07:01:00;0;4;0;12
10-17-2018 07:03:51;0;4;0;31
10-17-2018 10:00:01;0;4;0;31
10-17-2018 10:16:54;0;4;0;31
10-17-2018 11:00:00;0;4;-1;31
10-17-2018 13:07:00;0;8;-1;31
10-17-2018 13:07:01;0;8;-1;80
10-17-2018 14:13:17;0;8;-1;12
10-17-2018 17:03:03;0;8;0;12
10-17-2018 18:00:00;0;8;-1;12
10-17-2018 18:03:03;0;8;0;12
10-17-2018 19:00:00;0;8;-1;12
10-17-2018 20:00:00;0;1;-1;12
10-17-2018 20:00:01;0;1;0;10
10-17-2018 21:00:00;0;1;-1;10
10-17-2018 21:00:01;0;1;0;10
10-17-2018 23:00:00;0;1;-1;10
10-17-2018 23:00:01;0;1;0;10
10-18-2018;0;1;-1;10
10-18-2018 00:00:01;0;1;0;10
10-18-2018 01:00:00;0;1;-1;10
10-18-2018 01:00:01;0;1;0;10
10-18-2018 02:00:00;0;1;-1;10
10-18-2018 03:23:00;0;1;-1;10
10-18-2018 03:23:01;0;1;-1;10
10-18-2018 04:00:01;0;1;0;10
10-18-2018 05:00:00;0;1;-1;10
10-18-2018 05:00:01;0;1;0;10
10-18-2018 06:00:00;0;8;-1;10
10-18-2018 06:00:01;0;8;-1;80
10-18-2018 07:00:01;0;8;0;12
10-18-2018 07:01:00;0;8;0;12
10-18-2018 07:03:22;0;8;0;80
10-18-2018 08:00:00;0;8;-1;80
10-18-2018 14:13:27;0;8;-1;12
10-18-2018 14:17:28;0;8;-1;80
10-22-2018 14:18:24;0;8;-1;12
10-22-2018 14:18:27;0;4;-1;12
10-22-2018 14:19:00;0;8;-1;12
10-22-2018 14:20:27;0;8;-1;80
10-22-2018 15:00:00;0;8;-1;80
10-22-2018 15:00:01;0;8;0;80
10-22-2018 16:00:00;0;8;-1;80
10-22-2018 20:00:00;0;1;-1;80
10-22-2018 20:00:01;0;1;0;10
10-22-2018 21:00:00;0;1;-1;10
10-22-2018 21:00:01;0;1;0;10
10-22-2018 22:00:02;1;1;0;10
10-22-2018 22:00:03;7;1;0;10
10-22-2018 22:00:04;12;1;0;10
10-22-2018 22:00:05;17;1;0;10
10-22-2018 22:00:06;23;1;0;10
10-22-2018 22:00:07;28;1;0;10
10-22-2018 22:00:08;33;1;0;10
10-22-2018 22:00:09;39;1;0;10
10-22-2018 22:00:10;44;1;0;10
10-22-2018 22:00:11;49;1;0;10
10-22-2018 22:00:12;54;1;0;10
10-22-2018 22:00:13;60;1;0;10
10-22-2018 22:00:14;65;1;0;10
10-22-2018 22:00:15;70;1;0;10
10-22-2018 22:00:16;75;1;0;10
10-22-2018 22:00:17;81;1;0;10
10-22-2018 22:00:18;86;1;0;10
10-22-2018 22:00:20;91;1;0;10
10-22-2018 22:00:20;100;1;0;10
10-22-2018 23:00:00;100;1;-1;10
10-22-2018 23:00:01;100;1;0;10
10-23-2018;100;1;-1;10
10-23-2018 00:00:01;100;1;0;10
10-23-2018 00:00:02;95;1;0;10
10-23-2018 00:00:03;90;1;0;10
10-23-2018 00:00:04;85;1;0;10
10-23-2018 00:00:05;80;1;0;10
10-23-2018 00:00:06;75;1;0;10
10-23-2018 00:00:07;69;1;0;10
10-23-2018 00:00:08;64;1;0;10
10-23-2018 00:00:09;59;1;0;10
10-23-2018 00:00:10;54;1;0;10
10-23-2018 00:00:11;49;1;0;10
10-23-2018 00:00:12;44;1;0;10
10-23-2018 00:00:13;39;1;0;10
10-23-2018 00:00:15;34;1;0;10
10-23-2018 00:00:16;29;1;0;10
10-23-2018 00:00:17;24;1;0;10
10-23-2018 00:00:18;19;1;0;10
10-23-2018 00:00:19;14;1;0;10
10-23-2018 00:00:20;10;1;0;10
10-23-2018 00:00:21;5;1;0;10
10-23-2018 00:00:22;0;1;0;10
10-23-2018 01:00:00;0;1;-1;10
10-23-2018 01:00:01;0;1;0;10
10-23-2018 02:00:00;0;1;-1;10
10-23-2018 02:00:01;0;1;0;10
10-23-2018 03:00:00;0;1;-1;10
10-23-2018 03:00:01;0;1;0;10
10-23-2018 04:00:00;0;1;-1;10
10-23-2018 04:00:01;0;1;0;10
10-23-2018 05:00:00;0;1;-1;10
10-23-2018 05:00:01;0;1;0;10
10-23-2018 06:00:00;0;8;-1;10
10-23-2018 06:00:01;0;8;-1;80
10-23-2018 09:58:11;2;8;-1;80
10-23-2018 09:58:12;7;8;-1;80
10-23-2018 09:58:13;13;8;-1;80
10-23-2018 09:58:14;18;8;-1;80
10-23-2018 09:58:15;23;8;-1;80
10-23-2018 09:58:16;29;8;-1;80
10-23-2018 09:58:17;34;8;-1;80
10-23-2018 09:58:18;40;8;-1;80
10-23-2018 09:58:19;45;8;-1;80
10-23-2018 09:58:20;50;8;-1;80
10-23-2018 09:58:21;56;8;-1;80
10-23-2018 09:58:22;61;8;-1;80
10-23-2018 09:58:23;66;8;-1;80
10-23-2018 09:58:24;71;8;-1;80
10-23-2018 09:58:25;76;8;-1;80
10-23-2018 09:58:26;81;8;-1;80
10-23-2018 09:58:27;87;8;-1;80
10-23-2018 09:58:28;92;8;-1;80
10-23-2018 09:58:30;100;8;-1;80
10-23-2018 11:13:18;97;8;-1;80
10-23-2018 11:13:19;92;8;-1;80
10-23-2018 11:13:20;86;8;-1;80
10-23-2018 11:13:21;81;8;-1;80
10-23-2018 11:13:22;76;8;-1;80
10-23-2018 11:13:23;71;8;-1;80
10-23-2018 11:13:24;66;8;-1;80
10-23-2018 11:13:25;60;8;-1;80
10-23-2018 11:13:26;55;8;-1;80
10-23-2018 11:13:27;50;8;-1;80
10-23-2018 11:13:28;45;8;-1;80
10-23-2018 11:13:29;40;8;-1;80
10-23-2018 11:13:30;34;8;-1;80
10-23-2018 11:13:31;29;8;-1;80
10-23-2018 11:13:32;24;8;-1;80
10-23-2018 11:13:33;19;8;-1;80
10-23-2018 11:13:34;14;8;-1;80
10-23-2018 11:13:35;10;8;-1;80
10-23-2018 11:13:37;4;8;-1;80
10-23-2018 11:13:38;0;8;-1;80
10-23-2018 12:03:03;0;8;0;80
10-23-2018 12:24:48;4;8;0;80
10-23-2018 12:24:49;10;8;0;80
10-23-2018 12:24:50;15;8;0;80
10-23-2018 12:24:51;20;8;0;80
10-23-2018 12:24:52;26;8;0;80
10-23-2018 12:24:53;31;8;0;80
10-23-2018 12:24:54;37;8;0;80
10-23-2018 12:24:55;42;8;0;80
10-23-2018 12:24:56;47;8;0;80
10-23-2018 12:24:57;52;8;0;80
10-23-2018 12:24:59;58;8;0;80
10-23-2018 12:25:00;64;8;0;80
10-23-2018 12:25:01;69;8;0;80
10-23-2018 12:25:02;74;8;0;80
10-23-2018 12:25:03;79;8;0;80
10-23-2018 12:25:04;84;8;0;80
10-23-2018 12:25:05;90;8;0;80
10-23-2018 12:25:06;95;8;0;80
10-23-2018 12:25:07;100;8;0;80
10-23-2018 12:33:58;96;8;0;80
10-23-2018 12:33:59;91;8;0;80
10-23-2018 12:34:00;86;8;0;80
10-23-2018 12:34:01;81;8;0;80
10-23-2018 12:34:02;76;8;0;80
10-23-2018 12:34:03;71;8;0;80
10-23-2018 12:34:04;66;8;0;80
10-23-2018 12:34:05;60;8;0;80
10-23-2018 12:34:06;55;8;0;80
10-23-2018 12:34:07;50;8;0;80
10-23-2018 12:34:08;45;8;0;80
10-23-2018 12:34:09;40;8;0;80
10-23-2018 12:34:10;35;8;0;80
10-23-2018 12:34:11;30;8;0;80
10-23-2018 12:34:12;25;8;0;80
10-23-2018 12:34:13;20;8;0;80
10-23-2018 12:34:14;16;8;0;80
10-23-2018 12:34:15;11;8;0;80
10-23-2018 12:34:16;6;8;0;80
10-23-2018 12:34:17;1;8;0;80
10-23-2018 12:34:18;0;8;0;80
10-23-2018 13:00:00;0;8;-1;80
10-23-2018 13:03:03;0;8;0;80
10-23-2018 13:31:49;1;8;0;80
10-23-2018 13:31:50;7;8;0;80
10-23-2018 13:31:51;12;8;0;80
10-23-2018 13:31:52;18;8;0;80
10-23-2018 13:31:53;23;8;0;80
10-23-2018 13:31:54;28;8;0;80
10-23-2018 13:31:55;34;8;0;80
10-23-2018 13:31:56;39;8;0;80
10-23-2018 13:31:57;44;8;0;80
10-23-2018 13:31:58;49;8;0;80
10-23-2018 13:31:59;55;8;0;80
10-23-2018 13:32:00;60;8;0;80
10-23-2018 13:32:01;66;8;0;80
10-23-2018 13:32:02;71;8;0;80
10-23-2018 13:32:03;76;8;0;80
10-23-2018 13:32:04;81;8;0;80
10-23-2018 13:32:05;86;8;0;80
10-23-2018 13:32:06;91;8;0;80
10-23-2018 13:32:07;100;8;0;80
10-23-2018 13:45:35;96;8;0;80
10-23-2018 13:45:36;91;8;0;80
10-23-2018 13:45:37;86;8;0;80
10-23-2018 13:45:38;81;8;0;80
10-23-2018 13:45:39;75;8;0;80
10-23-2018 13:45:40;70;8;0;80
10-23-2018 13:45:41;65;8;0;80
10-23-2018 13:45:42;60;8;0;80
10-23-2018 13:45:43;55;8;0;80
10-23-2018 13:45:44;50;8;0;80
10-23-2018 13:45:45;45;8;0;80
10-23-2018 13:45:46;40;8;0;80
10-23-2018 13:45:47;35;8;0;80
10-23-2018 13:45:48;30;8;0;80
10-23-2018 13:45:49;25;8;0;80
10-23-2018 13:45:50;20;8;0;80
10-23-2018 13:45:51;16;8;0;80
10-23-2018 13:45:52;10;8;0;80
10-23-2018 13:45:53;5;8;0;80
10-23-2018 13:45:54;1;8;0;80
10-23-2018 13:45:55;0;8;0;80
10-23-2018 14:00:00;0;8;-1;80
10-23-2018 14:03:03;0;8;0;80
10-23-2018 15:00:00;0;8;-1;80
10-23-2018 15:03:03;0;8;0;80
10-23-2018 16:00:00;0;8;-1;80
10-23-2018 16:03:03;0;8;0;80
10-23-2018 17:00:00;0;8;-1;80
10-23-2018 17:03:03;0;8;0;80
10-23-2018 18:00:00;0;8;-1;80
10-23-2018 18:03:03;0;8;0;80
10-23-2018 19:00:00;0;8;-1;80
10-23-2018 19:03:03;0;8;0;80
10-23-2018 20:00:00;0;1;-1;80
10-23-2018 20:00:01;0;1;0;10
10-23-2018 21:00:00;0;1;-1;10
10-23-2018 21:00:01;0;1;0;10
10-23-2018 22:00:02;3;1;0;10
10-23-2018 22:00:03;9;1;0;10
10-23-2018 22:00:04;14;1;0;10
10-23-2018 22:00:05;19;1;0;10
10-23-2018 22:00:06;25;1;0;10
10-23-2018 22:00:07;30;1;0;10
10-23-2018 22:00:08;35;1;0;10
10-23-2018 22:00:09;41;1;0;10
10-23-2018 22:00:10;46;1;0;10
10-23-2018 22:00:11;51;1;0;10
10-23-2018 22:00:12;56;1;0;10
10-23-2018 22:00:13;62;1;0;10
10-23-2018 22:00:14;66;1;0;10
10-23-2018 22:00:15;72;1;0;10
10-23-2018 22:00:16;77;1;0;10
10-23-2018 22:00:17;82;1;0;10
10-23-2018 22:00:20;93;1;0;10
10-23-2018 22:00:21;100;1;0;10
10-23-2018 23:00:00;100;1;-1;10
10-23-2018 23:00:01;100;1;0;10
10-24-2018;100;1;-1;10
10-24-2018 00:00:01;100;1;0;10
10-24-2018 00:00:02;96;1;0;10
10-24-2018 00:00:03;90;1;0;10
10-24-2018 00:00:04;85;1;0;10
10-24-2018 00:00:05;80;1;0;10
10-24-2018 00:00:06;75;1;0;10
10-24-2018 00:00:07;70;1;0;10
10-24-2018 00:00:08;64;1;0;10
10-24-2018 00:00:09;59;1;0;10
10-24-2018 00:00:10;54;1;0;10
10-24-2018 00:00:11;49;1;0;10
10-24-2018 00:00:12;44;1;0;10
10-24-2018 00:00:13;39;1;0;10
10-24-2018 00:00:14;34;1;0;10
10-24-2018 00:00:15;29;1;0;10
10-24-2018 00:00:16;24;1;0;10
10-24-2018 00:00:17;19;1;0;10
10-24-2018 00:00:18;14;1;0;10
10-24-2018 00:00:20;9;1;0;10
10-24-2018 00:00:21;5;1;0;10
10-24-2018 00:00:22;0;1;0;10
10-24-2018 01:00:00;0;1;-1;10
10-24-2018 01:00:01;0;1;0;10
10-24-2018 02:00:00;0;1;-1;10
10-24-2018 02:00:01;0;1;0;10
10-24-2018 03:00:00;0;1;-1;10
10-24-2018 03:00:01;0;1;0;10
10-24-2018 04:00:00;0;1;-1;10
10-24-2018 04:00:01;0;1;0;10
10-24-2018 05:00:00;0;1;-1;10
10-24-2018 05:00:01;0;1;0;10
10-24-2018 06:00:00;0;8;-1;10
10-24-2018 06:00:01;0;8;-1;80
10-24-2018 17:46:22;0;8;-1;12
10-24-2018 17:47:34;0;8;-1;80
10-24-2018 18:03:02;0;8;0;80
10-24-2018 19:00:00;0;8;-1;80
10-24-2018 19:39:40;2;8;-1;80
10-24-2018 19:39:41;8;8;-1;80
10-24-2018 19:39:42;13;8;-1;80
10-24-2018 19:39:43;19;8;-1;80
10-24-2018 19:39:44;24;8;-1;80
10-24-2018 19:39:45;29;8;-1;80
10-24-2018 19:39:46;35;8;-1;80
10-24-2018 19:39:47;40;8;-1;80
10-24-2018 19:39:48;45;8;-1;80
10-24-2018 19:39:49;50;8;-1;80
10-24-2018 19:39:50;56;8;-1;80
10-24-2018 19:39:51;61;8;-1;80
10-24-2018 19:39:52;66;8;-1;80
10-24-2018 19:39:53;71;8;-1;80
10-24-2018 19:39:54;76;8;-1;80
10-24-2018 19:39:55;81;8;-1;80
10-24-2018 19:39:56;87;8;-1;80
10-24-2018 19:39:57;92;8;-1;80
10-24-2018 19:39:58;100;8;-1;80
10-24-2018 19:56:48;96;8;-1;80
10-24-2018 19:56:49;91;8;-1;80
10-24-2018 19:56:50;85;8;-1;80
10-24-2018 19:56:51;80;8;-1;80
10-24-2018 19:56:52;75;8;-1;80
10-24-2018 19:56:53;69;8;-1;80
10-24-2018 19:56:54;64;8;-1;80
10-24-2018 19:56:55;59;8;-1;80
10-24-2018 19:56:56;54;8;-1;80
10-24-2018 19:56:57;49;8;-1;80
10-24-2018 19:56:58;44;8;-1;80
10-24-2018 19:56:59;38;8;-1;80
10-24-2018 19:57:00;34;8;-1;80
10-24-2018 19:57:01;28;8;-1;80
10-24-2018 19:57:02;23;8;-1;80
10-24-2018 19:57:03;19;8;-1;80
10-24-2018 19:57:04;13;8;-1;80
10-24-2018 19:57:06;8;8;-1;80
10-24-2018 19:57:07;4;8;-1;80
10-24-2018 19:57:08;0;8;-1;80
10-24-2018 20:00:00;0;1;-1;80
10-24-2018 20:00:01;0;1;0;10
10-24-2018 20:00:52;0;1;-1;10
10-24-2018 20:00:53;0;1;0;10
10-24-2018 20:36:28;1;1;0;10
10-24-2018 20:36:29;7;1;0;10
10-24-2018 20:36:30;12;1;0;10
10-24-2018 20:36:31;18;1;0;10
10-24-2018 20:36:32;23;1;0;10
10-24-2018 20:36:33;28;1;0;10
10-24-2018 20:36:34;34;1;0;10
10-24-2018 20:36:35;39;1;0;10
10-24-2018 20:36:36;45;1;0;10
10-24-2018 20:36:37;50;1;0;10
10-24-2018 20:36:38;55;1;0;10
10-24-2018 20:36:39;60;1;0;10
10-24-2018 20:36:40;65;1;0;10
10-24-2018 20:36:41;71;1;0;10
10-24-2018 20:36:42;76;1;0;10
10-24-2018 20:36:43;81;1;0;10
10-24-2018 20:36:44;86;1;0;10
10-24-2018 20:36:45;91;1;0;10
10-24-2018 20:36:46;100;1;0;10
10-24-2018 20:55:38;98;1;0;10
10-24-2018 20:55:39;93;1;0;10
10-24-2018 20:55:40;87;1;0;10
10-24-2018 20:55:41;82;1;0;10
10-24-2018 20:55:42;77;1;0;10
10-24-2018 20:55:43;72;1;0;10
10-24-2018 20:55:44;66;1;0;10
10-24-2018 20:55:45;61;1;0;10
10-24-2018 20:55:46;56;1;0;10
10-24-2018 20:55:47;51;1;0;10
10-24-2018 20:55:48;46;1;0;10
10-24-2018 20:55:49;41;1;0;10
10-24-2018 20:55:50;36;1;0;10
10-24-2018 20:55:51;31;1;0;10
10-24-2018 20:55:52;26;1;0;10
10-24-2018 20:55:53;21;1;0;10
10-24-2018 20:55:54;16;1;0;10
10-24-2018 20:55:55;11;1;0;10
10-24-2018 20:55:56;6;1;0;10
10-24-2018 20:55:57;1;1;0;10
10-24-2018 20:55:58;0;1;0;10
10-24-2018 21:00:00;0;1;-1;10
10-24-2018 21:00:00;0;1;-1;10
10-24-2018 21:00:01;0;1;0;10
10-24-2018 21:00:01;0;1;0;10
10-24-2018 21:20:24;2;1;0;10
10-24-2018 21:20:25;7;1;0;10
10-24-2018 21:20:26;13;1;0;10
10-24-2018 21:20:27;18;1;0;10
10-24-2018 21:20:28;23;1;0;10
10-24-2018 21:20:29;29;1;0;10
10-24-2018 21:20:30;34;1;0;10
10-24-2018 21:20:31;39;1;0;10
10-24-2018 21:20:32;45;1;0;10
10-24-2018 21:20:33;50;1;0;10
10-24-2018 21:20:34;55;1;0;10
10-24-2018 21:20:35;60;1;0;10
10-24-2018 21:20:36;66;1;0;10
10-24-2018 21:20:37;71;1;0;10
10-24-2018 21:20:38;76;1;0;10
10-24-2018 21:20:39;81;1;0;10
10-24-2018 21:20:40;86;1;0;10
10-24-2018 21:20:41;91;1;0;10
10-24-2018 21:20:42;100;1;0;10
10-24-2018 22:00:02;2;1;0;10
10-24-2018 22:00:03;8;1;0;10
10-24-2018 22:00:04;13;1;0;10
10-24-2018 22:00:05;19;1;0;10
10-24-2018 22:00:06;24;1;0;10
10-24-2018 22:00:07;29;1;0;10
10-24-2018 22:00:08;34;1;0;10
10-24-2018 22:00:09;40;1;0;10
10-24-2018 22:00:10;45;1;0;10
10-24-2018 22:00:11;50;1;0;10
10-24-2018 22:00:12;56;1;0;10
10-24-2018 22:00:13;60;1;0;10
10-24-2018 22:00:14;66;1;0;10
10-24-2018 22:00:15;71;1;0;10
10-24-2018 22:00:16;76;1;0;10
10-24-2018 22:00:17;81;1;0;10
10-24-2018 22:00:18;87;1;0;10
10-24-2018 22:00:19;92;1;0;10
10-24-2018 22:00:20;100;1;0;10
10-24-2018 23:00:00;100;1;-1;10
10-24-2018 23:00:00;100;1;-1;10
10-24-2018 23:00:01;100;1;0;10
10-24-2018 23:00:01;100;1;0;10
10-25-2018;100;1;-1;10
10-25-2018;100;1;-1;10
10-25-2018 00:00:01;100;1;0;10
10-25-2018 00:00:01;100;1;0;10
10-25-2018 00:00:01;98;1;0;10
10-25-2018 00:00:01;99;1;0;10
10-25-2018 00:00:02;93;1;0;10
10-25-2018 00:00:03;93;1;0;10
10-25-2018 00:00:03;87;1;0;10
10-25-2018 00:00:04;89;1;0;10
10-25-2018 00:00:05;83;1;0;10
10-25-2018 00:00:05;82;1;0;10
10-25-2018 00:00:06;77;1;0;10
10-25-2018 00:00:06;78;1;0;10
10-25-2018 00:00:07;72;1;0;10
10-25-2018 00:00:07;73;1;0;10
10-25-2018 00:00:08;67;1;0;10
10-25-2018 00:00:08;68;1;0;10
10-25-2018 00:00:09;62;1;0;10
10-25-2018 00:00:09;63;1;0;10
10-25-2018 00:00:10;56;1;0;10
10-25-2018 00:00:10;57;1;0;10
10-25-2018 00:00:11;51;1;0;10
10-25-2018 00:00:11;52;1;0;10
10-25-2018 00:00:12;46;1;0;10
10-25-2018 00:00:12;47;1;0;10
10-25-2018 00:00:13;41;1;0;10
10-25-2018 00:00:13;42;1;0;10
10-25-2018 00:00:14;36;1;0;10
10-25-2018 00:00:14;37;1;0;10
10-25-2018 00:00:15;31;1;0;10
10-25-2018 00:00:15;32;1;0;10
10-25-2018 00:00:16;26;1;0;10
10-25-2018 00:00:16;27;1;0;10
10-25-2018 00:00:17;21;1;0;10
10-25-2018 00:00:17;22;1;0;10
10-25-2018 00:00:18;16;1;0;10
10-25-2018 00:00:18;17;1;0;10
10-25-2018 00:00:19;12;1;0;10
10-25-2018 00:00:19;12;1;0;10
10-25-2018 00:00:20;7;1;0;10
10-25-2018 00:00:20;7;1;0;10
10-25-2018 00:00:21;2;1;0;10
10-25-2018 00:00:21;2;1;0;10
10-25-2018 00:00:22;0;1;0;10
10-25-2018 00:00:22;0;1;0;10
10-25-2018 01:00:00;0;1;-1;10
10-25-2018 01:00:01;0;1;0;10
10-25-2018 02:00:00;0;1;-1;10
10-25-2018 02:38:00;0;1;-1;10
10-25-2018 02:38:01;0;1;-1;10
10-25-2018 03:00:00;0;1;-1;10
10-25-2018 03:00:01;0;1;0;10
10-25-2018 04:00:00;0;1;-1;10
10-25-2018 04:00:01;0;1;0;10
10-25-2018 05:00:00;0;1;-1;10
10-25-2018 05:00:01;0;1;0;10
10-25-2018 06:00:00;0;8;-1;10
10-25-2018 06:00:01;0;8;-1;80
10-25-2018 07:00:01;0;8;0;12
