Time;Sun screening, Roof, Zone 31 - Rm. 3-2, South Office, Absolut position Sunscreening;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Ventilation mode;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Start pulse ventilation;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, NV Advance(TM) status
09-05-2018 17:28:50;8;4;0;40
09-05-2018 17:28:51;3;4;0;40
09-05-2018 17:28:52;0;4;0;40
09-05-2018 19:00:00;0;4;-1;40
09-05-2018 19:00:01;0;4;0;40
09-05-2018 20:00:00;0;4;-1;40
09-05-2018 20:00:01;0;4;0;40
09-05-2018 21:00:00;0;4;-1;40
09-05-2018 21:00:01;0;4;0;40
09-05-2018 22:00:00;0;5;-1;40
09-05-2018 22:00:01;0;5;0;50
09-05-2018 22:00:03;3;5;0;50
09-05-2018 22:00:04;9;5;0;50
09-05-2018 22:00:06;15;5;0;50
09-05-2018 22:00:07;20;5;0;50
09-05-2018 22:00:08;26;5;0;50
09-05-2018 22:00:09;32;5;0;50
09-05-2018 22:00:10;37;5;0;50
09-05-2018 22:00:11;43;5;0;50
09-05-2018 22:00:12;49;5;0;50
09-05-2018 22:00:13;54;5;0;50
09-05-2018 22:00:14;60;5;0;50
09-05-2018 22:00:16;66;5;0;50
09-05-2018 22:00:17;71;5;0;50
09-05-2018 22:00:18;77;5;0;50
09-05-2018 22:00:19;82;5;0;50
09-05-2018 22:00:20;88;5;0;50
09-05-2018 22:00:21;94;5;0;50
09-05-2018 22:00:22;100;5;0;50
09-05-2018 23:00:00;100;5;-1;50
09-05-2018 23:00:01;100;5;0;50
09-06-2018;100;5;-1;50
09-06-2018 00:00:01;100;5;0;50
09-06-2018 00:00:02;94;5;0;50
09-06-2018 00:00:03;89;5;0;50
09-06-2018 00:00:04;83;5;0;50
09-06-2018 00:00:05;78;5;0;50
09-06-2018 00:00:06;72;5;0;50
09-06-2018 00:00:08;67;5;0;50
09-06-2018 00:00:09;62;5;0;50
09-06-2018 00:00:10;56;5;0;50
09-06-2018 00:00:11;51;5;0;50
09-06-2018 00:00:12;46;5;0;50
09-06-2018 00:00:13;41;5;0;50
09-06-2018 00:00:14;35;5;0;50
09-06-2018 00:00:15;30;5;0;50
09-06-2018 00:00:16;25;5;0;50
09-06-2018 00:00:17;20;5;0;50
09-06-2018 00:00:18;15;5;0;50
09-06-2018 00:00:19;10;5;0;50
09-06-2018 00:00:20;4;5;0;50
09-06-2018 00:00:21;0;5;0;50
09-06-2018 01:00:00;0;5;-1;50
09-06-2018 01:00:01;0;5;0;50
09-06-2018 03:00:00;0;5;-1;50
09-06-2018 03:00:01;0;5;0;50
09-06-2018 04:00:00;0;5;-1;50
09-06-2018 04:00:01;0;5;0;50
09-06-2018 05:00:00;0;5;-1;50
09-06-2018 05:00:01;0;5;0;50
09-06-2018 06:00:00;0;4;-1;50
09-06-2018 06:00:01;0;4;0;40
09-06-2018 07:00:00;0;4;-1;40
09-06-2018 07:00:01;0;4;0;40
09-06-2018 08:00:00;0;4;-1;40
09-06-2018 08:00:01;0;4;0;40
09-06-2018 09:00:00;0;4;-1;40
09-06-2018 09:00:01;0;4;0;40
09-06-2018 10:11:41;4;4;0;40
09-06-2018 10:11:42;9;4;0;40
09-06-2018 10:11:43;15;4;0;40
09-06-2018 10:11:44;20;4;0;40
09-06-2018 10:11:45;25;4;0;40
09-06-2018 10:11:46;31;4;0;40
09-06-2018 10:11:47;36;4;0;40
09-06-2018 10:11:48;42;4;0;40
09-06-2018 10:11:49;47;4;0;40
09-06-2018 10:11:50;53;4;0;40
09-06-2018 10:11:51;58;4;0;40
09-06-2018 10:11:52;63;4;0;40
09-06-2018 10:11:53;69;4;0;40
09-06-2018 10:11:54;74;4;0;40
09-06-2018 10:11:56;80;4;0;40
09-06-2018 10:11:57;85;4;0;40
09-06-2018 10:11:58;90;4;0;40
09-06-2018 10:11:59;100;4;0;40
09-06-2018 11:00:00;100;4;-1;40
09-06-2018 11:00:01;100;4;0;40
09-06-2018 12:00:00;100;4;-1;40
09-06-2018 12:00:01;100;4;0;40
09-06-2018 13:00:00;100;4;-1;40
09-06-2018 13:00:01;100;4;0;40
09-06-2018 14:00:00;100;4;-1;40
09-06-2018 14:00:01;100;4;0;40
09-06-2018 15:00:00;100;4;-1;40
09-06-2018 15:00:01;100;4;0;40
09-06-2018 16:00:00;100;4;-1;40
09-06-2018 16:00:01;100;4;0;40
09-06-2018 16:03:58;97;4;0;40
09-06-2018 16:03:59;91;4;0;40
09-06-2018 16:04:00;86;4;0;40
09-06-2018 16:04:01;80;4;0;40
09-06-2018 16:04:02;75;4;0;40
09-06-2018 16:04:03;69;4;0;40
09-06-2018 16:04:04;63;4;0;40
09-06-2018 16:04:05;57;4;0;40
09-06-2018 16:04:06;52;4;0;40
09-06-2018 16:04:07;46;4;0;40
09-06-2018 16:04:08;41;4;0;40
09-06-2018 16:04:09;36;4;0;40
09-06-2018 16:04:10;30;4;0;40
09-06-2018 16:04:12;25;4;0;40
09-06-2018 16:04:13;20;4;0;40
09-06-2018 16:04:14;14;4;0;40
09-06-2018 16:04:15;9;4;0;40
09-06-2018 16:04:16;4;4;0;40
09-06-2018 16:04:17;0;4;0;40
09-06-2018 17:00:00;0;4;-1;40
09-06-2018 17:00:01;0;4;0;40
09-06-2018 19:00:00;0;4;-1;40
09-06-2018 19:00:01;0;4;0;40
09-06-2018 20:00:00;0;4;-1;40
09-06-2018 20:00:01;0;4;0;40
09-06-2018 21:00:00;0;4;-1;40
09-06-2018 21:00:01;0;4;0;40
09-06-2018 22:00:00;0;5;-1;40
09-06-2018 22:00:01;0;5;0;50
09-06-2018 22:00:03;2;5;0;50
09-06-2018 22:00:04;7;5;0;50
09-06-2018 22:00:05;13;5;0;50
09-06-2018 22:00:07;19;5;0;50
09-06-2018 22:00:08;24;5;0;50
09-06-2018 22:00:09;30;5;0;50
09-06-2018 22:00:10;36;5;0;50
09-06-2018 22:00:11;41;5;0;50
09-06-2018 22:00:12;47;5;0;50
09-06-2018 22:00:13;52;5;0;50
09-06-2018 22:00:14;58;5;0;50
09-06-2018 22:00:15;63;5;0;50
09-06-2018 22:00:16;69;5;0;50
09-06-2018 22:00:17;75;5;0;50
09-06-2018 22:00:18;80;5;0;50
09-06-2018 22:00:19;85;5;0;50
09-06-2018 22:00:20;90;5;0;50
09-06-2018 22:00:22;100;5;0;50
09-06-2018 23:00:00;100;5;-1;50
09-06-2018 23:00:01;100;5;0;50
09-07-2018;100;5;-1;50
09-07-2018 00:00:01;100;5;0;50
09-07-2018 00:00:02;98;5;0;50
09-07-2018 00:00:03;93;5;0;50
09-07-2018 00:00:04;87;5;0;50
09-07-2018 00:00:05;82;5;0;50
09-07-2018 00:00:06;76;5;0;50
09-07-2018 00:00:07;71;5;0;50
09-07-2018 00:00:08;66;5;0;50
09-07-2018 00:00:09;60;5;0;50
09-07-2018 00:00:10;55;5;0;50
09-07-2018 00:00:11;49;5;0;50
09-07-2018 00:00:12;44;5;0;50
09-07-2018 00:00:13;39;5;0;50
09-07-2018 00:00:14;34;5;0;50
09-07-2018 00:00:15;28;5;0;50
09-07-2018 00:00:17;23;5;0;50
09-07-2018 00:00:18;18;5;0;50
09-07-2018 00:00:19;13;5;0;50
09-07-2018 00:00:20;8;5;0;50
09-07-2018 00:00:21;3;5;0;50
09-07-2018 00:00:22;0;5;0;50
09-07-2018 01:00:00;0;5;-1;50
09-07-2018 01:00:01;0;5;0;50
09-07-2018 02:00:00;0;5;-1;50
09-07-2018 02:00:01;0;5;0;50
09-07-2018 03:00:00;0;5;-1;50
09-07-2018 03:00:01;0;5;0;50
09-07-2018 03:14:28;0;5;0;12
09-07-2018 03:14:35;0;5;0;12
09-07-2018 03:17:03;0;5;0;50
09-07-2018 04:09:27;0;5;0;50
09-07-2018 05:00:00;0;5;-1;50
09-07-2018 05:00:01;0;5;0;50
09-07-2018 06:00:00;0;4;-1;50
09-07-2018 06:00:01;0;4;0;40
09-07-2018 07:00:00;0;4;-1;40
09-07-2018 07:00:01;0;4;0;40
09-07-2018 08:00:00;0;4;-1;40
09-07-2018 08:00:01;0;4;0;40
09-07-2018 09:00:00;0;4;-1;40
09-07-2018 09:00:01;0;4;0;40
09-07-2018 11:20:30;2;4;0;40
09-07-2018 11:20:31;8;4;0;40
09-07-2018 11:20:32;13;4;0;40
09-07-2018 11:20:33;18;4;0;40
09-07-2018 11:20:34;24;4;0;40
09-07-2018 11:20:35;29;4;0;40
09-07-2018 11:20:36;35;4;0;40
09-07-2018 11:20:37;40;4;0;40
09-07-2018 11:20:38;46;4;0;40
09-07-2018 11:20:39;51;4;0;40
09-07-2018 11:20:40;57;4;0;40
09-07-2018 11:20:41;62;4;0;40
09-07-2018 11:20:42;67;4;0;40
09-07-2018 11:20:44;73;4;0;40
09-07-2018 11:20:45;78;4;0;40
09-07-2018 11:20:46;84;4;0;40
09-07-2018 11:20:47;89;4;0;40
09-07-2018 11:20:48;94;4;0;40
09-07-2018 11:20:49;100;4;0;40
09-07-2018 11:40:07;96;4;0;40
09-07-2018 11:40:08;91;4;0;40
09-07-2018 11:40:09;85;4;0;40
09-07-2018 11:40:10;80;4;0;40
09-07-2018 11:40:11;75;4;0;40
09-07-2018 11:40:12;69;4;0;40
09-07-2018 11:40:13;64;4;0;40
09-07-2018 11:40:14;59;4;0;40
09-07-2018 11:40:15;54;4;0;40
09-07-2018 11:40:16;48;4;0;40
09-07-2018 11:40:17;43;4;0;40
09-07-2018 11:40:18;38;4;0;40
09-07-2018 11:40:19;32;4;0;40
09-07-2018 11:40:21;27;4;0;40
09-07-2018 11:40:22;22;4;0;40
09-07-2018 11:40:23;17;4;0;40
09-07-2018 11:40:24;11;4;0;40
09-07-2018 11:40:25;7;4;0;40
09-07-2018 11:40:26;1;4;0;40
09-07-2018 11:40:27;0;4;0;40
09-07-2018 12:00:00;0;4;-1;40
09-07-2018 12:00:01;0;4;0;40
09-07-2018 13:00:00;0;4;-1;40
09-07-2018 13:00:01;0;4;0;40
09-07-2018 13:32:15;1;4;0;40
09-07-2018 13:32:16;7;4;0;40
09-07-2018 13:32:17;12;4;0;40
09-07-2018 13:32:18;18;4;0;40
09-07-2018 13:32:19;23;4;0;40
09-07-2018 13:32:20;29;4;0;40
09-07-2018 13:32:21;34;4;0;40
09-07-2018 13:32:22;40;4;0;40
09-07-2018 13:32:23;45;4;0;40
09-07-2018 13:32:24;51;4;0;40
09-07-2018 13:32:25;56;4;0;40
09-07-2018 13:32:26;62;4;0;40
09-07-2018 13:32:27;67;4;0;40
09-07-2018 13:32:28;72;4;0;40
09-07-2018 13:32:30;78;4;0;40
09-07-2018 13:32:31;83;4;0;40
09-07-2018 13:32:32;88;4;0;40
09-07-2018 13:32:33;93;4;0;40
09-07-2018 13:32:34;100;4;0;40
09-07-2018 14:00:00;100;4;-1;40
09-07-2018 14:00:01;100;4;0;40
09-07-2018 15:00:00;100;4;-1;40
09-07-2018 15:00:01;100;4;0;40
09-07-2018 16:00:00;100;4;-1;40
09-07-2018 16:00:01;100;4;0;40
09-07-2018 16:00:43;100;4;-1;40
09-07-2018 16:00:44;100;4;0;40
09-07-2018 17:00:00;100;4;-1;40
09-07-2018 17:00:01;100;4;0;40
09-07-2018 17:00:56;100;4;-1;40
09-07-2018 17:00:57;100;4;0;40
09-07-2018 17:13:16;98;4;0;40
09-07-2018 17:13:17;92;4;0;40
09-07-2018 17:13:18;87;4;0;40
09-07-2018 17:13:19;81;4;0;40
09-07-2018 17:13:20;76;4;0;40
09-07-2018 17:13:21;70;4;0;40
09-07-2018 17:13:22;64;4;0;40
09-07-2018 17:13:23;58;4;0;40
09-07-2018 17:13:24;53;4;0;40
09-07-2018 17:13:26;47;4;0;40
09-07-2018 17:13:27;42;4;0;40
09-07-2018 17:13:28;37;4;0;40
09-07-2018 17:13:29;31;4;0;40
09-07-2018 17:13:30;26;4;0;40
09-07-2018 17:13:31;20;4;0;40
09-07-2018 17:13:32;15;4;0;40
09-07-2018 17:13:33;9;4;0;40
09-07-2018 17:13:34;4;4;0;40
09-07-2018 17:13:35;0;4;0;40
09-07-2018 19:00:00;0;4;-1;40
09-07-2018 19:00:01;0;4;0;40
09-07-2018 20:00:00;0;4;-1;40
09-07-2018 20:00:01;0;4;0;40
09-07-2018 21:00:00;0;4;-1;40
09-07-2018 21:00:01;0;4;0;40
09-07-2018 22:00:00;0;5;-1;40
09-07-2018 22:00:01;0;5;0;50
09-07-2018 22:00:03;1;5;0;50
09-07-2018 22:00:04;7;5;0;50
09-07-2018 22:00:05;13;5;0;50
09-07-2018 22:00:06;19;5;0;50
09-07-2018 22:00:07;24;5;0;50
09-07-2018 22:00:08;30;5;0;50
09-07-2018 22:00:09;36;5;0;50
09-07-2018 22:00:10;42;5;0;50
09-07-2018 22:00:11;47;5;0;50
09-07-2018 22:00:12;52;5;0;50
09-07-2018 22:00:14;58;5;0;50
09-07-2018 22:00:15;64;5;0;50
09-07-2018 22:00:16;69;5;0;50
09-07-2018 22:00:17;74;5;0;50
09-07-2018 22:00:18;80;5;0;50
09-07-2018 22:00:19;85;5;0;50
09-07-2018 22:00:20;90;5;0;50
09-07-2018 22:00:21;100;5;0;50
09-07-2018 23:00:00;100;5;-1;50
09-07-2018 23:00:01;100;5;0;50
09-08-2018 00:00:02;97;5;0;50
09-08-2018 00:00:03;92;5;0;50
09-08-2018 00:00:04;87;5;0;50
09-08-2018 00:00:05;81;5;0;50
09-08-2018 00:00:06;76;5;0;50
09-08-2018 00:00:07;71;5;0;50
09-08-2018 00:00:08;65;5;0;50
09-08-2018 00:00:09;60;5;0;50
09-08-2018 00:00:10;54;5;0;50
09-08-2018 00:00:11;50;5;0;50
09-08-2018 00:00:12;44;5;0;50
09-08-2018 00:00:13;39;5;0;50
09-08-2018 00:00:14;34;5;0;50
09-08-2018 00:00:15;28;5;0;50
09-08-2018 00:00:16;23;5;0;50
09-08-2018 00:00:17;18;5;0;50
09-08-2018 00:00:18;13;5;0;50
09-08-2018 00:00:19;8;5;0;50
09-08-2018 00:00:20;3;5;0;50
09-08-2018 00:00:22;0;5;0;50
09-08-2018 06:00:00;0;3;0;50
09-08-2018 06:00:01;0;3;0;30
09-08-2018 10:28:25;4;3;0;30
09-08-2018 10:28:27;10;3;0;30
09-08-2018 10:28:28;15;3;0;30
09-08-2018 10:28:29;21;3;0;30
09-08-2018 10:28:30;26;3;0;30
09-08-2018 10:28:31;32;3;0;30
09-08-2018 10:28:32;37;3;0;30
09-08-2018 10:28:33;43;3;0;30
09-08-2018 10:28:34;48;3;0;30
09-08-2018 10:28:35;53;3;0;30
09-08-2018 10:28:36;59;3;0;30
09-08-2018 10:28:37;64;3;0;30
09-08-2018 10:28:38;69;3;0;30
09-08-2018 10:28:39;75;3;0;30
09-08-2018 10:28:40;80;3;0;30
09-08-2018 10:28:41;85;3;0;30
09-08-2018 10:28:42;91;3;0;30
09-08-2018 10:28:43;100;3;0;30
09-08-2018 15:45:30;99;3;0;30
09-08-2018 15:45:31;93;3;0;30
09-08-2018 15:45:32;88;3;0;30
09-08-2018 15:45:33;83;3;0;30
09-08-2018 15:45:35;77;3;0;30
09-08-2018 15:45:35;72;3;0;30
09-08-2018 15:45:37;66;3;0;30
09-08-2018 15:45:38;61;3;0;30
09-08-2018 15:45:39;55;3;0;30
09-08-2018 15:45:40;50;3;0;30
09-08-2018 15:45:41;44;3;0;30
09-08-2018 15:45:42;39;3;0;30
09-08-2018 15:45:43;34;3;0;30
09-08-2018 15:45:44;28;3;0;30
09-08-2018 15:45:45;23;3;0;30
09-08-2018 15:45:46;18;3;0;30
09-08-2018 15:45:47;13;3;0;30
09-08-2018 15:45:48;8;3;0;30
09-08-2018 15:45:49;3;3;0;30
09-08-2018 15:45:50;0;3;0;30
09-08-2018 22:00:00;0;5;0;30
09-08-2018 22:00:01;0;5;0;50
09-08-2018 22:00:03;5;5;0;50
09-08-2018 22:00:04;10;5;0;50
09-08-2018 22:00:05;16;5;0;50
09-08-2018 22:00:06;22;5;0;50
09-08-2018 22:00:07;27;5;0;50
09-08-2018 22:00:09;32;5;0;50
09-08-2018 22:00:10;38;5;0;50
09-08-2018 22:00:11;43;5;0;50
09-08-2018 22:00:12;49;5;0;50
09-08-2018 22:00:13;54;5;0;50
09-08-2018 22:00:14;60;5;0;50
09-08-2018 22:00:15;66;5;0;50
09-08-2018 22:00:16;71;5;0;50
09-08-2018 22:00:17;76;5;0;50
09-08-2018 22:00:18;81;5;0;50
09-08-2018 22:00:19;87;5;0;50
09-08-2018 22:00:20;92;5;0;50
09-08-2018 22:00:21;100;5;0;50
09-09-2018 00:00:02;94;5;0;50
09-09-2018 00:00:04;89;5;0;50
09-09-2018 00:00:05;84;5;0;50
09-09-2018 00:00:06;78;5;0;50
09-09-2018 00:00:07;73;5;0;50
09-09-2018 00:00:08;67;5;0;50
09-09-2018 00:00:09;63;5;0;50
09-09-2018 00:00:10;57;5;0;50
09-09-2018 00:00:11;51;5;0;50
09-09-2018 00:00:12;46;5;0;50
09-09-2018 00:00:13;41;5;0;50
09-09-2018 00:00:14;36;5;0;50
09-09-2018 00:00:15;31;5;0;50
09-09-2018 00:00:16;26;5;0;50
09-09-2018 00:00:17;21;5;0;50
09-09-2018 00:00:18;16;5;0;50
09-09-2018 00:00:19;11;5;0;50
09-09-2018 00:00:20;6;5;0;50
09-09-2018 00:00:22;1;5;0;50
09-09-2018 00:00:22;0;5;0;50
09-09-2018 06:00:00;0;3;0;50
09-09-2018 06:00:01;0;3;0;30
09-09-2018 12:00:02;4;3;0;30
09-09-2018 12:00:03;10;3;0;30
09-09-2018 12:00:04;16;3;0;30
09-09-2018 12:00:06;21;3;0;30
09-09-2018 12:00:07;26;3;0;30
09-09-2018 12:00:08;32;3;0;30
09-09-2018 12:00:09;37;3;0;30
09-09-2018 12:00:10;43;3;0;30
09-09-2018 12:00:11;48;3;0;30
09-09-2018 12:00:12;53;3;0;30
09-09-2018 12:00:13;58;3;0;30
09-09-2018 12:00:14;64;3;0;30
09-09-2018 12:00:15;69;3;0;30
09-09-2018 12:00:16;74;3;0;30
09-09-2018 12:00:17;80;3;0;30
09-09-2018 12:00:18;85;3;0;30
09-09-2018 12:00:19;90;3;0;30
09-09-2018 12:00:20;100;3;0;30
09-09-2018 16:22:28;96;3;0;30
09-09-2018 16:22:29;91;3;0;30
09-09-2018 16:22:30;85;3;0;30
09-09-2018 16:22:31;80;3;0;30
09-09-2018 16:22:32;75;3;0;30
09-09-2018 16:22:33;69;3;0;30
09-09-2018 16:22:34;63;3;0;30
09-09-2018 16:22:36;58;3;0;30
09-09-2018 16:22:36;53;3;0;30
09-09-2018 16:22:38;48;3;0;30
09-09-2018 16:22:39;42;3;0;30
09-09-2018 16:22:40;37;3;0;30
09-09-2018 16:22:41;31;3;0;30
09-09-2018 16:22:42;26;3;0;30
09-09-2018 16:22:43;22;3;0;30
09-09-2018 16:22:44;16;3;0;30
09-09-2018 16:22:45;11;3;0;30
09-09-2018 16:22:46;6;3;0;30
09-09-2018 16:22:47;1;3;0;30
09-09-2018 16:22:48;0;3;0;30
09-09-2018 17:49:28;0;4;0;30
09-09-2018 17:49:29;0;4;0;31
09-09-2018 17:54:52;0;3;0;31
09-09-2018 17:54:53;0;3;0;30
09-09-2018 22:00:00;0;5;0;30
09-09-2018 22:00:01;0;5;0;50
09-09-2018 22:00:03;4;5;0;50
09-09-2018 22:00:04;10;5;0;50
09-09-2018 22:00:05;15;5;0;50
09-09-2018 22:00:06;21;5;0;50
09-09-2018 22:00:07;26;5;0;50
09-09-2018 22:00:08;32;5;0;50
09-09-2018 22:00:09;37;5;0;50
09-09-2018 22:00:11;43;5;0;50
09-09-2018 22:00:12;48;5;0;50
09-09-2018 22:00:13;54;5;0;50
09-09-2018 22:00:14;59;5;0;50
09-09-2018 22:00:15;65;5;0;50
09-09-2018 22:00:16;70;5;0;50
09-09-2018 22:00:17;75;5;0;50
09-09-2018 22:00:18;81;5;0;50
09-09-2018 22:00:19;86;5;0;50
09-09-2018 22:00:20;91;5;0;50
09-09-2018 22:00:21;100;5;0;50
09-10-2018;100;5;-1;50
09-10-2018 00:00:01;100;5;0;50
09-10-2018 00:00:02;95;5;0;50
09-10-2018 00:00:03;90;5;0;50
09-10-2018 00:00:04;85;5;0;50
09-10-2018 00:00:05;80;5;0;50
09-10-2018 00:00:06;75;5;0;50
09-10-2018 00:00:07;69;5;0;50
09-10-2018 00:00:08;64;5;0;50
09-10-2018 00:00:09;59;5;0;50
09-10-2018 00:00:10;53;5;0;50
09-10-2018 00:00:12;48;5;0;50
09-10-2018 00:00:13;43;5;0;50
09-10-2018 00:00:14;38;5;0;50
09-10-2018 00:00:15;33;5;0;50
09-10-2018 00:00:16;28;5;0;50
09-10-2018 00:00:17;23;5;0;50
09-10-2018 00:00:18;18;5;0;50
09-10-2018 00:00:19;13;5;0;50
09-10-2018 00:00:20;8;5;0;50
09-10-2018 00:00:21;3;5;0;50
09-10-2018 00:00:22;0;5;0;50
09-10-2018 01:00:00;0;5;-1;50
09-10-2018 01:00:01;0;5;0;50
09-10-2018 02:00:00;0;5;-1;50
09-10-2018 02:00:01;0;5;0;50
09-10-2018 03:00:00;0;5;-1;50
09-10-2018 03:00:01;0;5;0;50
09-10-2018 03:01:50;0;5;0;50
09-10-2018 03:21:56;0;5;0;50
09-10-2018 03:40:12;0;5;0;50
09-10-2018 03:40:12;0;5;0;50
09-10-2018 04:00:00;0;5;-1;50
09-10-2018 04:00:01;0;5;0;50
09-10-2018 05:00:00;0;5;-1;50
09-10-2018 05:00:01;0;5;0;50
09-10-2018 06:00:00;0;4;-1;50
09-10-2018 06:00:01;0;4;-1;31
09-10-2018 17:03:02;0;4;0;31
09-10-2018 19:00:00;0;4;-1;31
09-10-2018 22:00:00;0;5;-1;31
09-10-2018 22:00:01;0;5;0;50
09-10-2018 23:00:00;0;5;-1;50
09-10-2018 23:00:01;0;5;0;50
09-11-2018;0;5;-1;50
09-11-2018 00:00:01;0;5;0;50
09-11-2018 01:00:00;0;5;-1;50
09-11-2018 01:00:01;0;5;0;50
09-11-2018 02:00:00;0;5;-1;50
09-11-2018 02:00:01;0;5;0;50
09-11-2018 03:00:00;0;5;-1;50
09-11-2018 03:00:01;0;5;0;50
09-11-2018 04:00:00;0;5;-1;50
09-11-2018 04:00:01;0;5;0;50
09-11-2018 05:00:00;0;5;-1;50
09-11-2018 05:00:01;0;5;0;50
09-11-2018 06:00:00;0;4;-1;50
09-11-2018 06:00:01;0;4;-1;31
09-11-2018 10:55:01;4;4;-1;31
09-11-2018 10:55:02;10;4;-1;31
09-11-2018 10:55:04;15;4;-1;31
09-11-2018 10:55:05;21;4;-1;31
09-11-2018 10:55:06;27;4;-1;31
09-11-2018 10:55:07;32;4;-1;31
09-11-2018 10:55:08;38;4;-1;31
09-11-2018 10:55:09;43;4;-1;31
09-11-2018 10:55:10;48;4;-1;31
09-11-2018 10:55:11;54;4;-1;31
09-11-2018 10:55:12;59;4;-1;31
09-11-2018 10:55:13;64;4;-1;31
09-11-2018 10:55:14;69;4;-1;31
09-11-2018 10:55:15;75;4;-1;31
09-11-2018 10:55:16;80;4;-1;31
09-11-2018 10:55:17;85;4;-1;31
09-11-2018 10:55:18;91;4;-1;31
09-11-2018 10:55:20;100;4;-1;31
09-11-2018 13:59:13;95;4;-1;31
09-11-2018 13:59:14;90;4;-1;31
09-11-2018 13:59:15;84;4;-1;31
09-11-2018 13:59:16;78;4;-1;31
09-11-2018 13:59:17;73;4;-1;31
09-11-2018 13:59:19;68;4;-1;31
09-11-2018 13:59:20;63;4;-1;31
09-11-2018 13:59:21;57;4;-1;31
09-11-2018 13:59:22;52;4;-1;31
09-11-2018 13:59:23;46;4;-1;31
09-11-2018 13:59:24;42;4;-1;31
09-11-2018 13:59:25;36;4;-1;31
09-11-2018 13:59:26;31;4;-1;31
09-11-2018 13:59:27;26;4;-1;31
09-11-2018 13:59:28;21;4;-1;31
09-11-2018 13:59:29;16;4;-1;31
09-11-2018 13:59:30;10;4;-1;31
09-11-2018 13:59:31;5;4;-1;31
09-11-2018 13:59:32;0;4;-1;31
09-11-2018 14:35:05;0;4;-1;40
09-11-2018 14:40:21;1;4;-1;40
09-11-2018 14:40:22;7;4;-1;40
09-11-2018 14:40:23;12;4;-1;40
09-11-2018 14:40:24;18;4;-1;40
09-11-2018 14:40:25;23;4;-1;40
09-11-2018 14:40:26;29;4;-1;40
09-11-2018 14:40:27;34;4;-1;40
09-11-2018 14:40:28;40;4;-1;40
09-11-2018 14:40:29;45;4;-1;40
09-11-2018 14:40:30;50;4;-1;40
09-11-2018 14:40:31;56;4;-1;40
09-11-2018 14:40:32;61;4;-1;40
09-11-2018 14:40:33;66;4;-1;40
09-11-2018 14:40:34;72;4;-1;40
09-11-2018 14:40:36;77;4;-1;40
09-11-2018 14:40:37;82;4;-1;40
09-11-2018 14:40:38;88;4;-1;40
09-11-2018 14:40:39;93;4;-1;40
09-11-2018 14:40:40;100;4;-1;40
09-11-2018 14:42:15;100;4;-1;83
09-11-2018 16:23:41;98;4;-1;83
09-11-2018 16:23:42;93;4;-1;83
09-11-2018 16:23:43;87;4;-1;83
09-11-2018 16:23:44;82;4;-1;83
09-11-2018 16:23:45;77;4;-1;83
09-11-2018 16:23:46;71;4;-1;83
09-11-2018 16:23:47;66;4;-1;83
09-11-2018 16:23:49;60;4;-1;83
09-11-2018 16:23:50;55;4;-1;83
09-11-2018 16:23:51;49;4;-1;83
09-11-2018 16:23:52;44;4;-1;83
09-11-2018 16:23:53;39;4;-1;83
09-11-2018 16:23:54;34;4;-1;83
09-11-2018 16:23:55;28;4;-1;83
09-11-2018 16:23:56;23;4;-1;83
09-11-2018 16:23:57;18;4;-1;83
09-11-2018 16:23:58;13;4;-1;83
09-11-2018 16:23:59;7;4;-1;83
09-11-2018 16:24:00;2;4;-1;83
09-11-2018 16:24:01;0;4;-1;83
09-11-2018 16:50:11;1;4;-1;83
09-11-2018 16:50:12;6;4;-1;83
09-11-2018 16:50:13;12;4;-1;83
09-11-2018 16:50:15;17;4;-1;83
09-11-2018 16:50:16;23;4;-1;83
09-11-2018 16:50:17;29;4;-1;83
09-11-2018 16:50:18;34;4;-1;83
09-11-2018 16:50:19;40;4;-1;83
09-11-2018 16:50:20;45;4;-1;83
09-11-2018 16:50:21;51;4;-1;83
09-11-2018 16:50:22;56;4;-1;83
09-11-2018 16:50:23;62;4;-1;83
09-11-2018 16:50:24;67;4;-1;83
09-11-2018 16:50:25;72;4;-1;83
09-11-2018 16:50:26;78;4;-1;83
09-11-2018 16:50:27;83;4;-1;83
09-11-2018 16:50:28;88;4;-1;83
09-11-2018 16:50:29;94;4;-1;83
09-11-2018 16:50:30;100;4;-1;83
09-11-2018 17:15:48;96;4;-1;83
09-11-2018 17:15:49;91;4;-1;83
09-11-2018 17:15:50;85;4;-1;83
09-11-2018 17:15:51;80;4;-1;83
09-11-2018 17:15:52;75;4;-1;83
09-11-2018 17:15:53;69;4;-1;83
09-11-2018 17:15:54;63;4;-1;83
09-11-2018 17:15:55;58;4;-1;83
09-11-2018 17:15:56;53;4;-1;83
09-11-2018 17:15:57;47;4;-1;83
09-11-2018 17:15:58;42;4;-1;83
09-11-2018 17:15:59;37;4;-1;83
09-11-2018 17:16:00;32;4;-1;83
09-11-2018 17:16:01;27;4;-1;83
09-11-2018 17:16:02;21;4;-1;83
09-11-2018 17:16:03;16;4;-1;83
09-11-2018 17:16:05;11;4;-1;83
09-11-2018 17:16:06;5;4;-1;83
09-11-2018 17:16:06;1;4;-1;83
09-11-2018 17:16:08;0;4;-1;83
09-11-2018 22:00:00;0;5;0;52
