Time;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Slap sensor celsius
07-05-2018 20:08:37;33.5999984741211
07-06-2018 00:46:08;33.2999992370605
07-06-2018 03:03:54;33.0999984741211
07-06-2018 06:37:31;32.7999992370605
07-06-2018 09:27:14;32.5999984741211
07-06-2018 09:39:12;32.5
07-06-2018 09:45:11;32.5
07-06-2018 10:11:09;32.2999992370605
07-06-2018 11:15:02;32.0999984741211
07-06-2018 12:14:56;31.7999992370605
07-06-2018 13:06:50;31.5
07-06-2018 14:02:44;31.2999992370605
07-06-2018 18:24:17;31
07-06-2018 19:18:11;30.7999992370605
07-06-2018 20:28:04;30.5
07-06-2018 21:04:00;30.2999992370605
07-06-2018 22:13:53;30
07-06-2018 22:57:48;29.7999992370605
07-06-2018 23:59:42;29.5
07-07-2018 00:39:38;29.2999992370605
07-07-2018 01:47:30;29
07-07-2018 02:55:23;28.7999992370605
07-07-2018 04:13:15;28.5
07-07-2018 05:19:08;28.2999992370605
07-07-2018 06:42:59;28
07-07-2018 07:36:54;27.7999992370605
07-07-2018 09:30:42;27.5
07-07-2018 11:26:30;27.2999992370605
07-07-2018 15:44:03;27.5
07-07-2018 18:03:48;27.7000007629395
07-07-2018 21:41:25;27.5
07-08-2018 00:05:10;27.2999992370605
07-08-2018 02:34:54;27
07-08-2018 04:20:43;26.7999992370605
07-08-2018 06:50:27;26.5
07-08-2018 12:03:57;26.7000007629395
07-08-2018 13:49:46;27
07-08-2018 14:51:39;27.2000007629395
07-08-2018 16:29:29;27.5
07-08-2018 17:55:20;27.7000007629395
07-08-2018 22:42:50;27.5
07-09-2018 00:54:36;27.2999992370605
07-09-2018 03:32:19;27
07-09-2018 05:18:08;26.7999992370605
07-09-2018 07:57:51;26.5
07-09-2018 10:31:35;26.7000007629395
07-09-2018 11:49:27;27
07-09-2018 12:19:24;27.2000007629395
07-09-2018 12:53:20;27.5
07-09-2018 13:33:16;27.7000007629395
07-09-2018 14:27:10;28
07-09-2018 14:47:08;28.2000007629395
07-09-2018 15:27:04;28.5
07-09-2018 15:51:02;28.7000007629395
07-09-2018 16:30:57;29
07-09-2018 17:00:54;29.2000007629395
07-09-2018 17:52:49;29.5
07-09-2018 20:42:31;29.2999992370605
07-09-2018 22:56:17;29
07-10-2018 00:20:08;28.7999992370605
07-10-2018 02:13:56;28.5
07-10-2018 03:31:48;28.2999992370605
07-10-2018 05:55:33;28
07-10-2018 07:32:47;27.7999992370605
07-10-2018 10:22:29;28
07-10-2018 11:08:24;28.2000007629395
07-10-2018 11:56:19;28.5
07-10-2018 12:26:16;28.7000007629395
07-10-2018 13:10:11;29
07-10-2018 13:48:07;29.2000007629395
07-10-2018 14:26:03;29.5
07-10-2018 14:50:01;29.7000007629395
07-10-2018 15:43:55;30
07-10-2018 16:15:52;30.2000007629395
07-10-2018 17:19:45;30.5
07-10-2018 19:03:34;30.2999992370605
07-10-2018 21:03:23;30
07-10-2018 22:25:15;29.7999992370605
07-11-2018 00:17:03;29.5
07-11-2018 01:32:55;29.2999992370605
07-11-2018 03:12:45;29
07-11-2018 04:30:36;28.7999992370605
07-11-2018 06:32:24;28.5
07-11-2018 07:22:18;28.2999992370605
07-11-2018 08:06:14;28
07-11-2018 08:34:11;27.7999992370605
07-11-2018 09:44:04;27.5
07-11-2018 10:35:58;27.2999992370605
07-11-2018 16:49:19;27.5
07-11-2018 17:35:14;27.2999992370605
07-11-2018 20:06:58;27
07-11-2018 21:30:49;26.7999992370605
07-11-2018 23:38:36;26.5
07-12-2018 00:54:28;26.2999992370605
07-12-2018 02:30:18;26
07-12-2018 03:14:13;25.7999992370605
07-12-2018 04:20:07;25.5
07-12-2018 05:27:59;25.2999992370605
07-12-2018 07:13:48;25
07-12-2018 08:13:42;24.7999992370605
07-12-2018 09:33:34;24.7000007629395
07-12-2018 10:15:30;24.7999992370605
07-12-2018 11:39:21;25
07-12-2018 13:13:11;25.2000007629395
07-12-2018 15:12:58;25.5
07-12-2018 19:48:29;25.2999992370605
07-13-2018 01:03:56;25
07-13-2018 06:53:20;24.7999992370605
07-13-2018 10:08:59;25
07-13-2018 10:46:55;25.2000007629395
07-13-2018 11:40:50;25.5
07-13-2018 12:08:47;25.7000007629395
07-13-2018 12:50:42;26
07-13-2018 13:44:37;26.2000007629395
07-13-2018 21:09:50;26
07-13-2018 22:23:44;25.7999992370605
07-14-2018 01:21:26;25.5
07-14-2018 03:31:12;25.2999992370605
07-14-2018 06:04:56;25
07-14-2018 11:54:19;25.2000007629395
07-14-2018 13:22:10;25.5
07-14-2018 14:08:05;25.7000007629395
07-15-2018 05:02:31;25.5
07-15-2018 10:57:54;25.7000007629395
07-15-2018 12:09:47;26
07-15-2018 12:53:42;26.2000007629395
07-15-2018 13:37:37;26.5
07-15-2018 14:11:34;26.7000007629395
07-15-2018 15:13:27;27
07-15-2018 16:27:20;27.2000007629395
07-16-2018 01:22:23;27
07-16-2018 03:44:09;26.7999992370605
07-16-2018 06:47:49;26.5
07-16-2018 11:09:22;26.7000007629395
07-16-2018 12:45:12;27
07-16-2018 14:19:02;27.2000007629395
07-16-2018 16:48:46;27.5
07-16-2018 18:34:35;27.2999992370605
07-16-2018 21:14:19;27
07-17-2018 00:25:58;26.7999992370605
07-17-2018 03:47:39;26.5
07-17-2018 05:31:28;26.2999992370605
07-17-2018 09:31:03;26.5
07-17-2018 09:53:01;26.7000007629395
07-17-2018 10:26:58;27
07-17-2018 10:46:55;27.2000007629395
07-17-2018 11:18:52;27.5
07-17-2018 11:40:50;27.7000007629395
07-17-2018 12:24:45;28
07-17-2018 12:48:43;28.2000007629395
07-17-2018 14:20:33;28
07-17-2018 14:52:30;27.7999992370605
07-17-2018 17:40:12;27.5
07-17-2018 20:01:57;27.2999992370605
07-18-2018 01:57:20;27
07-18-2018 09:18:34;26.7999992370605
07-18-2018 10:12:28;26.5
07-18-2018 12:16:15;26.7000007629395
07-18-2018 14:53:59;27
07-18-2018 15:43:53;27.2000007629395
07-18-2018 20:11:25;27
07-18-2018 21:19:18;26.7999992370605
07-18-2018 22:49:09;26.5
07-18-2018 23:59:01;26.2999992370605
07-19-2018 01:36:51;26
07-19-2018 02:38:45;25.7999992370605
07-19-2018 04:24:34;25.5
07-19-2018 05:32:26;25.2999992370605
07-19-2018 06:54:18;25
07-19-2018 09:02:04;24.7999992370605
07-19-2018 11:05:51;25
07-19-2018 12:19:44;25.2000007629395
07-19-2018 13:49:34;25.5
07-19-2018 14:35:29;25.7000007629395
07-19-2018 15:59:21;26
07-19-2018 19:42:57;25.7999992370605
07-19-2018 22:56:37;25.5
07-20-2018 00:42:26;25.2999992370605
07-20-2018 02:54:12;25
07-20-2018 04:40:01;24.7999992370605
07-20-2018 10:41:25;25
07-20-2018 11:05:23;25.2000007629395
07-20-2018 11:41:19;25.5
07-20-2018 12:13:15;25.7000007629395
07-20-2018 13:17:09;26
07-20-2018 14:03:04;26.2000007629395
07-20-2018 16:02:51;26.5
07-20-2018 17:54:40;26.7000007629395
07-20-2018 19:30:29;26.5
07-20-2018 21:38:16;26.2999992370605
07-21-2018 00:33:58;26
07-21-2018 01:53:49;25.7999992370605
07-21-2018 04:21:34;25.5
07-21-2018 05:57:24;25.2999992370605
07-21-2018 12:42:41;25.5
07-21-2018 14:00:33;25.7000007629395
07-21-2018 16:26:18;26
07-21-2018 20:09:54;25.7999992370605
07-22-2018 01:23:22;25.5
07-22-2018 04:52:59;25.2999992370605
07-22-2018 12:44:10;25.5
07-22-2018 14:08:01;25.7000007629395
07-22-2018 16:01:49;26
07-22-2018 17:13:42;26.2000007629395
07-22-2018 20:49:19;26.5
07-23-2018 03:12:39;26.7000007629395
07-23-2018 10:13:57;27
07-23-2018 11:03:52;27.2000007629395
07-23-2018 12:21:44;27.5
07-23-2018 14:47:28;27.7000007629395
07-23-2018 16:07:20;28
07-23-2018 16:57:15;28.2000007629395
07-23-2018 21:44:45;28
07-24-2018 00:56:25;27.7999992370605
07-24-2018 11:01:21;28
07-24-2018 12:01:15;28.2000007629395
07-24-2018 12:49:10;28.5
07-24-2018 13:27:06;28.7000007629395
07-24-2018 14:27:00;29
07-24-2018 14:50:57;29.2000007629395
07-24-2018 15:58:50;29.5
07-24-2018 18:32:34;29.2999992370605
07-24-2018 20:56:19;29
07-24-2018 22:16:10;28.7999992370605
07-25-2018 00:27:57;28.5
07-25-2018 01:53:48;28.2999992370605
07-25-2018 04:25:32;28
07-25-2018 05:59:22;27.7999992370605
07-25-2018 11:08:49;28
07-25-2018 11:56:45;28.2000007629395
07-25-2018 14:00:31;28.5
07-25-2018 16:16:17;28.2999992370605
07-25-2018 21:25:45;28
07-26-2018 00:49:23;27.7999992370605
07-26-2018 03:33:06;27.5
07-26-2018 06:08:50;27.2999992370605
07-27-2018 03:36:37;27
07-27-2018 10:19:55;27.2000007629395
07-27-2018 12:39:40;27.5
07-27-2018 15:11:24;27.7000007629395
07-27-2018 17:15:11;28
07-28-2018 11:09:19;28.2000007629395
07-28-2018 13:51:02;28.5
07-28-2018 15:20:52;28.7000007629395
07-28-2018 17:22:40;29
07-28-2018 19:30:26;29.2000007629395
07-29-2018 11:16:47;29.5
07-29-2018 13:32:33;29.7000007629395
07-29-2018 16:16:16;30
07-29-2018 18:22:05;30.2000007629395
07-30-2018 06:16:50;30
07-30-2018 09:44:28;29.7999992370605
07-30-2018 11:40:16;29.5
07-30-2018 16:45:44;29.2999992370605
07-30-2018 19:17:28;29
07-30-2018 21:05:17;28.7999992370605
07-30-2018 23:01:04;28.5
07-31-2018 00:20:56;28.2999992370605
07-31-2018 02:08:45;28
07-31-2018 03:26:37;27.7999992370605
07-31-2018 05:22:24;27.5
07-31-2018 06:38:16;27.2999992370605
07-31-2018 08:32:05;27
07-31-2018 12:31:39;27.2000007629395
07-31-2018 15:01:24;27.5
07-31-2018 16:13:16;27.7000007629395
07-31-2018 22:50:35;27.5
08-01-2018 00:36:23;27.2999992370605
08-01-2018 02:50:09;27
08-01-2018 04:12:01;26.7999992370605
08-01-2018 06:31:46;26.5
08-01-2018 07:27:40;26.2999992370605
08-01-2018 14:58:53;26.5
08-01-2018 15:48:48;26.7000007629395
08-01-2018 17:04:40;27
08-01-2018 18:02:34;27.2000007629395
08-01-2018 23:20:00;27
08-02-2018 02:35:42;26.7999992370605
08-02-2018 13:12:35;27
08-02-2018 14:14:28;27
08-02-2018 14:54:24;27.2000007629395
08-02-2018 16:36:13;27.5
08-02-2018 17:20:09;27.7000007629395
08-02-2018 18:57:59;28
08-02-2018 20:59:46;27.7999992370605
08-03-2018 01:03:20;27.5
08-03-2018 04:05:01;27.2999992370605
08-03-2018 14:41:54;27.5
08-03-2018 15:33:49;27.7000007629395
08-03-2018 16:29:43;28
08-03-2018 17:09:39;28.2000007629395
08-04-2018 20:06:51;28.5
08-05-2018 01:08:20;28.2999992370605
08-05-2018 06:49:44;28
08-05-2018 10:45:19;28.2000007629395
08-05-2018 13:05:04;28.5
08-05-2018 14:02:58;28.7000007629395
08-05-2018 15:30:49;29
08-05-2018 16:10:45;29.2000007629395
08-05-2018 17:10:39;29.5
08-05-2018 18:02:33;29.7000007629395
08-06-2018 02:17:41;29.5
08-06-2018 04:01:30;29.2999992370605
08-06-2018 05:51:19;29
08-06-2018 07:21:10;28.7999992370605
08-06-2018 12:46:35;29
08-06-2018 14:20:26;29.2000007629395
08-06-2018 16:32:12;29.5
08-06-2018 23:47:26;29.2999992370605
08-07-2018 03:31:03;29
08-07-2018 05:36:49;28.7999992370605
08-07-2018 09:20:29;28.5
08-07-2018 10:40:20;28.7000007629395
08-07-2018 14:33:56;29
08-07-2018 15:45:48;29.2000007629395
08-08-2018 01:04:50;29
08-08-2018 03:38:33;28.7999992370605
08-08-2018 06:30:15;28.5
08-08-2018 08:58:00;28.2999992370605
08-08-2018 11:29:44;28.5
08-08-2018 13:47:30;28.7000007629395
08-08-2018 16:55:10;29
08-08-2018 19:44:52;28.7999992370605
08-08-2018 21:58:38;28.5
08-08-2018 23:32:28;28.2999992370605
08-09-2018 02:32:09;28
08-09-2018 04:15:58;27.7999992370605
08-09-2018 07:11:40;27.5
08-09-2018 09:11:27;27.2999992370605
08-09-2018 11:23:14;27.5
08-09-2018 13:29:00;27.7000007629395
08-09-2018 15:20:49;28
08-09-2018 16:38:41;28.2000007629395
08-09-2018 22:02:07;28
08-10-2018 00:09:53;27.7999992370605
08-10-2018 02:41:37;27.5
08-10-2018 04:19:27;27.2999992370605
08-10-2018 06:39:12;27
08-10-2018 08:27:01;26.7999992370605
08-10-2018 12:26:36;27
08-10-2018 14:12:25;27.2000007629395
08-10-2018 15:46:15;27.5
08-11-2018 00:29:20;27.2999992370605
08-11-2018 22:52:59;27
08-12-2018 06:32:11;26.7999992370605
08-12-2018 15:05:17;27
08-13-2018 09:49:19;26.7999992370605
08-14-2018 07:25:03;26.5
08-14-2018 09:26:50;26.7000007629395
08-14-2018 10:34:43;27
08-14-2018 11:22:38;27.2000007629395
08-14-2018 12:26:32;27.5
08-14-2018 14:42:17;27.7000007629395
08-14-2018 23:29:22;27.5
08-15-2018 01:21:10;27.2999992370605
08-15-2018 04:10:52;27
08-15-2018 05:34:44;26.7999992370605
08-15-2018 08:04:28;26.5
08-15-2018 12:16:08;26.7000007629395
08-15-2018 13:24:01;27
08-15-2018 14:17:56;27.2000007629395
08-15-2018 15:13:50;27.5
08-15-2018 15:49:46;27.7000007629395
08-15-2018 20:25:17;27.5
08-15-2018 22:55:01;27.2999992370605
08-16-2018 02:36:38;27
08-16-2018 04:42:25;26.7999992370605
08-16-2018 08:02:04;26.5
08-16-2018 10:29:48;26.7000007629395
08-16-2018 12:09:38;27
08-16-2018 12:43:34;27.2000007629395
08-16-2018 13:27:30;27.5
08-16-2018 14:05:26;27.7000007629395
08-16-2018 14:49:21;28
08-16-2018 15:17:18;28.2000007629395
08-16-2018 16:09:13;28.5
08-16-2018 17:01:07;28.7000007629395
08-16-2018 18:46:56;28.5
08-16-2018 19:52:49;28.2999992370605
08-16-2018 22:30:33;28
08-17-2018 00:06:23;27.7999992370605
08-17-2018 02:18:09;27.5
08-17-2018 03:28:01;27.2999992370605
08-17-2018 05:09:51;27
08-17-2018 06:13:44;26.7999992370605
08-17-2018 08:31:30;26.5
08-17-2018 12:37:04;26.7000007629395
08-17-2018 14:38:51;27
08-17-2018 15:32:45;27.2000007629395
08-17-2018 23:27:58;27
08-18-2018 12:32:35;27.2000007629395
08-18-2018 13:38:28;27.5
08-18-2018 21:29:39;27.2999992370605
08-19-2018 00:49:18;27
08-19-2018 02:47:06;26.7999992370605
08-19-2018 05:56:46;26.5
08-19-2018 08:20:31;26.2999992370605
08-19-2018 17:09:35;26.5
08-19-2018 20:45:12;26.2999992370605
08-20-2018 03:48:28;26
08-20-2018 06:44:10;25.7999992370605
08-20-2018 12:19:34;26
08-20-2018 13:07:29;26.2000007629395
08-20-2018 14:49:19;26.5
08-20-2018 15:45:13;26.7000007629395
08-20-2018 21:06:39;26.5
08-20-2018 22:42:29;26.2999992370605
08-21-2018 01:14:13;26
08-21-2018 02:24:06;25.7999992370605
08-21-2018 04:15:57;25.5
08-21-2018 05:35:48;25.2999992370605
08-21-2018 07:19:37;25
08-21-2018 08:37:29;24.7999992370605
08-21-2018 14:54:50;24.5
08-21-2018 20:28:15;24.2999992370605
08-21-2018 23:31:55;24
08-22-2018 01:07:45;23.7999992370605
08-22-2018 03:41:29;23.5
08-22-2018 05:55:15;23.2999992370605
08-22-2018 12:16:35;23.5
08-22-2018 13:26:28;23.7000007629395
08-22-2018 14:24:22;24
08-22-2018 15:02:18;24.2000007629395
08-22-2018 15:46:13;24.5
08-22-2018 18:31:56;24.7000007629395
08-22-2018 23:01:27;24.5
08-23-2018 00:37:17;24.2999992370605
08-23-2018 02:17:07;24
08-23-2018 03:21:00;23.7999992370605
08-23-2018 04:50:51;23.5
08-23-2018 05:48:45;23.2999992370605
08-23-2018 07:10:36;23
08-23-2018 08:14:29;22.7999992370605
08-23-2018 13:51:54;23
08-23-2018 14:45:48;23.2000007629395
08-23-2018 15:47:42;23.5
08-23-2018 16:25:38;23.7000007629395
08-23-2018 21:29:06;23.5
08-23-2018 22:50:57;23.2999992370605
08-24-2018 00:18:48;23
08-24-2018 01:16:42;22.7999992370605
08-24-2018 02:50:32;22.5
08-24-2018 03:44:26;22.2999992370605
08-24-2018 05:03:05;22.1000003814697
08-27-2018 08:18:27;24.2000007629395
08-27-2018 09:58:18;24.3999996185303
08-27-2018 10:28:16;24.6000003814697
08-27-2018 11:20:10;24.8999996185303
08-27-2018 11:54:06;25.1000003814697
08-27-2018 12:32:03;25.3999996185303
08-27-2018 13:03:59;25.6000003814697
08-27-2018 13:45:55;25.8999996185303
08-27-2018 14:21:51;26.1000003814697
08-27-2018 15:09:46;26.3999996185303
08-27-2018 15:43:42;26.6000003814697
08-27-2018 17:13:33;26.8999996185303
08-28-2018 01:12:43;26.6000003814697
08-28-2018 02:52:33;26.3999996185303
08-28-2018 05:42:15;26.1000003814697
08-28-2018 10:13:47;26.3999996185303
08-28-2018 10:39:44;26.6000003814697
08-28-2018 11:15:40;26.8999996185303
08-28-2018 11:23:39;27.1000003814697
08-28-2018 12:07:35;27.3999996185303
08-28-2018 12:31:32;27.6000003814697
08-28-2018 13:13:28;27.8999996185303
08-28-2018 13:49:24;28.1000003814697
08-28-2018 14:37:19;28.3999996185303
08-28-2018 15:01:17;28.6000003814697
08-28-2018 15:39:13;28.8999996185303
08-28-2018 16:09:10;29.1000003814697
08-29-2018 01:24:12;28.8999996185303
08-29-2018 04:27:53;28.6000003814697
08-29-2018 06:25:40;28.3999996185303
08-29-2018 08:45:15;28.2000007629395
08-29-2018 13:02:59;28.5
08-29-2018 14:04:52;28.7000007629395
08-29-2018 16:04:40;29
08-29-2018 17:00:34;29.2000007629395
08-30-2018 03:17:30;29
08-30-2018 06:13:11;28.7999992370605
08-30-2018 14:34:19;28.7999992370605
08-30-2018 16:22:08;29
08-30-2018 18:35:54;28.7999992370605
08-30-2018 21:25:36;28.5
08-30-2018 22:19:31;28.2999992370605
08-30-2018 22:55:27;28
08-30-2018 23:25:24;27.7999992370605
08-31-2018 00:07:19;27.5
08-31-2018 00:33:17;27.2999992370605
08-31-2018 01:11:13;27
08-31-2018 01:39:10;26.7999992370605
08-31-2018 02:29:05;26.5
08-31-2018 02:57:02;26.2999992370605
08-31-2018 03:48:56;26
08-31-2018 04:16:53;25.7999992370605
08-31-2018 05:08:48;25.5
08-31-2018 05:40:45;25.2999992370605
08-31-2018 06:48:37;25
08-31-2018 08:48:25;24.7999992370605
08-31-2018 14:21:50;25
08-31-2018 15:37:42;25.2000007629395
08-31-2018 19:27:18;25
08-31-2018 21:25:06;24.7999992370605
08-31-2018 23:04:55;24.5
09-01-2018 00:22:47;24.2999992370605
09-01-2018 01:48:38;24
09-01-2018 02:58:31;23.7999992370605
09-01-2018 04:44:20;23.5
09-01-2018 06:32:09;23.2999992370605
09-01-2018 15:01:16;23.5
09-01-2018 18:52:51;23.7000007629395
09-01-2018 21:54:32;23.5
09-02-2018 00:16:18;23.2999992370605
09-02-2018 02:48:02;23
09-02-2018 04:07:53;22.7999992370605
09-02-2018 09:55:17;22.5
09-02-2018 11:47:05;22.7000007629395
09-02-2018 14:26:49;23
09-02-2018 15:32:42;23.2000007629395
09-02-2018 16:44:34;23.5
09-02-2018 18:02:26;23.7000007629395
09-02-2018 19:14:19;24
09-02-2018 21:14:06;24.2000007629395
09-03-2018 01:27:40;24
09-03-2018 04:09:23;23.7999992370605
09-03-2018 09:34:49;24
09-03-2018 10:10:45;24.2000007629395
09-03-2018 10:50:41;24.5
09-03-2018 11:12:39;24.7000007629395
09-03-2018 11:46:35;25
09-03-2018 12:04:33;25.2000007629395
09-03-2018 12:28:31;25.5
09-03-2018 12:42:29;25.7000007629395
09-03-2018 13:08:27;26
09-03-2018 13:22:25;26.2000007629395
09-03-2018 13:46:23;26.5
09-03-2018 14:06:21;26.7000007629395
09-03-2018 14:38:17;27
09-03-2018 14:58:15;27.2000007629395
09-03-2018 15:36:11;27.5
09-03-2018 15:58:09;27.7000007629395
09-03-2018 16:30:05;28
09-03-2018 17:04:02;28.2000007629395
09-03-2018 17:22:00;28
09-03-2018 17:59:56;27.7999992370605
09-04-2018 01:23:10;27.5
09-04-2018 03:02:59;27.2999992370605
09-04-2018 05:26:44;27
09-04-2018 06:54:35;26.7999992370605
09-04-2018 13:09:56;27
09-04-2018 15:13:43;27.2000007629395
09-04-2018 17:21:30;27.5
09-04-2018 22:50:55;27.2999992370605
09-05-2018 00:18:46;27
09-05-2018 01:18:40;26.7999992370605
09-05-2018 02:42:31;26.5
09-05-2018 03:22:31;26.3999996185303
09-05-2018 03:24:29;26.3999996185303
09-05-2018 04:46:18;26.1000003814697
09-05-2018 05:50:12;25.8999996185303
09-05-2018 07:22:02;25.6000003814697
09-05-2018 09:11:51;25.3999996185303
09-05-2018 10:17:44;25.6000003814697
09-05-2018 11:25:37;25.8999996185303
09-05-2018 11:51:34;26.1000003814697
09-05-2018 12:27:30;26.3999996185303
09-05-2018 12:49:28;26.6000003814697
09-05-2018 13:35:23;26.8999996185303
09-05-2018 14:01:20;27.1000003814697
09-05-2018 14:35:17;27.3999996185303
09-05-2018 14:59:14;27.6000003814697
09-05-2018 15:29:11;27.8999996185303
09-05-2018 15:49:09;28.1000003814697
09-05-2018 16:35:05;28.3999996185303
09-05-2018 17:05:01;28.6000003814697
09-05-2018 19:52:44;28.3999996185303
09-05-2018 20:54:37;28.1000003814697
09-05-2018 21:24:34;27.8999996185303
09-05-2018 22:22:28;27.6000003814697
09-05-2018 22:56:25;27.3999996185303
09-06-2018 00:04:18;27.1000003814697
09-06-2018 00:58:12;26.8999996185303
09-06-2018 02:36:02;26.6000003814697
09-06-2018 03:31:56;26.3999996185303
09-06-2018 05:09:46;26.1000003814697
09-06-2018 06:09:39;25.8999996185303
09-06-2018 09:49:17;26.1000003814697
09-06-2018 10:45:11;26.3999996185303
09-06-2018 11:05:09;26.6000003814697
09-06-2018 11:43:05;26.8999996185303
09-06-2018 12:05:02;27.1000003814697
09-06-2018 12:40:59;27.3999996185303
09-06-2018 13:02:56;27.6000003814697
09-06-2018 13:34:53;27.8999996185303
09-06-2018 13:52:51;28.1000003814697
09-06-2018 14:38:46;28.3999996185303
09-06-2018 14:58:44;28.6000003814697
09-06-2018 15:42:40;28.8999996185303
09-06-2018 16:54:32;28.6000003814697
09-06-2018 17:16:30;28.3999996185303
09-06-2018 18:20:23;28.1000003814697
09-06-2018 19:06:18;27.8999996185303
09-06-2018 20:26:10;27.6000003814697
09-06-2018 21:14:05;27.3999996185303
09-06-2018 22:43:56;27.1000003814697
09-06-2018 23:29:51;26.8999996185303
09-07-2018 00:55:42;26.6000003814697
09-07-2018 01:41:37;26.3999996185303
09-07-2018 02:53:30;26.1000003814697
09-07-2018 03:15:28;26.1000003814697
09-07-2018 03:43:25;25.8999996185303
09-07-2018 04:09:28;25.7999992370605
09-07-2018 05:01:16;25.5
09-07-2018 05:45:12;25.2999992370605
09-07-2018 06:29:07;25
09-07-2018 07:09:03;24.7999992370605
09-07-2018 08:10:57;24.5
09-07-2018 10:00:45;24.2999992370605
09-07-2018 14:08:19;24
09-07-2018 18:43:51;23.7999992370605
09-07-2018 20:59:36;23.5
09-07-2018 23:07:23;23.2999992370605
09-08-2018 02:21:03;23
09-08-2018 04:00:52;22.7999992370605
09-08-2018 06:10:39;22.5
09-08-2018 10:10:14;22.2999992370605
09-09-2018 00:18:45;22
09-09-2018 03:24:26;21.7999992370605
09-09-2018 06:12:08;21.5
09-09-2018 07:59:57;21.2999992370605
09-09-2018 14:25:17;21
09-09-2018 21:32:32;20.7999992370605
09-10-2018 01:32:07;20.5
09-10-2018 03:01:50;20.5
09-10-2018 03:21:55;20.5
09-10-2018 03:40:11;20.5
09-10-2018 05:15:44;20.2999992370605
09-10-2018 14:54:43;20.5
09-10-2018 16:34:33;20.7000007629395
09-11-2018 02:59:27;21
09-11-2018 09:58:44;21.2000007629395
09-11-2018 12:14:29;21.5
09-11-2018 13:18:23;21.7000007629395
09-11-2018 14:42:14;22
09-11-2018 15:18:10;22.2000007629395
09-11-2018 16:06:05;22.5
09-11-2018 16:38:02;22.7000007629395
09-12-2018 08:56:20;23
09-12-2018 11:02:07;23.2000007629395
09-12-2018 14:41:44;23.5
09-12-2018 15:47:37;23.7000007629395
09-12-2018 18:29:20;24
09-12-2018 22:56:52;23.7999992370605
09-12-2018 23:52:46;23.5
09-13-2018 00:48:40;23.2999992370605
09-13-2018 04:52:15;23
09-13-2018 09:07:48;22.7999992370605
09-13-2018 11:43:32;23
09-13-2018 13:01:24;23.2000007629395
09-13-2018 18:04:52;23.5
09-13-2018 19:56:40;23.2999992370605
09-14-2018 00:24:13;23
09-14-2018 02:20:01;22.7999992370605
09-14-2018 05:29:41;22.5
09-14-2018 10:37:09;22.7000007629395
09-14-2018 12:03:00;23
09-14-2018 12:32:57;23.2000007629395
09-14-2018 13:44:49;23.5
09-14-2018 14:40:43;23.7000007629395
09-14-2018 16:18:33;24
09-14-2018 17:50:23;23.7999992370605
09-14-2018 19:24:14;23.5
09-14-2018 20:44:05;23.2999992370605
09-15-2018 00:05:44;23
09-15-2018 01:29:35;22.7999992370605
09-15-2018 04:31:16;22.5
