Time;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Q fresh
08-28-2018 09:41:43;0.102607518434525
08-28-2018 09:46:00;0
08-28-2018 10:09:47;0.109893016517162
08-28-2018 10:21:00;0
08-28-2018 10:55:42;8.56714534759521
08-28-2018 10:56:00;20.5026664733887
08-28-2018 10:56:02;22.2026233673096
08-28-2018 10:56:51;38.9149017333984
08-28-2018 11:01:30;35.1722984313965
08-28-2018 11:01:43;33.1428909301758
08-28-2018 11:02:00;28.6560935974121
08-28-2018 11:02:24;33.1428909301758
08-28-2018 11:03:02;28.6560935974121
08-28-2018 11:04:10;26.1253070831299
08-28-2018 11:04:29;20.1309280395508
08-28-2018 11:05:07;26.1253070831299
08-28-2018 11:05:18;20.1309280395508
08-28-2018 11:05:21;26.1253070831299
08-28-2018 11:06:54;28.6560935974121
08-28-2018 11:07:06;26.1253070831299
08-28-2018 11:07:21;28.6560935974121
08-28-2018 11:07:33;26.1253070831299
08-28-2018 11:07:34;28.6560935974121
08-28-2018 11:07:43;26.1253070831299
08-28-2018 11:08:57;29.9586410522461
08-28-2018 11:15:31;13.5097637176514
08-28-2018 11:15:38;1.25072193145752
08-28-2018 11:17:10;0
08-30-2018 08:00:36;5.44297504425049
08-30-2018 08:00:52;6.0424690246582
08-30-2018 08:01:05;5.24123382568359
08-30-2018 08:03:17;2.80349802970886
08-30-2018 08:03:43;0
08-30-2018 10:59:01;1.01997148990631
08-30-2018 10:59:07;0.286351054906845
08-30-2018 10:59:14;0
08-30-2018 11:10:39;0.538576602935791
08-30-2018 11:10:55;3.70178413391113
08-30-2018 11:11:06;4.85741329193115
08-30-2018 11:11:07;6.06674003601074
08-30-2018 11:11:13;6.32761144638062
08-30-2018 11:11:21;8.72160053253174
08-30-2018 11:11:31;8.28026485443115
08-30-2018 11:11:33;10.0007524490356
08-30-2018 11:12:13;10.6473426818848
08-30-2018 11:13:41;0.0083883935585618
08-30-2018 22:02:48;11.9321165084839
08-30-2018 22:02:53;10.4801073074341
08-30-2018 22:02:58;11.9321165084839
08-30-2018 22:03:28;11.0041122436523
08-30-2018 22:03:29;12.5287218093872
08-30-2018 22:03:40;11.0041122436523
08-30-2018 22:04:33;11.1817636489868
08-30-2018 22:09:05;14.8438730239868
08-30-2018 22:09:08;18.3809356689453
08-30-2018 22:09:27;14.8438730239868
08-30-2018 22:09:37;18.3809356689453
08-30-2018 22:09:42;14.8438730239868
08-30-2018 22:11:28;18.3809356689453
08-30-2018 22:14:22;19.9152221679688
08-30-2018 22:14:23;18.3809356689453
08-30-2018 22:15:18;17.4618892669678
08-30-2018 22:16:12;18.3809356689453
08-30-2018 22:16:41;14.8438730239868
08-30-2018 22:16:57;18.3809356689453
08-30-2018 22:17:24;14.8438730239868
08-30-2018 22:17:52;14.1016788482666
08-30-2018 22:19:03;13.3594856262207
08-30-2018 22:20:53;16.5428409576416
08-30-2018 22:21:23;15.6237955093384
08-30-2018 22:21:45;12.6172924041748
08-30-2018 22:21:55;15.6237955093384
08-30-2018 22:22:47;14.7047491073608
08-30-2018 22:23:15;15.9321775436401
08-30-2018 22:24:47;14.7047491073608
08-30-2018 22:24:57;13.785701751709
08-30-2018 22:25:34;14.7047491073608
08-30-2018 22:27:07;11.8750982284546
08-30-2018 22:27:34;10.1692333221436
08-30-2018 22:27:49;11.8750982284546
08-30-2018 22:30:05;11.1329050064087
08-30-2018 22:30:35;11.8750982284546
08-30-2018 22:31:18;10.1692333221436
08-30-2018 22:32:08;11.8750982284546
08-30-2018 22:32:28;10.1692333221436
08-30-2018 22:32:31;11.8750982284546
08-30-2018 22:32:33;10.1692333221436
08-30-2018 22:35:05;10.8048105239868
08-30-2018 22:35:31;12.6172924041748
08-30-2018 22:37:34;15.6237955093384
08-30-2018 22:37:57;12.6172924041748
08-30-2018 22:41:01;15.6237955093384
08-30-2018 22:41:40;16.5428409576416
08-30-2018 22:42:11;17.923698425293
08-30-2018 22:43:04;20.4070434570313
08-30-2018 22:43:58;21.5415687561035
08-30-2018 22:44:55;22.6193313598633
08-30-2018 22:45:14;23.8759613037109
08-30-2018 22:45:22;22.7383213043213
08-30-2018 22:47:01;23.8759613037109
08-30-2018 22:47:02;22.7383213043213
08-30-2018 22:47:05;23.8759613037109
08-30-2018 22:49:01;26.0023174285889
08-30-2018 22:49:48;27.002779006958
08-30-2018 22:50:48;28.8999309539795
08-30-2018 22:56:57;27.002779006958
08-30-2018 22:57:56;28.8999309539795
08-30-2018 22:58:28;27.3788814544678
08-30-2018 22:58:31;28.8999309539795
08-30-2018 22:59:06;27.3788814544678
08-30-2018 23:01:11;28.8999309539795
08-30-2018 23:01:56;27.002779006958
08-30-2018 23:03:00;28.8999309539795
08-30-2018 23:05:19;27.3788814544678
08-30-2018 23:06:17;27.0729637145996
08-30-2018 23:07:01;27.3788814544678
08-30-2018 23:07:15;27.0729637145996
08-30-2018 23:08:02;26.7635478973389
08-30-2018 23:09:27;25.2766857147217
08-30-2018 23:11:29;24.6818561553955
08-30-2018 23:11:34;26.1337299346924
08-30-2018 23:11:54;25.8130569458008
08-30-2018 23:12:38;26.1337299346924
08-30-2018 23:12:51;24.6818561553955
08-30-2018 23:12:53;24.378999710083
08-30-2018 23:12:54;24.6818561553955
08-30-2018 23:12:55;24.378999710083
08-30-2018 23:12:57;24.6818561553955
08-30-2018 23:13:58;24.378999710083
08-30-2018 23:16:12;23.7617111206055
08-30-2018 23:17:20;24.378999710083
08-30-2018 23:17:22;25.8130569458008
08-30-2018 23:21:00;26.1337299346924
08-30-2018 23:21:42;26.7635478973389
08-30-2018 23:21:50;26.1337299346924
08-30-2018 23:22:05;26.7635478973389
08-30-2018 23:23:13;26.1337299346924
08-30-2018 23:23:16;26.7635478973389
08-30-2018 23:23:38;28.2504119873047
08-30-2018 23:23:47;27.5856037139893
08-30-2018 23:24:01;28.2504119873047
08-30-2018 23:24:35;28.5770168304443
08-30-2018 23:24:42;27.0729637145996
08-30-2018 23:25:03;28.5770168304443
08-30-2018 23:25:33;28.8999309539795
08-30-2018 23:26:27;28.5770168304443
08-30-2018 23:26:50;28.8999309539795
08-30-2018 23:27:01;28.5770168304443
08-30-2018 23:27:03;28.8999309539795
08-30-2018 23:27:04;28.5770168304443
08-30-2018 23:27:07;28.8999309539795
08-30-2018 23:27:53;28.5770168304443
08-30-2018 23:27:55;28.8999309539795
08-30-2018 23:27:57;28.5770168304443
08-30-2018 23:28:16;28.8999309539795
08-30-2018 23:28:29;30.4209804534912
08-30-2018 23:29:34;28.8999309539795
08-30-2018 23:29:44;30.4209804534912
08-30-2018 23:33:31;28.423978805542
08-30-2018 23:33:33;30.4209804534912
08-30-2018 23:33:57;28.8999309539795
08-30-2018 23:34:41;27.002779006958
08-30-2018 23:35:34;26.0023174285889
08-30-2018 23:35:36;27.002779006958
08-30-2018 23:35:38;26.0023174285889
08-30-2018 23:35:55;23.8759613037109
08-30-2018 23:36:12;25.1325912475586
08-30-2018 23:36:17;23.9350757598877
08-30-2018 23:36:32;22.7383213043213
08-30-2018 23:36:56;21.5407676696777
08-30-2018 23:37:41;22.6744937896729
08-30-2018 23:37:49;21.5407676696777
08-30-2018 23:37:53;22.6744937896729
08-30-2018 23:37:59;19.9152221679688
08-30-2018 23:38:02;18.9194602966309
08-30-2018 23:38:33;17.4618892669678
08-30-2018 23:39:03;14.1016788482666
08-30-2018 23:39:23;14.8438730239868
08-30-2018 23:39:30;12.7115421295166
08-30-2018 23:39:41;10.1403121948242
08-30-2018 23:40:09;3.8328640460968
08-30-2018 23:40:39;8.57009983062744
